"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_fair_worker2_4G_32partition.csv 1",,,,"Date:","17 Dec 2025 15:23:55 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
17-12 15:25:06,0.750,0.250,97.221,0,0,1177828,4420276,34492,1774964,1160.649,2202.333,0,395.880
17-12 15:25:07,1.249,0.500,97.954,0,0,1181608,4416496,34492,1774964,1398.344,1777.167,0,3.998
17-12 15:25:08,1.250,0.750,96.998,0,0,1181608,4416496,34492,1774964,3051.945,1891.966,0,43.999
17-12 15:25:09,1.250,0.500,98.029,0,0,1181608,4416496,34492,1774964,1215.358,2257.664,0,0
17-12 15:25:10,0.999,0.250,97.156,0,0,1181608,4416496,34492,1774964,2513.574,962.071,0,23.977
17-12 15:25:11,1.252,0.501,97.635,0,0,1181608,4416496,34492,1774964,1192.655,1780.470,0,0
17-12 15:25:12,0.250,0.500,97.976,0,0,1181600,4416496,34500,1774964,1094.733,2148.476,0,43.989
17-12 15:25:13,1.250,0.500,97.526,0,0,1181848,4416244,34500,1774968,1515.404,2984.797,0,40.011
17-12 15:25:14,0.750,0.500,98.498,0,0,1181740,4416364,34500,1774968,1464.973,1839.966,0,0
17-12 15:25:15,0.750,0.250,97.994,0,0,1181740,4416364,34500,1774968,1828.889,3006.817,0,0
17-12 15:25:16,1.500,0.250,97.258,0,0,1185520,4412584,34500,1774968,1339.116,1724.149,0,0
17-12 15:25:17,1.250,0.750,97.744,0,0,1185512,4412584,34508,1774968,2885.824,1789.891,0,27.998
17-12 15:25:18,0.500,0.250,98.012,0,0,1185508,4412584,34508,1774972,1257.156,2245.279,0,4.000
17-12 15:25:19,1.000,0.750,97.729,0,0,1189288,4408804,34508,1774972,2893.381,1789.617,0,7.998
17-12 15:25:20,0.750,0.500,97.755,0,0,1189288,4408804,34508,1774972,1405.069,1786.088,0,0
17-12 15:25:21,2.000,0.500,96.749,0,0,1189288,4408804,34508,1774972,3063.965,5319.940,0,119.999
17-12 15:25:22,1.000,0.750,97.762,0,0,1197100,4400992,34508,1774972,1525.184,1832.221,0,0
17-12 15:25:23,2.500,4.751,91.263,0.250,0,1190804,4407296,34516,1774972,2201.311,2976.420,0,52.007
17-12 15:25:24,1.000,0.250,97.725,0,0,1190744,4407376,34516,1774972,1214.684,2268.410,0,0
17-12 15:25:25,0.750,0.500,97.517,0,0,1191220,4406900,34516,1774972,1675.292,2108.367,0,4.001
17-12 15:25:26,0.750,0.750,97.997,0,0,1191220,4406900,34516,1774972,1428.954,1887.939,0,0
17-12 15:25:27,1.250,0,97.997,0,0,1191220,4406900,34516,1774972,1214.958,2202.923,0,0
17-12 15:25:28,1.000,0.750,97.240,0,0,1199020,4399088,34528,1774972,2935.703,1831.815,0,103.989
17-12 15:25:29,0.750,0.250,98.739,0,0,1199020,4399088,34528,1774972,1107.875,1798.797,0,0
17-12 15:25:30,0.999,0.250,98.157,0,0,1199020,4399088,34528,1774972,3080.089,2401.730,0,0
17-12 15:25:31,0.751,0.501,97.873,0,0,1199272,4398836,34528,1774972,1340.679,1726.162,0,4.005
17-12 15:25:32,0.500,0.500,98.488,0,0,1199272,4398836,34528,1774972,1077.867,1714.788,0,7.999
17-12 15:25:33,0.750,0.250,97.757,0,0,1199272,4398836,34528,1774972,1488.104,2290.160,0,64.004
17-12 15:25:34,1.497,0.749,96.318,0,0,1207076,4391024,34536,1774972,1516.141,1828.552,0,31.940
17-12 15:25:35,1.002,0.751,98.418,0,0,1207076,4391024,34536,1774972,989.694,1627.787,0,0
17-12 15:25:36,0.750,0.250,98.012,0,0,1207076,4391024,34536,1774972,1506.185,2376.291,0,0
17-12 15:25:37,1.000,0.750,97.735,0,0,1207328,4390772,34536,1774972,1428.774,1813.713,0,3.999
17-12 15:25:38,0.750,0,97.759,0,0,1207328,4390772,34536,1774972,1030.097,1667.156,0,0
17-12 15:25:39,1.000,1.000,97.965,0,0,1207320,4390772,34544,1774972,4265.471,3294.819,0,23.991
17-12 15:25:40,1.500,0.500,97.517,0,0,1215132,4382960,34544,1774972,2894.508,1798.315,0,0
17-12 15:25:41,0.999,0,97.951,0,0,1215132,4382960,34544,1774972,987.505,1624.186,0,19.990
17-12 15:25:42,0.750,0.250,97.512,0,0,1215132,4382960,34544,1774972,1446.177,2314.283,0,0
17-12 15:25:43,1.001,0.751,97.567,0,0,1215384,4382708,34544,1774972,1650.125,1929.316,0,4.003
17-12 15:25:44,0.750,0.500,97.995,0,0,1215384,4382708,34544,1774972,1107.941,1678.911,0,35.998
17-12 15:25:45,0.750,0.250,98.000,0,0,1215376,4382708,34552,1774972,2240.006,3168.009,0,24.000
17-12 15:25:46,1.750,0.750,96.486,0,0,1223188,4374896,34552,1774972,1398.794,1777.738,0,0
17-12 15:25:47,0.750,0.500,97.718,0,0,1223188,4374896,34552,1774972,1107.640,1732.436,0,0
17-12 15:25:48,1.000,0.500,98.292,0,0,1223188,4374896,34552,1774972,3096.338,2411.042,0,4.002
17-12 15:25:49,1.749,0.250,97.193,0,0,1223440,4374644,34552,1774972,2892.318,1796.955,0,3.998
17-12 15:25:50,0.500,0.500,97.553,0.250,0,1223432,4374644,34560,1774972,1108.602,1737.944,0,28.015
17-12 15:25:51,1.000,0.250,98.257,0,0,1223432,4374644,34560,1774972,1446.106,2256.165,0,0
17-12 15:25:52,1.000,0.750,97.481,0.250,0,1231244,4366832,34560,1774972,1642.672,2273.546,0,279.944
17-12 15:25:53,0.750,0.250,97.958,0,0,1231244,4366832,34560,1774972,1103.531,1720.269,0,0
17-12 15:25:54,0.500,0,98.540,0,0,1231244,4366832,34560,1774972,1566.632,2302.929,0,8.003
17-12 15:25:55,1.500,1.000,97.277,0.250,0,1231488,4366580,34568,1774972,1405.390,1856.515,0,32.009
17-12 15:25:56,0.750,0.250,98.230,0,0,1231488,4366580,34568,1774972,1047.783,1678.653,0,0
17-12 15:25:57,0.500,0.500,97.763,0,0,1231488,4366580,34568,1774972,1446.192,2248.299,0,0
17-12 15:25:58,1.498,0.999,97.395,0,0,1239300,4358768,34568,1774972,3066.681,1945.894,0,0
17-12 15:25:59,0.500,0,98.080,0,0,1239296,4358768,34568,1774976,1108.904,1680.370,0,8.007
17-12 15:26:00,1.500,0.750,97.244,0,0,1240052,4358012,34568,1774976,2993.817,2313.859,0,0
17-12 15:26:01,1.500,0.500,96.747,0,0,1240044,4358012,34576,1774976,1339.965,1731.955,0,35.999
17-12 15:26:02,0.500,0.750,98.538,0,0,1240040,4358012,34576,1774980,1049.402,1671.640,0,0
17-12 15:26:03,1.000,0.250,97.729,0,0,1240040,4358012,34576,1774980,1548.661,2351.485,0,0
17-12 15:26:04,1.000,0.500,98.012,0,0,1240004,4358012,34576,1775016,1580.195,1832.226,0,0
17-12 15:26:05,0.500,0,98.503,0,0,1240004,4358012,34576,1775016,989.033,1625.055,0,32.001
17-12 15:26:06,1.000,0.500,97.750,0,0,1240004,4358012,34576,1775016,1627.002,2410.003,0,0
17-12 15:26:07,1.250,0.750,97.764,0,0,1239996,4358012,34584,1775016,1460.211,1786.258,0,36.005
17-12 15:26:08,0.250,0,98.229,0,0,1239996,4358012,34584,1775016,1379.706,1848.607,0,47.990
17-12 15:26:09,1.250,0.750,97.729,0,0,1239996,4358012,34584,1775016,3113.331,2421.480,0,0
17-12 15:26:10,1.500,0.250,97.510,0,0,1240248,4357760,34584,1775016,2895.302,1798.188,0,4.000
17-12 15:26:11,0.250,0.500,98.250,0,0,1240248,4357760,34584,1775016,1182.998,1724.997,0,0
17-12 15:26:12,1.000,0.500,98.019,0,0,1240248,4357760,34592,1775008,1447.283,2248.439,0,60.012
17-12 15:26:13,0.500,0.250,98.242,0,0,1240240,4357760,34592,1775016,1441.890,2909.777,0,4.000
17-12 15:26:14,1.000,0.500,98.260,0,0,1240240,4357760,34592,1775016,1049.102,1671.163,0,40.004
17-12 15:26:15,0.250,0.500,98.653,0,0,1240240,4357760,34592,1775016,2059.968,3064.977,0,0
17-12 15:26:16,1.251,0.500,97.074,0,0,1240240,4357760,34592,1775016,1341.020,1725.313,0,0
17-12 15:26:17,0.499,0.250,98.583,0,0,1240240,4357760,34592,1775016,987.332,1688.147,0,0
17-12 15:26:18,0.751,0.250,98.083,0,0,1240240,4357760,34600,1775008,2996.547,2315.968,0,20.017
17-12 15:26:19,1.001,0.751,98.081,0,0,1240232,4357760,34600,1775016,2939.435,1833.519,0,8.007
17-12 15:26:20,0.500,0.250,97.963,0,0,1240232,4357760,34600,1775016,1168.557,1682.363,0,0
17-12 15:26:21,2.248,0.999,96.169,0,0,1241744,4356248,34600,1775016,3329.181,5004.762,0,0
17-12 15:26:22,1.250,0.500,97.514,0,0,1241744,4356248,34600,1775016,1520.225,2438.361,0,0
17-12 15:26:23,0.500,0.500,98.090,0,0,1241744,4356248,34608,1775008,989.905,1626.487,0,44.040
17-12 15:26:24,1.001,0.250,97.802,0,0,1241736,4356248,34608,1775016,1610.853,2589.371,0,0
17-12 15:26:25,0.999,0.250,97.870,0,0,1241736,4356248,34608,1775016,2214.060,6607.227,0,3.995
17-12 15:26:26,1.501,0.751,97.319,0,0,1241736,4356248,34608,1775016,1116.791,1845.307,0,0
17-12 15:26:27,1.500,0.500,97.012,0.250,0,1241736,4356248,34608,1775016,2370.291,10519.292,0,176.022
17-12 15:26:28,1.001,1.001,97.049,0,0,1237972,4360004,34616,1775016,3152.583,2026.017,0,36.018
17-12 15:26:29,1.250,0.250,97.990,0,0,1237972,4360004,34616,1775016,1151.882,1721.824,0,0
17-12 15:26:30,0.250,0.250,98.470,0,0,1237972,4360004,34616,1775016,3054.065,2368.275,0,3.999
17-12 15:26:31,0.750,0.250,98.450,0,0,1237972,4360004,34616,1775016,1461.258,1778.097,0,3.998
17-12 15:26:32,1.001,0.500,97.806,0,0,1237972,4360004,34616,1775016,990.562,1618.919,0,0
17-12 15:26:33,0.750,0.250,97.747,0.250,0,1237972,4360004,34616,1775016,1927.942,2526.924,0,123.996
17-12 15:26:34,1.000,0.500,98.262,0,0,1237964,4360004,34624,1775016,1384.170,1767.217,0,20.002
17-12 15:26:35,0.750,0.750,97.744,0,0,1237964,4360004,34624,1775016,1049.934,1679.894,0,4.000
17-12 15:26:36,0.750,0.250,98.264,0,0,1237964,4360004,34624,1775016,1628.231,2365.335,0,0
17-12 15:26:37,1.000,0.500,98.014,0,0,1237964,4360004,34624,1775016,1342.193,1725.248,0,60.009
17-12 15:26:38,1.000,0.500,96.953,0,0,1237964,4360004,34624,1775016,1049.489,1679.183,0,0
17-12 15:26:39,0.750,0.500,98.014,0,0,1237964,4360004,34624,1775016,1139.158,2184.304,0,0
17-12 15:26:40,2.250,0.500,95.983,0,0,1237952,4360004,34632,1775020,6444.856,31329.439,0,15.997
17-12 15:26:41,1.000,0.750,97.782,0,0,1237948,4360004,34632,1775024,2114.696,2630.865,0,0
17-12 15:26:42,1.500,0.250,97.495,0,0,1237948,4360004,34632,1775024,1342.925,2257.874,0,11.999
17-12 15:26:43,0.750,0.250,97.751,0,0,1237948,4360004,34632,1775024,5029.041,2072.017,0,4.000
17-12 15:26:44,1.250,0.750,97.025,0,0,1237948,4360004,34632,1775024,1092.279,1714.438,0,0
17-12 15:26:45,1.000,0.250,98.249,0.250,0,1238192,4359752,34640,1775024,1771.983,3015.970,0,67.999
17-12 15:26:46,1.250,0.250,97.734,0,0,1238192,4359752,34640,1775024,3023.507,1790.708,0,0
17-12 15:26:47,1.000,0.500,97.020,0,0,1238440,4359500,34640,1775028,2982.606,1899.386,0,0
17-12 15:26:48,0.750,0.750,98.226,0,0,1238440,4359500,34640,1775028,1096.737,2149.485,0,0
17-12 15:26:49,0.500,0.250,97.772,0,0,1238440,4359500,34640,1775028,3284.755,1949.448,0,8.002
17-12 15:26:50,1.250,0.750,97.493,0,0,1238440,4359500,34648,1775020,2855.807,2118.857,0,39.997
17-12 15:26:51,0.750,0.250,97.977,0,0,1238432,4359500,34648,1775028,1276.704,2311.464,0,0
17-12 15:26:52,1.500,0.250,97.494,0,0,1238432,4359500,34648,1775028,3304.806,1898.889,0,8.000
17-12 15:26:53,1.000,0.500,97.531,0,0,1238432,4359500,34648,1775028,3097.976,1953.615,0,0
17-12 15:26:54,0.999,0.500,97.665,0,0,1238432,4359500,34648,1775028,1197.956,2244.044,0,0
17-12 15:26:55,1.251,0.500,97.822,0,0,1238432,4359500,34648,1775028,3235.389,1978.461,0,4.003
17-12 15:26:56,1.500,0,97.237,0,0,1238420,4359500,34660,1775028,2930.600,1852.747,0,51.993
17-12 15:26:57,1.000,0.500,97.985,0,0,1238420,4359500,34660,1775028,1228.807,2249.647,0,0
17-12 15:26:58,1.000,0.500,97.771,0,0,1238420,4359500,34660,1775028,3208.689,1931.415,0,0
17-12 15:26:59,1.250,0.250,97.264,0,0,1238420,4359500,34660,1775028,2899.413,1841.262,0,0
17-12 15:27:00,0.750,0.500,98.465,0,0,1238420,4359500,34660,1775028,1096.610,2141.238,0,7.997
17-12 15:27:01,1.000,0.500,97.249,0,0,1238412,4359500,34668,1775028,3308.955,1844.975,0,28.000
17-12 15:27:02,1.250,0.500,97.497,0,0,1238412,4359500,34668,1775028,2917.902,1844.938,0,0
17-12 15:27:03,1.000,0.500,97.744,0,0,1238412,4359500,34668,1775028,1276.926,2249.870,0,0
17-12 15:27:04,0.500,0.250,98.527,0,0,1238380,4359500,34668,1775060,3266.910,1833.511,0,0
17-12 15:27:05,1.000,0.500,97.741,0,0,1238380,4359500,34668,1775060,2948.724,1844.827,0,0
17-12 15:27:06,0.750,0.250,98.214,0,0,1238380,4359500,34668,1775060,1342.511,2307.159,0,0
17-12 15:27:07,1.250,0.500,97.496,0,0,1238372,4359500,34676,1775060,3343.868,1956.923,0,23.999
17-12 15:27:08,1.001,0.500,97.549,0,0,1238372,4359500,34676,1775060,3202.618,1953.987,0,36.018
17-12 15:27:09,0.500,0.250,98.682,0,0,1238372,4359500,34676,1775060,1200.173,2244.453,0,0
17-12 15:27:10,1.001,0.751,97.838,0,0,1238372,4359500,34676,1775060,1403.261,1780.600,0,44.040
17-12 15:27:11,1.000,0.250,97.499,0,0,1238372,4359500,34676,1775060,2888.977,1798.986,0,8.000
17-12 15:27:12,0.250,0.750,98.505,0,0,1238372,4359500,34676,1775060,1163.061,2196.116,0,4.000
17-12 15:27:13,0.750,0,98.208,0,0,1238372,4359500,34684,1775052,1521.354,2913.763,0,51.978
17-12 15:27:14,0.750,0.250,97.781,0,0,1238364,4359500,34684,1775060,1698.546,1983.638,0,0
17-12 15:27:15,0.750,1.000,98.002,0,0,1238364,4359500,34684,1775060,1772.033,2942.055,0,0
17-12 15:27:16,1.250,0,97.733,0,0,1238588,4359276,34684,1775060,3289.445,2120.642,0,39.993
17-12 15:27:17,0.750,1.000,97.770,0,0,1238584,4359276,34684,1775064,2963.609,1845.379,0,0
17-12 15:27:18,0.500,0.250,98.467,0,0,1238584,4359276,34684,1775064,1096.628,2149.270,0,0
17-12 15:27:19,1.000,0,98.018,0.250,0,1238584,4359276,34692,1775056,1504.283,2149.405,0,24.005
17-12 15:27:20,0.750,0.500,98.006,0,0,1238576,4359276,34692,1775064,2889.166,1791.103,0,0
17-12 15:27:21,0.750,0,98.246,0,0,1238576,4359276,34692,1775064,1400.940,2317.901,0,4.000
17-12 15:27:22,4.499,0.250,94.223,0,0,1238576,4359276,34692,1775064,1341.619,1724.511,0,0
17-12 15:27:23,0.750,0.500,98.013,0,0,1238572,4359276,34692,1775068,1462.188,2455.315,0,0
17-12 15:27:24,0.750,0.250,98.519,0,0,1238572,4359276,34692,1775068,1139.216,2192.415,0,0
17-12 15:27:25,1.250,0.500,98.017,0,0,1238564,4359276,34700,1775068,1757.308,2039.357,0,28.005
17-12 15:27:26,0.750,0.250,97.988,0,0,1238564,4359276,34700,1775068,3128.607,1906.760,0,3.999
17-12 15:27:27,0.499,0.499,97.849,0,0,1238564,4359276,34700,1775068,1408.824,2300.447,0,0
17-12 15:27:28,1.502,0.501,97.632,0,0,1238564,4359276,34700,1775068,3348.543,1901.580,0,0
17-12 15:27:29,0.500,0.250,98.487,0,0,1238564,4359276,34700,1775068,3170.575,2056.724,0,0
17-12 15:27:30,0.500,0,97.729,0,0,1238564,4359276,34700,1775068,1222.732,2249.508,0,0
17-12 15:27:31,0.750,0.500,98.235,0,0,1238564,4359276,34708,1775060,1527.760,1832.712,0,23.996
17-12 15:27:32,1.247,0.499,98.243,0,0,1238552,4359276,34708,1775072,1338.494,1720.494,0,0
17-12 15:27:33,0.251,0.502,97.827,0,0,1238552,4359276,34708,1775072,1100.682,2149.189,0,0
17-12 15:27:34,1.000,0.500,97.953,0,0,1238552,4359276,34708,1775072,1383.331,1766.146,0,0
17-12 15:27:35,0.500,0.500,98.270,0,0,1238552,4359276,34708,1775072,1342.270,1725.347,0,0
17-12 15:27:36,1.499,0.250,98.189,0,0,1238544,4359276,34716,1775072,1342.173,2310.576,0,27.983
17-12 15:27:37,0.750,0.250,97.498,0,0,1238544,4359276,34716,1775072,3403.942,1898.968,0,0
17-12 15:27:38,0.500,0.750,98.052,0,0,1238544,4359276,34716,1775072,3010.587,1845.973,0,0
17-12 15:27:39,0.750,0.250,97.766,0,0,1238544,4359276,34716,1775072,1319.219,2300.382,0,0
17-12 15:27:40,0.749,0,98.412,0,0,1238544,4359276,34716,1775072,1646.532,1897.308,0,0
17-12 15:27:41,1.251,0.751,97.319,0,0,1238788,4359024,34724,1775072,2951.094,1846.310,0,44.031
17-12 15:27:42,1.250,0.250,97.719,0,0,1238788,4359024,34724,1775072,1216.613,2257.283,0,0
17-12 15:27:43,1.000,0.250,98.031,0,0,1239040,4358772,34724,1775072,2419.769,2683.853,0,28.009
17-12 15:27:44,1.000,0.250,97.788,0,0,1239040,4358772,34724,1775072,1564.604,1875.724,0,16.006
17-12 15:27:45,0.999,0.499,97.642,0,0,1239040,4358772,34724,1775072,1889.902,2992.678,0,0
17-12 15:27:46,0.750,0.250,98.268,0,0,1239032,4358772,34732,1775072,3470.648,2019.377,0,80.015
17-12 15:27:47,0.750,0.750,97.750,0,0,1239032,4358772,34732,1775072,2948.995,1844.997,0,0
17-12 15:27:48,1.500,0.250,98.232,0,0,1239032,4358772,34732,1775072,1216.776,2621.517,0,0
17-12 15:27:49,0.250,0.250,98.056,0,0,1239032,4358772,34732,1775072,1444.830,1822.047,0,0
17-12 15:27:50,2.751,0.250,95.768,0,0,1239284,4358520,34732,1775072,2823.517,1791.328,0,0
17-12 15:27:51,0.999,0.500,98.169,0,0,1239284,4358520,34732,1775072,1096.099,2140.241,0,0
17-12 15:27:52,0.501,0.250,97.861,0,0,1239276,4358520,34740,1775072,1463.657,1835.078,0,24.027
17-12 15:27:53,0.500,0.500,98.227,0,0,1239276,4358520,34740,1775072,1341.684,1724.593,0,3.999
17-12 15:27:54,1.000,0,98.035,0,0,1239276,4358520,34740,1775072,1237.447,2250.813,0,0
17-12 15:27:55,0.750,0.250,97.979,0,0,1239276,4358520,34740,1775072,1879.595,2222.521,0,0
