"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_fair_worker3_4G.csv 1",,,,"Date:","17 Dec 2025 14:35:03 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
17-12 14:35:29,10.253,0.750,87.772,0,0,1080328,4733028,30256,1567592,6212.536,13508.339,0,0
17-12 14:35:30,2.747,0,96.385,0,0,1080328,4733028,30256,1567592,5340.603,8467.857,0,0
17-12 14:35:31,3.003,0.501,95.846,0,0,1083352,4730004,30256,1567592,4873.899,7256.294,0,0
17-12 14:35:32,2.501,0.750,96.525,0,0,1083352,4730004,30256,1567592,6300.660,109266.796,0,0
17-12 14:35:33,3.247,0.749,95.421,0,0,1083576,4729780,30256,1567592,6264.820,9394.233,0,3.997
17-12 14:35:34,2.252,0.500,96.830,0,0,1087600,4725748,30264,1567592,5244.316,7960.551,0,24.020
17-12 14:35:35,1.000,0.500,97.747,0,0,1085788,4727560,30264,1567592,4868.851,7248.778,0,19.999
17-12 14:35:36,2.248,0.250,96.900,0,0,1084196,4729152,30264,1567592,6724.053,9559.124,0,0
17-12 14:35:37,2.999,1.250,94.981,0,0,1089312,4724036,30264,1567592,5589.904,7691.493,0,0
17-12 14:35:38,1.251,0.250,97.859,0,0,1086776,4726572,30264,1567592,5048.635,7865.779,0,0
17-12 14:35:39,1.750,0.500,97.515,0,0,1085296,4728044,30272,1567592,5347.839,8479.331,0,28.004
17-12 14:35:40,6.750,1.250,91.247,0.250,0,1085288,4728044,30276,1567596,5770.828,15959.523,0,44598.667
17-12 14:35:41,1.250,0.500,97.240,0,0,1085284,4728044,30276,1567600,5153.475,26712.276,0,0
17-12 14:35:42,2.999,0.500,95.971,0,0,1089820,4723508,30276,1567600,5411.386,29979.060,0,0
17-12 14:35:43,1.751,0.250,97.293,0,0,1096876,4716452,30276,1567600,5635.469,29625.982,0,0
17-12 14:35:44,3.000,1.000,92.001,4.000,0,1096876,4716452,30276,1567600,4009.023,20835.121,0,44624.260
17-12 14:35:45,1.250,0.250,97.753,0,0,1096864,4716452,30288,1567600,1281.038,2631.079,0,232.007
17-12 14:35:46,1.250,0.500,98.489,0,0,1104924,4708388,30288,1567604,2882.678,1911.786,0,0
17-12 14:35:47,0.750,0,97.985,0,0,1104924,4708388,30288,1567604,2206.658,1845.714,0,0
17-12 14:35:48,0.750,0.250,98.976,0,0,1104924,4708388,30288,1567604,1330.683,2378.434,0,0
17-12 14:35:49,1.000,0.250,97.523,0,0,1104924,4708388,30288,1567604,1494.353,1954.462,0,0
17-12 14:35:50,0.500,0,99.221,0,0,1104916,4708388,30296,1567604,1338.615,1845.469,0,267.923
17-12 14:35:51,0.250,0.250,98.802,0,0,1104916,4708388,30296,1567604,1155.605,2310.210,0,4.002
17-12 14:35:52,1.750,0.500,97.505,0,0,1112980,4700324,30296,1567604,1489.078,1982.104,0,0
17-12 14:35:53,1.000,0,98.748,0,0,1112980,4700324,30296,1567604,1500.970,1941.961,0,0
17-12 14:35:54,0.750,0.250,97.983,0,0,1112980,4700324,30296,1567604,1094.810,2262.608,0,0
17-12 14:35:55,1.250,0.500,98.008,0,0,1112972,4700324,30304,1567604,2883.221,1912.147,0,68.005
17-12 14:35:56,0.750,0.250,98.507,0,0,1112972,4700324,30304,1567604,2027.137,2711.183,0,0
17-12 14:35:57,0.750,0,98.472,0,0,1112972,4700324,30304,1567604,1160.666,2316.333,0,3.999
17-12 14:35:58,0.750,0.250,98.787,0,0,1121036,4692260,30304,1567604,1381.516,1888.705,0,0
17-12 14:35:59,0.500,0.250,98.474,0.250,0,1121036,4692260,30304,1567604,1338.644,1845.509,0,179.952
17-12 14:36:00,1.000,0.500,98.501,0,0,1121028,4692260,30312,1567604,1095.014,2255.029,0,148.002
17-12 14:36:01,1.250,0,98.252,0,0,1121012,4692260,30312,1567604,2167.051,2653.062,0,0
17-12 14:36:02,0.250,0.500,98.774,0,0,1121012,4692260,30312,1567604,1339.321,2310.553,0,0
17-12 14:36:03,0.500,0.250,98.497,0,0,1120976,4692260,30312,1567640,1136.964,2304.928,0,4.000
17-12 14:36:04,1.250,0.500,98.250,0,0,1129040,4684196,30312,1567640,1398.996,2973.991,0,0
17-12 14:36:05,0.500,0,98.725,0,0,1129040,4684196,30312,1567640,1338.663,1845.535,0,0
17-12 14:36:06,0.500,0,98.767,0,0,1129028,4684196,30320,1567640,1281.217,2441.413,0,64.011
17-12 14:36:07,4.500,0.500,94.753,0,0,1129028,4684196,30320,1567640,2943.108,1966.072,0,8.000
17-12 14:36:08,0.750,0,98.506,0,0,1129252,4683972,30320,1567640,1381.080,1889.110,0,48.003
17-12 14:36:09,0.500,0.750,98.742,0,0,1129252,4683972,30320,1567640,1094.915,2263.823,0,4.000
17-12 14:36:10,2.000,0.250,96.984,0,0,1137316,4675908,30320,1567640,1338.781,1846.698,0,0
17-12 14:36:11,0.750,0,98.684,0,0,1137308,4675908,30328,1567640,1338.110,1845.772,0,35.976
17-12 14:36:12,0.751,0.500,98.584,0,0,1137308,4675908,30328,1567640,1095.933,2265.928,0,0
17-12 14:36:13,2.000,0.500,97.000,0,0,1145624,4667592,30328,1567640,1380.997,1888.996,0,0
17-12 14:36:14,0.250,0.250,98.998,0,0,1145624,4667592,30328,1567640,1338.970,1846.959,0,0
17-12 14:36:15,0.750,0.250,98.500,0,0,1145624,4667592,30328,1567640,1095.003,2256.006,0,4.000
17-12 14:36:16,1.000,0,98.004,0,0,1145624,4667592,30328,1567640,2883.107,1913.071,0,0
17-12 14:36:17,0.500,1.000,99.003,0,0,1145848,4667368,30336,1567632,1339.044,1847.060,0,24.001
17-12 14:36:18,1.000,0,98.226,0,0,1145840,4667368,30336,1567640,1136.726,2305.444,0,0
17-12 14:36:19,0.500,0.500,98.503,0,0,1145840,4667368,30336,1567640,1459.047,1901.061,0,0
17-12 14:36:20,1.250,0,99.010,0,0,1145840,4667368,30336,1567640,1339.138,1847.190,0,24.002
17-12 14:36:21,0,0,98.502,0,0,1145872,4667368,30336,1567640,1155.027,2318.054,0,4.000
17-12 14:36:22,0.500,0.250,98.239,0,0,1145868,4667368,30336,1567644,1398.850,1892.797,0,0
17-12 14:36:23,1.000,0,98.765,0,0,1145860,4667368,30344,1567644,1441.222,1935.298,0,20.003
17-12 14:36:24,0.750,0.250,98.467,0,0,1145860,4667368,30344,1567644,1094.638,2263.252,0,0
17-12 14:36:25,1.500,0.750,98.268,0,0,1145860,4667368,30344,1567644,2883.542,1913.360,0,0
17-12 14:36:26,0.250,0,98.511,0,0,1145856,4667368,30344,1567648,1953.224,2659.305,0,24.003
17-12 14:36:27,0.750,0,98.732,0,0,1146360,4666864,30344,1567648,1094.805,2255.599,0,7.999
17-12 14:36:28,1.250,0,98.020,0,0,1146352,4666864,30352,1567648,1515.302,1997.399,0,32.006
17-12 14:36:29,0.750,0.500,98.242,0,0,1146352,4666864,30352,1567648,1398.884,1846.847,0,0
17-12 14:36:30,1.000,0,98.998,0,0,1146352,4666864,30352,1567648,1094.973,2263.945,0,4.000
17-12 14:36:31,0.997,0.249,97.946,0,0,1146352,4666864,30352,1567648,1334.860,2303.855,0,43.864
17-12 14:36:32,1.254,0,98.562,0,0,1146352,4666864,30352,1567648,1343.258,1852.874,0,0
17-12 14:36:33,0.250,0.250,98.751,0.250,0,1146344,4666864,30360,1567648,1197.009,2360.017,0,28.000
17-12 14:36:34,0.499,0.250,98.575,0,0,1146344,4666864,30360,1567648,1336.627,1835.741,0,0
17-12 14:36:35,0.751,0,98.660,0,0,1146344,4666864,30360,1567648,1341.178,1841.992,0,0
17-12 14:36:36,0.500,0,98.745,0,0,1146344,4666864,30360,1567648,1160.936,2395.868,0,19.999
17-12 14:36:37,1.750,0.500,98.010,0,0,1146344,4666864,30360,1567648,2883.284,1905.188,0,0
17-12 14:36:38,0,0.500,98.761,0,0,1146344,4666864,30360,1567648,1505.169,1949.219,0,0
17-12 14:36:39,0.750,0,98.745,0,0,1146336,4666864,30368,1567648,1094.946,2263.889,0,27.999
17-12 14:36:40,0.500,0,98.252,0,0,1146336,4666864,30368,1567648,1339.024,1847.033,0,0
17-12 14:36:41,0.750,0,98.983,0,0,1146336,4666864,30368,1567648,1338.775,1846.689,0,0
17-12 14:36:42,0.250,0.500,98.516,0,0,1146336,4666864,30368,1567648,1095.180,2264.372,0,0
17-12 14:36:43,1.250,0.250,98.725,0,0,1146336,4666864,30368,1567648,1380.645,1888.515,0,0
17-12 14:36:44,0.750,0,98.518,0,0,1146336,4666864,30376,1567640,1339.250,1847.345,0,20.004
17-12 14:36:45,0.750,0.500,98.760,0,0,1146320,4666864,30384,1567648,1095.106,2264.219,0,4.000
17-12 14:36:46,1.000,0.250,98.254,0,0,1146320,4666864,30384,1567648,2883.104,1913.069,0,0
17-12 14:36:47,0.750,0,98.501,0,0,1146320,4666864,30384,1567648,2207.026,1847.022,0,0
17-12 14:36:48,0.750,0.250,98.486,0,0,1146320,4666864,30384,1567648,1256.819,2359.659,0,0
17-12 14:36:49,2.000,0.500,97.247,0,0,1146320,4666864,30384,1567648,1398.963,1900.950,0,0
17-12 14:36:50,1.000,0.250,97.723,0,0,1146304,4666864,30396,1567648,1338.634,1846.496,0,55.985
17-12 14:36:51,0.750,0.250,98.768,0,0,1146304,4666864,30396,1567648,1095.195,2264.403,0,24.004
17-12 14:36:52,1.750,0.250,97.263,0,0,1146528,4666640,30396,1567648,1339.181,1847.250,0,0
17-12 14:36:53,0.500,0.250,98.955,0,0,1146528,4666640,30396,1567648,1380.379,1888.151,0,0
17-12 14:36:54,0.750,0,99.038,0,0,1146528,4666640,30396,1567648,1095.421,2256.867,0,0
17-12 14:36:55,1.000,0.500,98.257,0,0,1146528,4666640,30396,1567648,2883.193,1913.128,0,0
17-12 14:36:56,0.999,0.499,98.396,0.250,0,1146520,4666640,30404,1567648,1950.932,2656.185,0,51.945
17-12 14:36:57,0.250,0,98.864,0,0,1146520,4666640,30404,1567648,1096.260,2266.604,0,4.005
17-12 14:36:58,0.500,0,98.750,0,0,1146520,4666640,30404,1567648,1381.004,1881.005,0,0
17-12 14:36:59,1.000,0,98.724,0,0,1146520,4666640,30404,1567648,2165.424,2653.294,0,0
17-12 14:37:00,0.750,0.750,98.774,0,0,1146520,4666640,30404,1567648,1095.263,2826.679,0,0
17-12 14:37:01,1.750,0,96.741,0,0,1146520,4666640,30404,1567648,1338.871,1846.822,0,4.000
17-12 14:37:02,1.000,0.250,98.485,0,0,1146496,4666640,30412,1567648,1398.784,1900.707,0,35.994
17-12 14:37:03,0.500,0,99.029,0,0,1146464,4666640,30412,1567680,1137.331,2306.671,0,60.017
17-12 14:37:04,1.000,0.250,98.252,0,0,1146464,4666640,30412,1567680,1519.030,3037.060,0,0
17-12 14:37:05,1.000,0.500,98.485,0,0,1146464,4666640,30412,1567680,1338.802,1846.727,0,0
17-12 14:37:06,0.750,0,98.759,0,0,1146464,4666640,30412,1567680,14448.358,6417.603,0,0
17-12 14:37:07,1.000,0.250,97.754,0,0,1146704,4666388,30420,1567684,2883.114,1987.079,0,76.003
17-12 14:37:08,0.500,0.250,98.985,0,0,1146704,4666388,30420,1567684,1440.780,2016.692,0,35.995
17-12 14:37:09,1.000,0.250,99.003,0,0,1146704,4666388,30420,1567684,1095.032,2330.069,0,4.000
17-12 14:37:10,0.250,0.750,98.013,0,0,1146704,4666388,30420,1567684,1340.184,1921.264,0,0
17-12 14:37:11,1.250,0,98.488,0,0,1146704,4666388,30420,1567684,1459.829,1974.769,0,7.999
17-12 14:37:12,1.000,0,98.757,0,0,1146700,4666388,30420,1567688,1096.077,2338.165,0,4.000
17-12 14:37:13,0.750,0.250,98.001,0.250,0,1146692,4666388,30428,1567688,1527.008,2144.012,0,36.000
17-12 14:37:14,0.750,0.250,98.748,0,0,1146692,4666388,30428,1567688,1441.969,1962.958,0,0
17-12 14:37:15,0.250,0,98.961,0,0,1146692,4666388,30428,1567688,1095.564,2337.069,0,7.997
17-12 14:37:16,0.750,0.750,98.537,0,0,1146692,4666388,30428,1567688,2885.091,1905.720,0,0
17-12 14:37:17,0.750,0,98.755,0,0,1146692,4666388,30428,1567688,1414.076,1975.107,0,0
17-12 14:37:18,1.000,0.250,99.001,0,0,1146684,4666388,30436,1567688,1096.013,2412.030,0,36.000
17-12 14:37:19,0.250,0.250,98.491,0,0,1146684,4666388,30436,1567688,1339.884,1920.833,0,4.000
17-12 14:37:20,0.250,0.250,98.688,0,0,1146684,4666388,30436,1567688,1381.126,1953.764,0,0
17-12 14:37:21,1.251,0.500,98.303,0,0,1146684,4666388,30436,1567688,10402.646,6792.687,0,4.002
17-12 14:37:22,1.000,0,98.508,0,0,1146684,4666388,30436,1567688,1400.117,1901.159,0,20.002
17-12 14:37:23,0,0.250,99.001,0,0,1146684,4666388,30436,1567688,1230.013,1604.017,0,0
17-12 14:37:24,1.000,0.250,98.250,0,0,1146676,4666388,30444,1567688,1095.998,2255.996,0,52.000
17-12 14:37:25,1.000,0.250,98.498,0,0,1146676,4666388,30444,1567688,2985.939,2008.959,0,0
17-12 14:37:26,0.750,0.250,98.258,0,0,1146676,4666388,30444,1567688,1955.152,2659.206,0,4.000
17-12 14:37:27,0.750,0,98.479,0,0,1146676,4666388,30444,1567688,1095.772,2263.528,0,27.994
17-12 14:37:28,10.500,1.000,88.752,0,0,1148440,4664624,30444,1567688,1400.024,1901.032,0,0
17-12 14:37:29,1.500,0,98.016,0,0,1148440,4664624,30444,1567688,1400.232,2319.385,0,0
17-12 14:37:30,0.750,0.500,97.992,0,0,1148432,4664624,30452,1567688,1137.905,2305.807,0,27.998
17-12 14:37:31,1.000,0,98.495,0,0,1148432,4664624,30452,1567688,1399.930,1900.904,0,0
17-12 14:37:32,0.500,0,98.760,0,0,1148432,4664624,30452,1567688,1340.134,1847.184,0,8.001
17-12 14:37:33,1.500,0.250,97.997,0,0,1148432,4664624,30452,1567688,1095.968,2263.935,0,8.000
17-12 14:37:34,0.500,0.250,98.487,0,0,1148432,4664624,30452,1567688,1339.827,1846.762,0,0
17-12 14:37:35,0.750,0.500,98.768,0,0,1148432,4664624,30452,1567688,1383.254,1881.346,0,0
17-12 14:37:36,0.500,0.250,98.744,0,0,1148424,4664624,30460,1567688,1222.930,2450.860,0,35.998
17-12 14:37:37,1.000,0.500,98.218,0,0,1148424,4664624,30460,1567688,2884.057,1905.377,0,0
17-12 14:37:38,0.250,0,98.768,0,0,1148424,4664624,30460,1567688,1341.248,1848.342,0,84.016
17-12 14:37:39,0.500,0,98.772,0,0,1148424,4664624,30460,1567688,1097.249,2257.513,0,4.001
17-12 14:37:40,1.000,0,98.455,0,0,1148424,4664624,30460,1567688,1442.336,1943.106,0,0
17-12 14:37:41,0.500,0.250,99.010,0,0,1148424,4664624,30460,1567688,1341.129,1848.177,0,0
17-12 14:37:42,0.750,0.500,98.534,0.250,0,1148416,4664624,30468,1567688,1097.382,2265.788,0,24.008
17-12 14:37:43,0.500,0,98.497,0,0,1148416,4664624,30468,1567688,1340.960,1847.945,0,0
17-12 14:37:44,1.000,0.250,99.242,0,0,1148416,4664624,30468,1567688,1406.881,1893.840,0,0
17-12 14:37:45,0.750,0,98.766,0,0,1148416,4664624,30468,1567688,1157.187,2319.375,0,4.001
17-12 14:37:46,0.500,0.250,98.488,0,0,1148416,4664624,30468,1567688,2926.656,1955.770,0,0
17-12 14:37:47,0.750,0,98.745,0,0,1148416,4664624,30468,1567688,2208.888,1839.906,0,4.000
17-12 14:37:48,1.000,0,98.254,0,0,1148404,4664624,30476,1567692,1283.050,5799.225,0,28.001
17-12 14:37:49,1.750,0.500,98.255,0,0,1148400,4664624,30476,1567696,1341.064,1902.091,0,0
17-12 14:37:50,0.750,0,98.010,0,0,1148400,4664624,30476,1567696,1341.132,1848.182,0,0
17-12 14:37:51,0.500,0,98.978,0,0,1148400,4664624,30476,1567696,1138.750,2306.493,0,3.999
17-12 14:37:52,0.750,0.250,98.517,0,0,1148400,4664624,30476,1567696,1341.235,1840.323,0,0
17-12 14:37:53,0.250,0.250,98.739,0,0,1148400,4664624,30476,1567696,1340.849,1847.791,0,19.998
17-12 14:37:54,1.000,0,98.743,0,0,1148392,4664624,30484,1567696,1156.920,2310.840,0,31.998
17-12 14:37:55,1.500,0.250,97.738,0,0,1148392,4664624,30484,1567696,2884.651,1913.768,0,0
17-12 14:37:56,0.500,0.250,98.516,0,0,1148392,4664624,30484,1567696,2916.472,3599.583,0,0
17-12 14:37:57,0.500,0.500,99.018,0,0,1148368,4664624,30488,1567700,1187.217,2355.431,0,8.001
17-12 14:37:58,1.000,0.250,98.468,0,0,1148368,4664624,30488,1567700,993.681,1727.445,0,19.994
17-12 14:37:59,0.250,0.500,98.523,0,0,1148356,4664624,30500,1567700,1134.268,1749.414,0,56.013
17-12 14:38:00,0.500,0,98.750,0,0,1148356,4664624,30500,1567700,1367.004,2535.007,0,0
17-12 14:38:01,0.500,0.500,98.732,0,0,1148356,4664624,30500,1567700,1383.750,1979.643,0,0
17-12 14:38:02,0.750,0.250,98.256,0,0,1148356,4664624,30500,1567700,1432.090,1930.121,0,4.000
17-12 14:38:03,0.500,0,99.000,0,0,1148324,4664624,30500,1567732,1187.000,2354.999,0,0
17-12 14:38:04,0.500,0.250,98.760,0,0,1148324,4664624,30500,1567732,1348.143,2154.228,0,4.000
17-12 14:38:05,0.750,0.250,98.740,0,0,1148316,4664624,30508,1567732,1401.865,2839.726,0,27.997
17-12 14:38:06,0.750,0.500,99.004,0,0,1148316,4664624,30508,1567732,1287.058,2457.110,0,0
17-12 14:38:07,0.750,0,98.520,0,0,1148316,4664624,30508,1567732,2928.583,1956.389,0,4.001
17-12 14:38:08,0.250,0,98.736,0,0,1148316,4664624,30508,1567732,1401.800,1901.729,0,63.991
17-12 14:38:09,0.500,0.250,98.725,0,0,1148316,4664624,30508,1567732,1096.725,2256.435,0,0
17-12 14:38:10,0.750,0.250,98.536,0,0,1148308,4664624,30516,1567732,1342.497,1840.681,0,44.016
17-12 14:38:11,0.750,0,98.716,0,0,1148308,4664624,30516,1567732,1341.540,1847.366,0,0
17-12 14:38:12,0.500,0.500,98.763,0,0,1148308,4664624,30516,1567732,1351.183,2427.328,0,0
17-12 14:38:13,0.500,0,98.514,0,0,1148308,4664624,30516,1567732,1474.206,1980.276,0,60.008
17-12 14:38:14,1.000,0,98.998,0,0,1148308,4664624,30516,1567732,1461.971,1901.963,0,8.000
17-12 14:38:15,0.500,0,98.989,0,0,1148308,4664624,30516,1567732,1096.877,2264.746,0,0
17-12 14:38:16,0.500,1.000,98.267,0,0,1148300,4664624,30524,1567732,2886.506,1906.334,0,16.003
17-12 14:38:17,0.750,0,98.998,0,0,1148300,4664624,30524,1567732,1341.978,1847.969,0,0
17-12 14:38:18,0.250,0,98.755,0,0,1148300,4664624,30524,1567732,1097.055,2265.114,0,0
17-12 14:38:19,0.750,0.500,98.469,0,0,1148300,4664624,30524,1567732,1317.580,1774.434,0,0
17-12 14:38:20,0.250,0,99.265,0,0,1148300,4664624,30524,1567732,1408.214,1955.297,0,4.001
17-12 14:38:21,0.750,0.250,98.760,0,0,1148292,4664624,30532,1567732,1097.111,2257.229,0,28.003
17-12 14:38:22,0.500,0.250,97.998,0,0,1148292,4664624,30532,1567732,989.979,1740.963,0,0
17-12 14:38:23,1.000,0.250,98.724,0,0,1148292,4664624,30532,1567732,1693.551,1946.484,0,19.995
17-12 14:38:24,0.750,0,99.030,0,0,1148292,4664624,30532,1567732,1097.337,2265.697,0,0
17-12 14:38:25,0.500,0,98.696,0,0,1148292,4664624,30532,1567732,1105.395,1835.995,0,0
17-12 14:38:26,1.000,0.250,98.294,0.250,0,1148284,4664624,30540,1567732,3854.716,2826.258,0,24.011
17-12 14:38:27,0.500,0,98.757,0,0,1148284,4664624,30540,1567732,1157.082,2881.204,0,0
17-12 14:38:28,0.999,0.500,98.684,0,0,1148284,4664624,30540,1567732,989.337,1739.834,0,23.984
17-12 14:38:29,0.500,0,99.067,0,0,1148284,4664624,30540,1567732,1695.146,1956.323,0,0
17-12 14:38:30,0.500,0.250,98.997,0,0,1148284,4664624,30540,1567732,1138.963,2306.925,0,0
17-12 14:38:31,1.000,0,98.490,0,0,1148284,4664624,30548,1567724,1589.834,2002.791,0,23.997
17-12 14:38:32,2.500,0.500,96.493,0,0,1148272,4664624,30548,1567736,1693.875,1954.855,0,4.000
17-12 14:38:33,0.500,0,99.018,0,0,1148272,4664624,30548,1567736,1637.295,2535.456,0,0
17-12 14:38:34,0.749,0,98.616,0,0,1148272,4664624,30548,1567736,1108.495,1792.566,0,0
17-12 14:38:35,0.751,0.250,98.608,0,0,1148272,4664624,30548,1567736,1737.901,1999.187,0,0
17-12 14:38:36,1.500,0.500,98.272,0,0,1148272,4664624,30548,1567736,1403.311,2505.556,0,4.001
17-12 14:38:37,0.750,0.250,98.250,0,0,1148264,4664624,30556,1567736,1470.004,1957.005,0,44.000
17-12 14:38:38,1.250,0.500,97.220,0,0,1148504,4664384,30556,1567736,3716.868,2236.319,0,3.999
17-12 14:38:39,1.000,0.250,98.281,0,0,1148440,4664384,30556,1567736,1397.445,2427.774,0,20.006
17-12 14:38:40,0.500,0.500,98.759,0,0,1152220,4660604,30556,1567736,1032.094,1783.163,0,0
17-12 14:38:41,0.750,0.250,98.495,0,0,1152372,4660380,30556,1567804,2996.845,65746.599,67.996,0
17-12 14:38:42,0.750,0.250,98.503,0,0,1152368,4660380,30556,1567808,1397.041,2427.071,0,0
17-12 14:38:43,1.499,0.500,97.466,0,0,1152612,4660128,30564,1567808,989.650,1740.385,0,35.987
17-12 14:38:44,0.750,0,98.768,0,0,1152612,4660128,30564,1567808,2186.388,2183.388,0,16.003
17-12 14:38:45,0.250,0.500,98.766,0,0,1152612,4660128,30564,1567808,1439.239,2469.410,0,0
17-12 14:38:46,1.000,0,98.747,0,0,1152612,4660128,30564,1567808,1109.972,1794.954,0,0
17-12 14:38:47,1.000,0.500,98.254,0,0,1152608,4660128,30564,1567812,4466.166,2183.081,0,0
17-12 14:38:48,0.750,0,98.980,0,0,1152608,4660128,30564,1567812,1276.745,2372.526,0,15.997
17-12 14:38:49,0.500,0.250,98.515,0,0,1152596,4660128,30576,1567812,1176.176,1849.277,0,76.011
17-12 14:38:50,0.999,0,98.909,0,0,1152596,4660128,30576,1567812,2098.072,2163.012,0,3.996
17-12 14:38:51,0.500,0.500,98.582,0,0,1152596,4660128,30576,1567812,1458.215,2429.023,0,0
17-12 14:38:52,0.250,0.250,98.736,0,0,1152596,4660128,30576,1567812,1469.789,1956.720,0,0
17-12 14:38:53,0.500,0,98.778,0,0,1152596,4660128,30576,1567812,2234.639,2271.649,0,0
17-12 14:38:54,1.000,0.500,98.724,0,0,1152596,4660128,30576,1567812,1276.661,2318.384,0,75.980
17-12 14:38:55,0.250,0,99.031,0,0,1152588,4660128,30584,1567812,1032.319,1783.551,0,20.006
17-12 14:38:56,1.000,0,98.230,0,0,1152588,4660128,30584,1567812,4332.111,3512.279,0,3.999
17-12 14:38:57,0.500,0.250,99.019,0,0,1152588,4660128,30584,1567812,1517.296,2481.484,0,0
17-12 14:38:58,0.250,0.250,98.491,0,0,1152588,4660128,30584,1567812,989.912,1740.845,0,0
17-12 14:38:59,0.750,0.250,98.741,0,0,1152588,4660128,30584,1567812,2007.811,2198.793,0,19.998
17-12 14:39:00,0.250,0.250,99.007,0,0,1152588,4660128,30584,1567812,1565.118,2523.190,0,0
17-12 14:39:01,1.500,0,98.256,0,0,1152580,4660128,30592,1567812,2534.161,2907.184,0,24.002
17-12 14:39:02,0.500,0.750,98.505,0,0,1152820,4659888,30592,1567812,1934.089,2117.097,0,4.000
17-12 14:39:03,0.999,0,98.940,0,0,1152788,4659888,30592,1567844,1456.116,2425.527,0,0
17-12 14:39:04,0.500,0.500,98.556,0,0,1152788,4659888,30592,1567844,1290.729,1904.075,0,0
17-12 14:39:05,0.250,0,99.011,0,0,1152788,4659888,30592,1567844,2156.233,3413.369,0,0
17-12 14:39:06,0.500,0.250,98.492,0.250,0,1152780,4659888,30600,1567844,1762.849,2658.772,0,31.997
