"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu04",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fifo_new04.csv 1",,,,"Date:","15 Dec 2025 22:09:07 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
15-12 22:09:31,0.500,0.250,99.495,0,0,251792,6745460,29904,393212,1371.924,652.964,0,4.000
15-12 22:09:32,0.500,0,99.001,0,0,251784,6745460,29912,393212,138.001,2784.029,0,12.000
15-12 22:09:33,0.500,0.250,98.750,0,0,252008,6745236,29912,393212,576.001,1850.005,0,4.000
15-12 22:09:34,0,0,99.250,0.250,0,252000,6745236,29920,393212,287.999,613.998,0,32.000
15-12 22:09:35,0.500,0,99.502,0,0,252000,6745236,29920,393212,138.002,480.008,0,0
15-12 22:09:36,0,0.250,99.254,0,0,252000,6745236,29920,393212,60.002,338.013,0,0
15-12 22:09:37,0,0,99.496,0,0,252000,6745236,29920,393212,59.997,873.963,0,4.000
15-12 22:09:38,0.750,0,99.251,0,0,252000,6745236,29920,393212,102.001,388.004,0,28.000
15-12 22:09:39,0.500,0,99.004,0.250,0,251988,6745236,29928,393212,226.009,412.016,0,28.001
15-12 22:09:40,0,0.250,99.249,0,0,251988,6745236,29928,393212,119.999,925.994,0,0
15-12 22:09:41,0.250,0,99.255,0,0,251988,6745236,29928,393212,180.008,392.018,0,0
15-12 22:09:42,0,0.250,98.993,0,0,249212,6748012,29928,393212,257.982,537.962,0,0
15-12 22:09:43,0.250,0.250,99.004,0,0,249384,6747808,29928,393244,60.002,338.014,0,4.000
15-12 22:09:44,0.500,0.250,99.248,0,0,249384,6747808,29928,393244,101.998,387.993,0,0
15-12 22:09:45,0.250,0,99.253,0,0,249876,6747304,29936,393244,364.012,506.016,0,44.001
15-12 22:09:46,0.250,0,99.492,0,0,249876,6747304,29936,393244,125.990,399.968,0,4.000
15-12 22:09:47,0.750,0,99.241,0,0,249876,6747304,29936,393244,59.994,345.968,0,4.000
15-12 22:09:48,0,0,99.008,0,0,249876,6747304,29936,393244,1017.082,1250.101,0,0
15-12 22:09:49,0.250,0.250,99.250,0,0,249876,6747304,29936,393244,162.001,1056.005,0,4.000
15-12 22:09:50,0.250,0.250,99.504,0,0,249872,6747304,29936,393248,458.017,1664.061,0,0
15-12 22:09:51,0.500,0,99.233,0,0,249864,6747304,29944,393248,119.979,391.932,0,15.997
15-12 22:09:52,0.250,0.250,99.280,0,0,249864,6747304,29944,393248,120.036,346.105,0,0
15-12 22:09:53,0,0,99.250,0,0,249864,6747304,29944,393248,126.000,391.999,0,0
15-12 22:09:54,0.500,0.250,98.998,0,0,249864,6747304,29944,393248,101.998,379.994,0,0
15-12 22:09:55,0.250,0,99.497,0,0,249864,6747304,29944,393248,59.998,337.990,0,8.000
15-12 22:09:56,0.250,0.250,99.250,0,0,249864,6747304,29944,393248,60.000,346.001,0,0
15-12 22:09:57,0.250,0,98.997,0,0,249856,6747304,29952,393248,59.998,337.990,0,19.999
15-12 22:09:58,1.000,0.250,99.504,0,0,249856,6747304,29952,393248,60.002,346.013,0,0
15-12 22:09:59,0,0,99.238,0,0,249856,6747304,29952,393248,101.988,379.955,0,0
15-12 22:10:00,0.250,0,99.258,0,0,249856,6747304,29952,393248,60.005,338.029,0,0
15-12 22:10:01,0.250,0,99.246,0,0,249856,6747304,29952,393248,125.994,391.983,0,4.000
15-12 22:10:02,0.250,0.250,99.007,0,0,249856,6747304,29952,393248,60.005,346.026,0,0
15-12 22:10:03,0.250,0,99.502,0,0,249848,6747304,29960,393248,120.003,392.009,0,12.000
15-12 22:10:04,0.250,0,98.987,0,0,249848,6747304,29960,393248,161.979,441.943,0,3.999
15-12 22:10:05,0,0.250,99.259,0.250,0,249848,6747304,29960,393248,60.005,346.031,0,176.016
15-12 22:10:06,0.500,0.250,99.501,0,0,249848,6747304,29960,393248,60.001,882.009,0,0
15-12 22:10:07,0,0,98.991,0,0,249848,6747304,29960,393248,59.995,337.970,0,4.000
15-12 22:10:08,0.500,0,99.510,0,0,249840,6747304,29968,393248,120.013,400.042,0,16.002
15-12 22:10:09,0.250,0.250,99.243,0,0,249840,6747304,29968,393248,161.988,387.971,0,0
15-12 22:10:10,0.250,0,98.995,0,0,249840,6747304,29968,393248,331.984,465.978,0,39.998
15-12 22:10:11,0.250,0,99.261,0,0,249840,6747304,29968,393248,60.007,346.038,0,0
15-12 22:10:12,0.500,0,99.250,0,0,249840,6747304,29968,393248,120.000,391.999,0,0
15-12 22:10:13,0.250,0.500,98.497,0,0,253104,6744032,29968,393252,179.995,1013.970,0,39.999
15-12 22:10:14,0.500,0,99.744,0,0,253092,6744032,29980,393252,101.994,387.976,0,47.997
15-12 22:10:15,0.250,0.250,99.006,0,0,253092,6744032,29980,393252,60.003,346.020,0,0
15-12 22:10:16,0,0,99.499,0,0,253092,6744032,29980,393252,191.998,445.995,0,0
15-12 22:10:17,0.500,0,99.001,0,0,253092,6744032,29980,393252,60.000,338.002,0,0
15-12 22:10:18,0.250,0,99.251,0,0,253092,6744032,29980,393252,60.001,338.004,0,8.000
15-12 22:10:19,0,0.500,98.990,0,0,253084,6744032,29988,393252,101.990,387.963,0,35.997
15-12 22:10:20,0.500,0.250,99.754,0,0,253084,6744032,29988,393252,60.002,346.012,0,0
15-12 22:10:21,0.250,0,99.005,0,0,253084,6744032,29988,393252,60.003,338.018,0,0
15-12 22:10:22,0,0,99.246,0,0,253084,6744032,29988,393252,59.998,337.987,0,0
15-12 22:10:23,0.500,0,99.504,0,0,253084,6744032,29988,393252,60.003,338.015,0,0
15-12 22:10:24,0,0,99.249,0,0,253076,6744032,29996,393252,101.999,379.995,0,12.000
15-12 22:10:25,0.500,0,99.243,0,0,253076,6744032,29996,393252,59.996,345.976,0,4.000
15-12 22:10:26,0.250,0,99.257,0,0,253076,6744032,29996,393252,60.004,346.025,0,0
15-12 22:10:27,0.500,0,99.001,0,0,253076,6744032,29996,393252,120.001,392.003,0,0
15-12 22:10:28,0,0.250,99.492,0,0,253076,6744032,29996,393252,59.995,337.973,0,0
15-12 22:10:29,0.250,0,99.507,0,0,253076,6744032,29996,393252,102.007,380.027,0,0
15-12 22:10:30,0.500,0.250,98.998,0.250,0,253068,6744032,30004,393252,397.992,519.990,0,12.000
15-12 22:10:31,0,0,99.761,0,0,253068,6744032,30004,393252,60.007,346.039,0,4.000
15-12 22:10:32,0.500,0.250,98.995,0,0,253068,6744032,30004,393252,59.997,345.984,0,0
15-12 22:10:33,0.250,0.250,99.499,0,0,253068,6744032,30004,393252,59.999,337.996,0,0
15-12 22:10:34,0.250,0,99.003,0,0,253068,6744032,30004,393252,162.005,434.013,0,0
15-12 22:10:35,0,0,99.241,0,0,253060,6744032,30012,393252,59.994,971.910,0,15.999
15-12 22:10:36,0.250,0,99.506,0,0,253060,6744032,30012,393252,60.004,346.021,0,0
15-12 22:10:37,0.250,0.250,99.247,0,0,253060,6744032,30012,393252,59.998,337.990,0,4.000
15-12 22:10:38,0,0,98.983,0,0,253056,6744032,30012,393256,239.958,453.920,0,0
15-12 22:10:39,0.250,0,99.270,0,0,253056,6744032,30012,393256,102.021,380.078,0,0
15-12 22:10:40,0.500,0,99.498,0,0,253056,6744032,30012,393256,239.994,445.990,0,0
15-12 22:10:41,0.250,0.250,99.249,0,0,253048,6744032,30020,393256,60.000,337.998,0,16.000
15-12 22:10:42,0.250,0.250,99.249,0,0,253048,6744032,30020,393256,125.999,399.997,0,0
15-12 22:10:43,0,0.250,99.008,0,0,253016,6744032,30020,393288,60.005,338.029,0,8.001
15-12 22:10:44,0.500,0,99.237,0.250,0,253016,6744032,30020,393288,101.986,387.948,0,219.970
15-12 22:10:45,0,0,99.253,0,0,253016,6744032,30020,393288,60.002,346.012,0,0
15-12 22:10:46,0.500,0.250,99.249,0,0,253016,6744032,30020,393288,119.999,391.996,0,0
15-12 22:10:47,0.250,0,99.253,0,0,253004,6744032,30032,393288,60.002,338.009,0,48.001
15-12 22:10:48,0.250,0,99.247,0,0,253004,6744032,30032,393288,59.998,345.989,0,0
15-12 22:10:49,0,0,99.250,0,0,253004,6744032,30032,393288,1318.006,1412.007,0,4.000
15-12 22:10:50,0.750,0,99.253,0,0,253004,6744032,30032,393288,180.005,1536.045,0,0
15-12 22:10:51,0,0.250,99.251,0,0,253004,6744032,30032,393288,60.000,338.003,0,0
15-12 22:10:52,0,0,99.245,0,0,253004,6744032,30032,393288,59.997,337.985,0,0
15-12 22:10:53,0.750,0,99.255,0,0,252996,6744032,30040,393288,60.003,338.017,0,16.001
15-12 22:10:54,0.250,0,99.493,0,0,252996,6744032,30040,393288,101.993,387.972,0,0
15-12 22:10:55,0.250,0,99.249,0,0,252996,6744032,30040,393288,119.999,391.997,0,4.000
15-12 22:10:56,0,0,98.999,0,0,252996,6744032,30040,393288,60.000,345.997,0,0
15-12 22:10:57,0.250,0.500,99.255,0,0,252996,6744032,30040,393288,2496.124,1623.080,0,0
15-12 22:10:58,0.250,0,99.250,0,0,252996,6744032,30040,393288,120.000,391.999,0,0
15-12 22:10:59,0.750,0.250,99.502,0,0,252988,6744032,30048,393288,228.004,488.009,0,12.000
15-12 22:11:00,0,0.250,99.002,0,0,252988,6744032,30048,393288,60.001,346.006,0,0
15-12 22:11:01,0.250,0,98.990,0,0,252988,6744032,30048,393288,59.994,337.965,0,4.000
15-12 22:11:02,0.250,0,99.508,0,0,252988,6744032,30048,393288,194.015,454.034,0,0
15-12 22:11:03,0.250,0,99.004,0,0,252988,6744032,30048,393288,60.003,338.015,0,0
15-12 22:11:04,0.250,0.250,99.246,0,0,252988,6744032,30048,393288,101.996,915.962,0,0
15-12 22:11:05,0,0,99.249,0,0,252980,6744032,30056,393288,59.999,337.995,0,12.000
15-12 22:11:06,0,0,99.501,0,0,252980,6744032,30056,393288,60.001,346.005,0,4.000
15-12 22:11:07,0.500,0.250,99.000,0,0,252980,6744032,30056,393288,60.000,346.000,0,4.000
15-12 22:11:08,0.250,0,99.497,0,0,252980,6744032,30056,393288,397.989,527.985,0,0
15-12 22:11:09,0.750,0,99.254,0,0,252980,6744032,30056,393288,102.004,380.016,0,0
15-12 22:11:10,0,0.250,99.248,0,0,252980,6744032,30056,393288,59.999,337.992,0,0
15-12 22:11:11,0.250,0,99.245,0,0,252972,6744032,30064,393288,59.997,337.984,0,15.999
15-12 22:11:12,0.750,0.250,99.254,0,0,252972,6744032,30064,393288,60.002,346.013,0,0
15-12 22:11:13,0,0,99.007,0,0,252972,6744032,30064,393288,184.013,398.029,0,4.000
15-12 22:11:14,0.250,0.250,99.493,0,0,252972,6744032,30064,393288,101.992,387.971,0,0
15-12 22:11:15,0.250,0,99.505,0,0,252972,6744032,30064,393288,60.003,338.017,0,4.000
15-12 22:11:16,0.500,0,99.245,0,0,252972,6744032,30064,393288,59.997,345.984,0,0
15-12 22:11:17,0,0,99.000,0,0,252964,6744032,30072,393288,126.001,392.002,0,52.000
15-12 22:11:18,0.250,0,99.499,0,0,252964,6744032,30072,393288,239.998,453.995,0,0
15-12 22:11:19,0.250,0,99.501,0,0,252964,6744032,30072,393288,102.001,380.004,0,4.000
15-12 22:11:20,0.500,0.250,98.999,0,0,252964,6744032,30072,393288,59.999,345.997,0,4.000
15-12 22:11:21,0.250,0,99.500,0,0,252964,6744032,30072,393288,60.000,346.002,0,0
15-12 22:11:22,0,0,99.250,0,0,252964,6744032,30072,393288,134.000,392.001,0,0
15-12 22:11:23,0.500,0,99.003,0,0,252956,6744032,30080,393288,120.004,392.011,0,12.000
15-12 22:11:24,0.250,0,99.246,0,0,252956,6744032,30080,393288,361.986,515.980,0,0
15-12 22:11:25,0.250,0,99.254,0,0,252956,6744032,30080,393288,60.002,338.012,0,4.000
15-12 22:11:26,0.250,0,99.748,0,0,252956,6744032,30080,393288,119.998,399.992,0,0
15-12 22:11:27,0,0.250,99.247,0,0,252952,6744032,30080,393292,319.992,465.988,0,0
15-12 22:11:28,0.250,0.250,99.255,0,0,252952,6744032,30080,393292,60.003,338.016,0,0
15-12 22:11:29,0.250,0,99.245,0,0,252944,6744032,30088,393292,101.995,379.982,0,11.999
15-12 22:11:30,0.500,0,99.252,0,0,252944,6744032,30088,393292,60.001,346.006,0,0
15-12 22:11:31,0.250,0.250,99.503,0,0,252944,6744032,30088,393292,60.002,338.011,0,8.000
15-12 22:11:32,0,0.250,99.002,0,0,252944,6744032,30088,393292,60.001,346.008,0,0
15-12 22:11:33,0.500,0,99.001,0,0,252944,6744032,30088,393292,60.001,874.009,0,0
15-12 22:11:34,0.250,0,99.993,0,0,252944,6744032,30088,393292,101.993,379.972,0,0
15-12 22:11:35,0.500,0,99.003,0,0,252936,6744032,30096,393292,60.002,338.011,0,20.001
15-12 22:11:36,0,0.250,99.252,0,0,252936,6744032,30096,393292,120.003,400.009,0,0
15-12 22:11:37,0,0,99.249,0,0,252936,6744032,30096,393292,59.999,337.997,0,8.000
15-12 22:11:38,0.250,0,99.250,0,0,252936,6744032,30096,393292,134.000,400.000,0,0
15-12 22:11:39,0.250,0.250,99.506,0,0,252936,6744032,30096,393292,102.006,380.022,0,0
15-12 22:11:40,0.500,0.250,99.234,0,0,252936,6744032,30096,393292,59.990,337.945,0,0
15-12 22:11:41,0.500,0,99.262,0,0,252928,6744032,30104,393292,60.007,338.040,0,20.002
15-12 22:11:42,0.500,0.250,98.743,0,0,252928,6744032,30104,393292,11458.131,3109.764,0,0
15-12 22:11:43,0.750,0,98.758,0,0,252892,6744032,30104,393328,90.008,392.033,0,4.000
15-12 22:11:44,0.250,0,99.246,0,0,252892,6744032,30104,393328,101.996,387.986,0,0
15-12 22:11:45,0,0,99.251,0,0,252892,6744032,30104,393328,60.001,338.003,0,0
15-12 22:11:46,0.500,0,99.494,0,0,252892,6744032,30104,393328,397.975,519.967,0,0
15-12 22:11:47,0,0.500,99.253,0,0,252884,6744032,30112,393328,60.002,338.009,0,36.001
15-12 22:11:48,0.500,0,99.003,0,0,252884,6744032,30112,393328,60.002,346.010,0,0
15-12 22:11:49,0,0,99.251,0,0,252884,6744032,30112,393328,102.001,380.004,0,4.000
15-12 22:11:50,0.500,0,99.251,0,0,252884,6744032,30112,393328,120.001,1482.008,0,0
15-12 22:11:51,0.500,0.250,99.250,0,0,252884,6744032,30112,393328,60.000,337.999,0,0
15-12 22:11:52,0.250,0,99.497,0,0,252884,6744032,30112,393328,59.998,337.988,0,4.000
15-12 22:11:53,0.250,0,99.006,0,0,252872,6744032,30120,393332,875.055,1153.073,0,44.003
15-12 22:11:54,0,0.500,99.244,0,0,252872,6744032,30120,393332,161.989,441.971,0,0
15-12 22:11:55,0.500,0.250,99.002,0,0,252872,6744032,30120,393332,360.006,2318.036,0,4.000
15-12 22:11:56,0,0,99.752,0,0,252872,6744032,30120,393332,60.001,346.006,0,0
15-12 22:11:57,0.500,0,99.253,0,0,252872,6744032,30120,393332,60.002,338.009,0,0
15-12 22:11:58,0,0,98.992,0.250,0,252872,6744032,30128,393324,183.985,397.968,0,19.998
15-12 22:11:59,0.250,0,99.007,0,0,252864,6744032,30128,393332,102.007,388.027,0,0
15-12 22:12:00,0.500,0.250,99.493,0,0,252864,6744032,30128,393332,119.992,391.974,0,0
15-12 22:12:01,0.250,0,99.254,0,0,252864,6744032,30128,393332,60.003,338.015,0,4.000
15-12 22:12:02,0,0,99.499,0,0,252864,6744032,30128,393332,60.000,881.995,0,0
15-12 22:12:03,0.750,0,99.254,0,0,252864,6744032,30128,393332,60.002,338.014,0,0
15-12 22:12:04,0,0.250,99.241,0,0,252856,6744032,30136,393332,101.991,379.966,0,11.999
15-12 22:12:05,0.250,0,99.259,0,0,252856,6744032,30136,393332,134.012,420.039,0,0
15-12 22:12:06,0.500,0.250,98.744,0,0,252856,6744032,30136,393332,1555.898,3092.798,0,0
15-12 22:12:07,0.750,0,99.002,0,0,252856,6744032,30136,393332,684.016,726.017,0,4.000
15-12 22:12:08,0.250,0.500,98.994,0,0,252856,6744032,30136,393332,225.986,411.974,0,0
15-12 22:12:09,0,0.250,99.262,0,0,252856,6744032,30136,393332,102.012,380.045,0,4.000
15-12 22:12:10,0.500,0,98.997,0,0,252848,6744032,30144,393332,59.998,479.984,0,35.999
15-12 22:12:11,0.500,0.500,99.250,0,0,245000,6751880,30144,393332,126.000,478.001,0,4.000
15-12 22:12:12,0.250,0,99.250,0,0,245000,6751880,30144,393332,126.000,346.001,0,180.001
15-12 22:12:13,0.250,0,98.998,0,0,245000,6751880,30144,393332,59.999,345.993,0,51.999
15-12 22:12:14,0.500,0,99.247,0,0,245000,6751880,30144,393332,101.997,387.990,0,0
15-12 22:12:15,0,0,99.007,0,0,245000,6751880,30156,393320,60.004,338.024,0,76.005
15-12 22:12:16,0.250,0.500,99.739,0,0,245236,6751628,30156,393336,59.993,345.961,0,4.000
15-12 22:12:17,0.500,0,98.501,0,0,245460,6751404,30156,393336,5590.071,1935.025,0,0
15-12 22:12:18,0.250,0,99.760,0,0,245460,6751404,30156,393336,180.018,446.045,0,0
15-12 22:12:19,0.500,0,99.238,0,0,245460,6751404,30156,393336,101.987,379.953,0,7.999
15-12 22:12:20,0.250,0,99.008,0,0,245460,6751404,30156,393336,60.005,346.028,0,0
15-12 22:12:21,0,0,99.500,0,0,245452,6751404,30164,393336,60.000,338.000,0,36.000
15-12 22:12:22,0.500,0,99.244,0,0,245452,6751404,30164,393336,59.997,345.980,0,0
15-12 22:12:23,0,0.250,99.258,0,0,245452,6751404,30164,393336,60.005,338.027,0,4.000
15-12 22:12:24,0.500,0,99.248,0,0,245452,6751404,30164,393336,415.990,515.987,0,0
15-12 22:12:25,0.250,0.250,99.749,0,0,245452,6751404,30164,393336,125.998,391.994,0,4.000
15-12 22:12:26,0,0,99.001,0,0,245452,6751404,30164,393336,60.000,346.002,0,0
15-12 22:12:27,0,0.250,99.242,0,0,245696,6751152,30172,393336,59.995,337.971,0,11.999
15-12 22:12:28,0.250,0,99.255,0,0,245696,6751152,30172,393336,60.003,346.016,0,0
15-12 22:12:29,0.250,0,99.499,0,0,245696,6751152,30172,393336,101.999,379.997,0,79.999
15-12 22:12:30,0,0,99.252,0,0,245696,6751152,30172,393336,60.001,346.007,0,0
15-12 22:12:31,0.250,0,99.004,0,0,245696,6751152,30172,393336,60.003,874.037,0,4.000
15-12 22:12:32,0.750,0,99.500,0.250,0,245688,6751152,30180,393336,60.000,346.001,0,12.000
15-12 22:12:33,0,0,99.496,0,0,245688,6751152,30180,393336,59.998,345.988,0,0
15-12 22:12:34,0,0,99.250,0,0,245688,6751152,30180,393336,60.000,338.001,0,0
15-12 22:12:35,0,0.250,99.251,0,0,245688,6751152,30180,393336,102.001,380.005,0,0
15-12 22:12:36,0.500,0,99.250,0,0,245688,6751152,30180,393336,60.000,338.000,0,0
15-12 22:12:37,0.250,0,98.992,0,0,245680,6751152,30188,393336,267.977,499.958,0,15.999
15-12 22:12:38,0.500,0,99.259,0,0,245680,6751152,30188,393336,60.005,346.031,0,4.000
15-12 22:12:39,0.250,0.250,99.250,0,0,245680,6751152,30188,393336,60.000,345.999,0,0
15-12 22:12:40,0.250,0.250,99.745,0,0,245680,6751152,30188,393336,161.992,433.979,0,4.000
15-12 22:12:41,0.250,0,99.255,0,0,245680,6751152,30188,393336,60.003,346.016,0,0
15-12 22:12:42,0.750,0,99.001,0,0,245672,6751152,30196,393336,258.003,452.006,0,16.000
15-12 22:12:43,0.250,0.500,98.751,0,0,245892,6750900,30196,393368,200.002,529.007,0,4.000
15-12 22:12:44,0.500,0.250,99.241,0,0,246144,6750648,30196,393368,1543.855,3057.714,0,35.997
15-12 22:12:45,0,0,99.257,0,0,246144,6750648,30196,393368,184.014,454.034,0,0
15-12 22:12:46,0.250,0,98.995,0,0,246144,6750648,30196,393368,59.997,337.982,0,0
15-12 22:12:47,0.250,0,99.255,0,0,246144,6750648,30196,393368,510.023,738.033,0,0
15-12 22:12:48,0.250,0,99.499,0,0,246128,6750648,30208,393368,59.999,337.995,0,47.999
15-12 22:12:49,0.500,0.250,99.251,0,0,246128,6750648,30208,393368,60.000,346.002,0,0
15-12 22:12:50,0.250,0.500,99.000,0,0,242292,6754484,30208,393368,1108.005,2523.011,0,0
15-12 22:12:51,0.250,0,99.245,0,0,242292,6754484,30208,393368,125.993,337.982,0,0
15-12 22:12:52,0,0,98.985,0,0,242292,6754484,30208,393368,119.378,980.893,0,175.088
15-12 22:12:53,0.251,0.251,99.526,0,0,242292,6754484,30216,393360,60.319,347.838,0,36.191
15-12 22:12:54,0.500,0,99.256,0,0,242284,6754484,30216,393368,60.004,346.022,0,0
15-12 22:12:55,0.500,0,99.001,0,0,242284,6754484,30216,393368,162.001,434.003,0,0
15-12 22:12:56,0,0,99.746,0,0,242284,6754484,30216,393368,59.998,337.986,0,0
15-12 22:12:57,0,0,99.001,0,0,242284,6754484,30216,393368,120.001,392.004,0,0
15-12 22:12:58,0.500,0.250,99.501,0,0,242284,6754484,30216,393368,60.001,338.004,0,0
15-12 22:12:59,0.500,0,99.254,0,0,242276,6754484,30224,393368,60.002,428.016,0,12.000
15-12 22:13:00,0,0,99.242,0,0,242276,6754484,30224,393368,167.986,1021.914,0,0
15-12 22:13:01,0.250,0,99.255,0,0,242276,6754484,30224,393368,60.003,338.017,0,0
15-12 22:13:02,0.250,0.250,99.246,0,0,242276,6754484,30224,393368,457.980,573.975,0,0
15-12 22:13:03,0,0,99.254,0,0,242276,6754484,30224,393368,120.004,338.012,0,0
15-12 22:13:04,0,0.250,99.501,0,0,242276,6754484,30224,393368,60.000,338.002,0,0
15-12 22:13:05,0.750,0.250,98.992,0.250,0,242264,6754484,30232,393372,101.992,379.971,0,11.999
15-12 22:13:06,0.250,0,99.499,0,0,242264,6754484,30232,393372,60.000,345.998,0,0
15-12 22:13:07,0,0,99.508,0,0,242264,6754484,30232,393372,120.010,392.032,0,0
15-12 22:13:08,0,0,98.997,0,0,242264,6754484,30232,393372,59.998,337.991,0,0
15-12 22:13:09,0.500,0,99.498,0,0,242264,6754484,30232,393372,59.999,337.992,0,0
15-12 22:13:10,0.250,0,99.257,0,0,242264,6754484,30232,393372,60.004,338.025,0,0
15-12 22:13:11,0.750,0.500,99.249,0,0,242256,6754484,30240,393372,101.999,379.996,0,16.000
15-12 22:13:12,0,0,99.249,0,0,242256,6754484,30240,393372,119.999,399.996,0,36.000
15-12 22:13:13,0.500,0,99.234,0,0,242256,6754484,30240,393372,119.981,345.944,0,0
15-12 22:13:14,0.250,0.250,99.271,0,0,242256,6754484,30240,393372,60.013,338.071,0,8.002
15-12 22:13:15,0.250,0.250,98.999,0,0,242256,6754484,30240,393372,60.000,345.997,0,0
15-12 22:13:16,0.250,0,99.499,0,0,242256,6754484,30240,393372,119.999,391.997,0,0
15-12 22:13:17,0,0,99.250,0,0,242248,6754484,30248,393372,282.001,434.001,0,24.000
15-12 22:13:18,0.500,0.250,99.247,0,0,242248,6754484,30248,393372,59.998,345.989,0,4.000
15-12 22:13:19,0.250,0,99.000,0,0,242248,6754484,30248,393372,60.000,345.999,0,0
15-12 22:13:20,0,0,99.743,0,0,242248,6754484,30248,393372,397.974,519.966,0,0
15-12 22:13:21,0.750,0.250,99.252,0,0,242248,6754484,30248,393372,134.003,392.010,0,4.000
15-12 22:13:22,0,0.250,99.249,0,0,242248,6754484,30248,393372,101.999,387.996,0,0
15-12 22:13:23,0.250,0.250,99.254,0,0,242240,6754484,30256,393372,60.003,338.015,0,12.001
15-12 22:13:24,0,0,99.001,0,0,242240,6754484,30256,393372,60.001,346.004,0,0
15-12 22:13:25,0.500,0,99.496,0,0,242240,6754484,30256,393372,119.995,391.983,0,0
15-12 22:13:26,0.250,0,99.498,0,0,242240,6754484,30256,393372,243.995,451.990,0,0
15-12 22:13:27,0,0,99.253,0,0,242240,6754484,30256,393372,162.005,380.012,0,0
15-12 22:13:28,0.500,0,99.245,0,0,242240,6754484,30256,393372,125.994,391.981,0,0
15-12 22:13:29,0,0,99.253,0.250,0,242232,6754484,30264,393372,60.002,972.030,0,16.000
15-12 22:13:30,0.250,0,99.249,0,0,242232,6754484,30264,393372,179.998,399.995,0,0
15-12 22:13:31,0.250,0,99.751,0,0,242232,6754484,30264,393372,60.001,338.004,0,0
15-12 22:13:32,0.250,0.250,99.003,0,0,242232,6754484,30264,393372,102.003,380.010,0,0
15-12 22:13:33,0.250,0.500,99.248,0,0,242232,6754484,30264,393372,59.999,337.992,0,0
15-12 22:13:34,0,0,99.245,0,0,242232,6754484,30264,393372,59.997,337.982,0,0
15-12 22:13:35,0.247,0,98.505,0,0,242224,6754484,30272,393372,59.400,334.619,0,11.880
