"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_capacity.csv 1",,,,"Date:","16 Dec 2025 19:15:26 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 19:16:03,17.752,2.250,79.008,0,0,1921276,3588176,51476,1808408,9873863.302,9259.928,0,0
16-12 19:16:04,10.988,1.249,87.158,0,0,1946920,3562528,51476,1808412,4384979.414,5265.440,0,0
16-12 19:16:05,11.993,1.999,84.698,0,0,1970200,3539248,51476,1808412,9866210.598,8270.944,0,0
16-12 19:16:06,21.785,2.504,74.371,0,0,2004824,3504624,51476,1808412,4395494.884,5340.683,0,28.046
16-12 19:16:07,33.980,2.748,63.712,0,0,2049288,3460160,51476,1808412,6579426.577,6857.929,0,0
16-12 19:16:08,80.036,1.251,17.758,0,0,2074736,3434708,51476,1808416,2561.155,2209.997,0,12.005
16-12 19:16:09,3.001,0.500,95.769,0,0,2072756,3436684,51476,1808420,2197222.354,4559.912,0,0
16-12 19:16:10,3.500,1.000,95.255,0,0,2072756,3436684,51476,1808420,1097974.661,2606.134,0,88.005
16-12 19:16:11,1.250,0.250,98.250,0,0,2073008,3436432,51476,1808420,1097814.538,2707.996,0,0
16-12 19:16:12,50.744,2.000,46.244,0,0,2093132,3416300,51480,1808424,1099939.048,3775.530,0,59.993
16-12 19:16:13,45.189,1.241,53.135,0,0,2104492,3404940,51480,1808424,1584328.290,4284.529,0,23.836
16-12 19:16:14,75.959,2.012,21.379,0,0,2108524,3400908,51480,1808424,8366.512,10805.236,0,4.024
16-12 19:16:15,96.915,2.498,0.500,0,0,2108524,3400908,51480,1808424,2716.628,2553.770,0,7.993
16-12 19:16:16,96.833,2.002,0,0,0,2108524,3400908,51480,1808424,1030.882,1861.592,0,0
16-12 19:16:17,94.042,4.002,0,0,0,2102032,3407328,51484,1808432,3971.794,26169.822,0,36.016
16-12 19:16:18,83.530,6.752,9.253,0,0,1736400,3773192,51484,1808444,12225.323,188419.621,0,192.068
16-12 19:16:19,3.250,1.000,95.009,0,0,1400928,4108664,51484,1808444,5323.511,11421.097,0,32.003
16-12 19:16:20,0.250,0.500,98.989,0,0,1400880,4108916,51484,1808244,1829.798,4161.540,0,75.992
16-12 19:16:21,1.000,0.250,98.773,0,0,1405888,4148832,51484,1763380,686.159,1345.311,0,4.001
16-12 19:16:22,0.250,0.250,99.005,0.250,0,1405728,4148984,51488,1763384,299.014,799.037,0,180.008
16-12 19:16:23,0,0.500,98.996,0,0,1405728,4148984,51488,1763384,166.994,658.975,0,0
16-12 19:16:24,1.000,0,98.256,0,0,1401852,4152860,51488,1763384,273.018,1183.076,0,0
16-12 19:16:25,1.250,1.250,96.748,0,0,1048036,4506896,51488,1763300,1862.968,6379.891,0,0
16-12 19:16:26,0.750,0.500,98.753,0,0,1053352,4547160,51488,1718752,406.014,781.027,0,4.000
16-12 19:16:27,0.250,0,98.734,0,0,1053816,4546964,51488,1718592,732.881,4701.238,0,0
16-12 19:16:28,0.250,0.250,99.010,0,0,1053808,4546964,51496,1718592,315.033,731.076,0,164.017
16-12 19:16:29,0.500,0.250,98.999,0,0,1053808,4546964,51496,1718592,380.998,1358.993,0,0
16-12 19:16:30,0.250,0,99.487,0,0,1053808,4546964,51496,1718592,420.943,1254.831,0,59.992
16-12 19:16:31,0.500,0.250,98.994,0.250,0,1053808,4546964,51496,1718592,356.978,772.952,0,215.987
16-12 19:16:32,0.250,0,98.738,0,0,1053808,4546964,51496,1718592,314.963,730.915,0,4.000
16-12 19:16:33,0.250,0.250,98.728,0,0,1053800,4546964,51504,1718592,1496.664,2216.503,0,47.989
16-12 19:16:34,0.500,0,99.286,0,0,1053800,4546964,51504,1718592,315.114,731.265,0,4.001
16-12 19:16:35,0.250,0.250,99.001,0,0,1053800,4546964,51504,1718592,447.004,805.007,0,0
16-12 19:16:36,0.500,0.250,99.247,0,0,1053800,4546964,51504,1718592,314.989,1188.958,0,39.999
16-12 19:16:37,0.500,0,99.013,0,0,1053800,4546964,51504,1718592,167.022,623.081,0,0
16-12 19:16:38,0.500,0,98.987,0,0,1053800,4546964,51504,1718592,374.949,1902.742,0,3.999
16-12 19:16:39,0.750,0.500,98.756,0.250,0,1053796,4546964,51516,1718584,552.035,1309.084,0,64.004
16-12 19:16:40,0.500,0,98.987,0,0,1053796,4546964,51516,1718584,374.952,738.906,0,0
16-12 19:16:41,0.250,0.250,99.010,0,0,1053796,4546964,51516,1718584,357.035,773.076,0,0
16-12 19:16:42,0.500,0,99.248,0,0,1053796,4546964,51516,1718584,420.991,1254.972,0,0
