"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_fair_worker2_4G_false.csv 1",,,,"Date:","17 Dec 2025 15:15:54 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
17-12 15:16:47,0.750,0.500,98.006,0,0,1108892,4490872,33816,1773908,3878.225,2745.160,0,0
17-12 15:16:48,2.000,0.500,96.752,0,0,1109648,4490116,33816,1773908,8682.201,4018.093,0,4.000
17-12 15:16:49,1.000,0.500,97.218,0,0,1109648,4490116,33816,1773908,1600.477,2433.205,0,0
17-12 15:16:50,1.501,0.750,98.040,0,0,1109648,4490116,33816,1773908,2920.195,1842.754,0,0
17-12 15:16:51,2.999,0.250,95.482,0,0,1118200,4481548,33828,1773908,3084.414,2385.547,0,327.938
17-12 15:16:52,0.500,0.500,97.998,0,0,1118200,4481548,33828,1773908,1028.984,1656.974,0,0
17-12 15:16:53,1.500,0.250,97.998,0,0,1118200,4481548,33828,1773908,2852.945,1747.966,0,123.998
17-12 15:16:54,1.498,0.250,97.392,0,0,1126264,4473484,33828,1773908,2477.258,1842.960,0,0
17-12 15:16:55,0.250,0.250,98.622,0,0,1126264,4473484,33828,1773908,1048.293,1671.061,0,0
17-12 15:16:56,1.250,0.250,97.993,0,0,1125048,4474700,33828,1773908,986.933,1614.891,0,187.987
17-12 15:16:57,2.499,1.500,94.731,0,0,1133356,4466384,33836,1773908,6916.594,3738.240,0,55.989
17-12 15:16:58,1.000,0.250,97.779,0,0,1131512,4468228,33836,1773908,3019.903,1796.537,0,4.001
17-12 15:16:59,1.500,0.500,97.512,0,0,1129312,4470428,33836,1773908,2985.370,1974.245,0,16.002
17-12 15:17:00,8.497,1.000,89.217,0,0,1132352,4467388,33836,1773908,1153.572,2204.182,0,0
17-12 15:17:01,1.250,0.750,96.768,0,0,1133584,4466136,33836,1773908,3061.574,1855.348,0,0
17-12 15:17:02,1.250,0.500,97.233,0,0,1133584,4466136,33836,1773908,2914.496,1797.689,0,0
17-12 15:17:03,1.250,1.000,96.989,0.250,0,1137064,4462612,33844,1773944,1260.863,2296.751,0,63.993
17-12 15:17:04,1.000,0.750,97.010,0,0,1137064,4462612,33844,1773944,3169.340,1852.199,0,0
17-12 15:17:05,1.500,0.500,97.471,0,0,1137064,4462612,33844,1773944,2854.155,1797.468,0,0
17-12 15:17:06,3.751,1.250,93.526,0.250,0,1144624,4455052,33844,1773944,1095.308,2141.603,0,196.055
17-12 15:17:07,1.250,0.500,97.248,0,0,1144624,4455052,33844,1773944,3236.936,1851.964,0,8.000
17-12 15:17:08,1.750,0.250,97.250,0,0,1144616,4455052,33852,1773944,1090.004,1713.006,0,84.000
17-12 15:17:09,1.499,0.750,96.200,0,0,1144616,4455052,33852,1773944,3309.280,2494.704,0,0
17-12 15:17:10,1.250,0.750,97.478,0,0,1144616,4455052,33852,1773944,3143.282,1797.590,0,0
17-12 15:17:11,1.251,0.250,97.810,0,0,1144616,4455052,33852,1773944,1048.647,2790.723,0,48.030
17-12 15:17:12,0.750,0.250,97.499,0,0,1144616,4455052,33852,1773944,1094.993,2140.986,0,0
17-12 15:17:13,1.500,0.500,96.994,0,0,1144608,4455052,33860,1773944,5172.684,3300.798,0,27.998
17-12 15:17:14,1.000,0.500,98.266,0,0,1144608,4455052,33860,1773944,1048.166,1671.264,0,0
17-12 15:17:15,1.000,0.250,97.501,0,0,1144608,4455052,33860,1773944,1095.008,2149.017,0,0
17-12 15:17:16,1.249,0.500,97.171,0,0,1144608,4455052,33860,1773944,5107.860,2015.366,0,39.968
17-12 15:17:17,0.500,0.500,97.824,0,0,1144604,4455052,33860,1773948,1182.895,1692.280,0,0
17-12 15:17:18,2.000,1.250,96.513,0,0,1144856,4454800,33860,1773948,3097.427,4852.669,0,0
17-12 15:17:19,1.500,0,97.236,0,0,1145352,4454296,33868,1773948,5766.193,2836.603,0,39.994
17-12 15:17:20,0.750,0.500,97.775,0,0,1145352,4454296,33868,1773948,1048.264,2197.554,0,8.002
17-12 15:17:21,1.250,0.750,96.472,0,0,1145352,4454296,33868,1773948,1220.643,2398.299,0,39.988
17-12 15:17:22,1.500,0.500,97.240,0,0,1143212,4456436,33868,1773948,5301.432,2640.717,0,0
17-12 15:17:23,0.500,0.250,97.265,0.500,0,1143196,4456436,33884,1773948,988.150,1749.265,0,268.041
17-12 15:17:24,2.000,0.750,97.012,0,0,1143448,4456184,33884,1773948,1137.138,2257.273,0,0
17-12 15:17:25,1.249,0.250,97.208,0,0,1143444,4456184,33884,1773952,5195.781,2044.127,0,3.998
17-12 15:17:26,23.511,1.501,74.283,0,0,1144704,4454924,33884,1773952,1724.776,6134.761,0,0
17-12 15:17:27,0.750,0.500,97.233,0,0,1144704,4454924,33884,1773952,1094.804,2148.616,0,75.986
17-12 15:17:28,10.252,0.250,88.768,0,0,1144704,4454924,33884,1773952,2666.537,10268.069,0,0
17-12 15:17:29,18.754,1.000,79.017,0.250,0,1148476,4451144,33892,1773952,1096.229,1791.375,0,48.010
17-12 15:17:30,2.500,0.250,96.757,0,0,1148476,4451144,33892,1773952,1095.080,2149.156,0,0
17-12 15:17:31,0.500,0.250,98.728,0,0,1148700,4450920,33892,1773952,1749.609,1884.579,0,55.987
17-12 15:17:32,0.250,0.250,98.005,0,0,1148700,4450920,33892,1773952,988.051,1617.083,0,0
17-12 15:17:33,1.500,0.750,97.751,0,0,1142244,4457376,33892,1773952,1095.007,2141.014,0,0
17-12 15:17:34,0.750,0.500,98.245,0,0,1142244,4457376,33892,1773952,5165.752,2012.904,0,0
17-12 15:17:35,0.750,0.250,97.757,0,0,1142236,4457376,33900,1773952,988.069,1617.113,0,36.003
17-12 15:17:36,1.750,0.250,97.002,0,0,1142236,4457376,33900,1773952,1095.023,2141.046,0,0
17-12 15:17:37,1.000,0.500,97.980,0,0,1142460,4457152,33900,1773952,1929.609,1992.596,0,43.991
17-12 15:17:38,4.501,0.500,94.024,0,0,1142460,4457152,33900,1773952,2124.542,31667.074,0,0
17-12 15:17:39,1.250,0.750,97.512,0,0,1142460,4457152,33900,1773952,1665.198,2191.261,0,0
17-12 15:17:40,0.750,0.250,97.980,0,0,1142460,4457152,33900,1773952,1689.661,1838.631,0,3.999
17-12 15:17:41,0.250,0.500,98.264,0,0,1142452,4457152,33908,1773952,988.144,1617.236,0,24.004
17-12 15:17:42,1.999,0,97.432,0,0,1142452,4457152,33908,1773952,1907.670,2945.946,0,35.975
17-12 15:17:43,1.999,0.750,97.192,0,0,1142704,4456900,33908,1773952,1688.992,1829.908,0,0
17-12 15:17:44,0.751,0.250,98.626,0,0,1142704,4456900,33908,1773952,989.261,1627.074,0,0
17-12 15:17:45,4.250,0.750,94.253,0,0,1142704,4456900,33908,1773952,1837.067,32160.177,0,0
17-12 15:17:46,0.997,0.498,97.954,0,0,1142696,4456900,33916,1773952,5963.958,1965.055,0,23.928
17-12 15:17:47,0.500,0,98.337,0,0,1142696,4456900,33916,1773952,1112.989,1678.491,0,0
17-12 15:17:48,2.505,0.501,96.704,0,0,1142696,4456900,33916,1773952,1097.310,2145.517,0,0
17-12 15:17:49,0.750,0.500,97.749,0,0,1142692,4456900,33916,1773956,2303.977,2650.974,0,4.000
17-12 15:17:50,0.249,0.249,98.928,0,0,1142692,4456900,33916,1773956,1086.469,1707.451,0,0
17-12 15:17:51,1.755,0.251,97.804,0,0,1142684,4456900,33924,1773956,1098.415,2476.699,0,28.087
17-12 15:17:52,0.999,0.500,98.161,0,0,1142684,4456900,33924,1773956,1688.473,1829.345,0,0
17-12 15:17:53,0.751,0.501,98.610,0,0,1142684,4456900,33924,1773956,989.103,1618.806,0,0
17-12 15:17:54,1.498,0.250,97.353,0,0,1142684,4456900,33924,1773956,1093.345,2145.752,0,0
17-12 15:17:55,1.753,0,97.146,0,0,1142684,4456900,33924,1773956,5173.766,2008.014,0,0
17-12 15:17:56,0.750,0.250,98.501,0,0,1142684,4456900,33924,1773956,1337.014,1799.019,0,0
17-12 15:17:57,1.250,0.750,97.966,0,0,1142928,4456648,33932,1773956,1214.581,2194.243,0,19.993
17-12 15:17:58,1.000,0,99.030,0,0,1142928,4456648,33932,1773956,1750.530,1893.574,0,0
17-12 15:17:59,0.500,0,98.481,0,0,1142928,4456648,33932,1773956,1053.800,1748.669,0,0
17-12 15:18:00,2.750,0.750,96.502,0,0,1144440,4455136,33932,1773956,1137.029,2183.056,0,52.001
17-12 15:18:01,10.994,0.250,87.951,0,0,1160316,4439260,33932,1773956,1749.029,1891.949,0,0
17-12 15:18:02,0.749,0.250,97.898,0,0,1160312,4439260,33932,1773960,1046.906,1669.256,0,0
17-12 15:18:03,1.002,0.751,97.926,0,0,1152696,4446836,33940,1773992,1172.103,2198.946,0,28.050
17-12 15:18:04,1.500,0.500,97.238,0,0,1152696,4446836,33940,1773992,5244.340,2078.738,0,0
17-12 15:18:05,0.500,0,98.506,0,0,1152696,4446836,33940,1773992,989.060,1617.097,0,0
17-12 15:18:06,1.000,0.750,98.011,0,0,1152696,4446836,33940,1773992,1258.139,2237.247,0,0
17-12 15:18:07,0.750,0.250,98.491,0,0,1152696,4446836,33940,1773992,1810.837,1892.830,0,0
17-12 15:18:08,0.250,0.500,98.497,0,0,1152696,4446836,33940,1773992,988.969,1616.949,0,0
17-12 15:18:09,1.250,0.250,97.512,0,0,1152688,4446836,33948,1773992,1096.136,2141.266,0,28.003
17-12 15:18:10,0.750,0,98.740,0,0,1152688,4446836,33948,1773992,1690.828,1830.813,0,0
17-12 15:18:11,1.000,0.500,98.502,0,0,1152688,4446836,33948,1773992,1049.025,2781.067,0,0
17-12 15:18:12,1.000,0.250,98.005,0,0,1152688,4446836,33948,1773992,1198.060,2245.113,0,40.002
17-12 15:18:13,0.500,0.750,98.486,0,0,1152688,4446836,33948,1773992,1690.756,1830.736,0,11.998
17-12 15:18:14,0.500,0,98.001,0,0,1152688,4446836,33948,1773992,1049.008,2265.018,0,0
17-12 15:18:15,1.249,0.500,98.209,0,0,1152680,4446836,33956,1773992,1095.546,2140.113,0,35.985
17-12 15:18:16,2.751,0,96.023,0,0,1152680,4446836,33956,1773992,5126.252,1963.480,0,0
17-12 15:18:17,1.000,0.750,97.488,0,0,1155200,4444316,33956,1773992,2849.636,4025.486,0,7.999
17-12 15:18:18,0.500,0.250,98.507,0,0,1155192,4444316,33964,1773992,1096.083,2215.167,0,36.003
17-12 15:18:19,1.501,0.500,97.533,0,0,1155192,4444316,33964,1773992,2366.791,2697.901,0,0
17-12 15:18:20,0.500,0,98.750,0,0,1155192,4444316,33964,1773992,1049.003,2007.006,0,0
17-12 15:18:21,0.999,0.250,98.699,0,0,1155192,4444316,33964,1773992,1095.435,2139.896,0,0
17-12 15:18:22,1.751,0.250,97.282,0,0,1147128,4452380,33964,1773992,1983.643,2201.714,0,0
17-12 15:18:23,0,0.500,98.770,0.250,0,1147120,4452380,33972,1773992,1109.226,1671.340,0,44.009
17-12 15:18:24,2.000,0,97.248,0,0,1147372,4452128,33972,1773992,1095.980,2140.961,0,0
17-12 15:18:25,1.250,0.250,97.505,0,0,1147372,4452128,33972,1773992,5125.252,1963.097,0,0
17-12 15:18:26,1.000,0.500,98.717,0,0,1147372,4452128,33972,1773992,988.665,1616.452,0,0
17-12 15:18:27,1.000,0.250,97.778,0,0,1147372,4452128,33972,1773992,1265.364,2291.659,0,0
17-12 15:18:28,1.000,0.500,98.240,0,0,1147372,4452128,33972,1773992,1691.827,1831.812,0,0
17-12 15:18:29,0.250,0.250,98.495,0,0,1147364,4452128,33980,1773992,1055.948,1749.914,0,27.999
17-12 15:18:30,0.750,0,98.490,0,0,1147364,4452128,33980,1773992,1096.894,2141.793,0,0
17-12 15:18:31,1.250,0.500,98.024,0,0,1147360,4452128,33980,1773996,1876.461,1946.478,0,20.005
17-12 15:18:32,1.000,0,98.497,0,0,1147360,4452128,33980,1773996,1049.970,1679.952,0,0
17-12 15:18:33,0.500,0.250,97.996,0,0,1147360,4452128,33980,1773996,1138.955,2183.915,0,79.997
17-12 15:18:34,1.500,0.750,98.243,0,0,1147352,4452128,33988,1773996,5126.613,1963.852,0,35.997
17-12 15:18:35,0,0,98.000,0,0,1147352,4452128,33988,1773996,989.999,1625.999,0,0
17-12 15:18:36,1.000,0.250,98.731,0,0,1147352,4452128,33988,1773996,1445.717,2323.545,0,0
17-12 15:18:37,0.750,0.500,98.014,0,0,1147352,4452128,33988,1773996,1873.263,1940.273,0,0
17-12 15:18:38,1.000,0,98.235,0,0,1147352,4452128,33988,1773996,1211.817,1769.733,0,0
17-12 15:18:39,1.000,0.250,98.284,0,0,1147732,4451636,33996,1773996,1229.420,2250.769,0,24.008
17-12 15:18:40,0.500,0.750,97.988,0,0,1147732,4451636,33996,1773996,1692.798,1831.781,0,0
17-12 15:18:41,1.000,0.250,98.495,0,0,1147732,4451636,33996,1773996,1055.949,1671.920,0,0
17-12 15:18:42,0.500,0,98.218,0,0,1147732,4451636,33996,1773996,1156.627,2195.292,0,0
17-12 15:18:43,1.501,0.250,97.784,0,0,1147732,4451636,33996,1773996,1693.587,1832.636,0,40.014
17-12 15:18:44,1.250,0.500,97.478,0.250,0,1147724,4451636,34004,1773996,1031.767,1659.625,0,31.993
17-12 15:18:45,0.750,0.250,98.517,0,0,1147720,4451636,34004,1774000,1998.353,2992.528,0,0
17-12 15:18:46,1.250,0.500,97.248,0,0,1147720,4451636,34004,1774000,5126.915,1963.967,0,8.000
17-12 15:18:47,1.500,0.250,97.742,0,0,1147716,4451636,34004,1774004,1055.915,1683.865,0,0
17-12 15:18:48,0.250,0.250,98.249,0,0,1147716,4451636,34004,1774004,1096.990,2141.981,0,171.998
17-12 15:18:49,1.500,0.500,97.250,0,0,1147716,4451636,34004,1774004,2380.001,3068.002,0,0
17-12 15:18:50,0.250,0.500,98.514,0,0,1147708,4451636,34012,1774004,990.145,1626.238,0,36.005
17-12 15:18:51,0.750,0,98.508,0,0,1147708,4451636,34012,1774004,1097.086,2142.168,0,4.000
17-12 15:18:52,0.750,0.250,97.993,0,0,1147708,4451636,34012,1774004,1752.870,1885.861,0,0
17-12 15:18:53,0.750,0.500,98.499,0,0,1147708,4451636,34012,1774004,989.990,1617.984,0,0
17-12 15:18:54,0.500,0.500,98.261,0,0,1147708,4451636,34012,1774004,1139.130,2184.249,0,8.001
17-12 15:18:55,1.000,0.500,97.756,0.250,0,1151476,4447856,34024,1774004,5127.305,1972.117,0,64.004
17-12 15:18:56,0.750,0,98.492,0,0,1151476,4447856,34024,1774004,989.915,1625.861,0,0
17-12 15:18:57,0.750,0.250,98.226,0,0,1151476,4447856,34024,1774004,1096.729,2141.471,0,0
17-12 15:18:58,0.500,0.500,97.972,0,0,1151476,4447856,34024,1774004,1752.492,1885.454,0,3.999
17-12 15:18:59,1.251,0.500,98.311,0,0,1151476,4447856,34024,1774004,1098.684,1793.117,0,0
17-12 15:19:00,0.750,0.250,97.727,0,0,1151476,4447856,34024,1774004,1156.724,2203.474,0,0
17-12 15:19:01,0.750,0.250,97.768,0,0,1151468,4447856,34032,1774004,1693.305,1832.330,0,32.006
17-12 15:19:02,1.000,0.500,97.496,0,0,1151468,4447856,34032,1774004,989.956,1617.928,0,0
17-12 15:19:03,1.000,0.750,97.491,0,0,1155464,4443824,34032,1774036,1096.896,2141.798,0,4.000
17-12 15:19:04,1.750,0.250,97.260,0,0,1155464,4443824,34032,1774036,5259.517,2104.207,0,0
17-12 15:19:05,1.000,0.750,97.757,0,0,1155464,4443824,34032,1774036,990.076,1618.124,0,72.006
17-12 15:19:06,0.500,0.250,97.486,0,0,1155464,4443824,34032,1774036,1096.838,2149.683,0,0
17-12 15:19:07,1.750,0.750,96.507,0,0,1155456,4443824,34040,1774036,1693.118,1832.127,0,32.002
17-12 15:19:08,1.000,0.500,97.756,0,0,1155456,4443824,34040,1774036,990.059,1626.098,0,0
17-12 15:19:09,1.250,0.250,97.487,0,0,1155456,4443824,34040,1774036,1138.845,2191.703,0,0
17-12 15:19:10,1.000,0.750,97.244,0,0,1155456,4443824,34040,1774036,1692.899,1831.891,0,0
17-12 15:19:11,1.000,0.750,97.761,0,0,1155456,4443824,34040,1774036,1050.122,2762.320,0,0
17-12 15:19:12,0.500,0.500,97.507,0,0,1155456,4443824,34040,1774036,1171.090,2204.169,0,0
17-12 15:19:13,2.250,0.500,96.002,0,0,1159980,4439288,34048,1774040,1694.041,1840.045,0,16.000
17-12 15:19:14,0.750,0.500,97.985,0,0,1159980,4439288,34048,1774040,1157.818,1775.721,0,39.994
17-12 15:19:15,1.250,0.750,97.264,0,0,1160988,4438280,34048,1774040,2692.386,4975.714,0,0
17-12 15:19:16,1.500,0.500,96.990,0,0,1161236,4438028,34048,1774044,5601.400,2345.749,0,7.999
17-12 15:19:17,0.750,0.500,97.999,0,0,1161236,4438028,34048,1774044,1109.988,1671.982,0,8.000
17-12 15:19:18,1.000,0.500,97.243,0,0,1161228,4438028,34056,1774044,1406.902,2773.807,0,51.996
17-12 15:19:19,1.250,0.750,97.523,0,0,1161228,4438028,34056,1774044,2351.564,2686.645,0,8.002
17-12 15:19:20,1.000,0.500,98.250,0,0,1161228,4438028,34056,1774044,989.999,1625.998,0,0
17-12 15:19:21,0.500,0.500,97.481,0,0,1161228,4438028,34056,1774044,1162.773,2195.572,0,167.967
17-12 15:19:22,1.250,0.750,97.740,0,0,1161228,4438028,34056,1774044,1693.827,1831.813,0,0
17-12 15:19:23,0.250,0.250,97.776,0,0,1161228,4438028,34056,1774044,990.265,1626.436,0,20.005
17-12 15:19:24,1.249,0.500,97.407,0,0,1161220,4438028,34064,1774044,1137.912,2181.913,0,47.954
17-12 15:19:25,1.000,0.250,97.760,0,0,1161220,4438028,34064,1774044,5275.534,1964.199,0,0
17-12 15:19:26,0.999,0.500,98.430,0,0,1161220,4438028,34064,1774044,989.300,1616.855,0,3.997
17-12 15:19:27,0.750,0.500,97.507,0,0,1161220,4438028,34064,1774044,1097.082,2142.160,0,0
17-12 15:19:28,3.004,0.501,95.628,0,0,1161444,4437804,34064,1774044,5163.907,2940.933,0,0
17-12 15:19:29,42.460,7.743,47.705,0,0,1157956,4431868,34064,1783268,9664297.603,217268.184,0,31.970
17-12 15:19:30,11.255,6.002,80.033,0,0,1140084,4432864,34072,1799636,17538078.230,49087.097,0,64.026
17-12 15:19:31,1.750,0.250,96.761,0,0,1140080,4432864,34072,1799640,491.056,733.083,0,0
17-12 15:19:32,1.000,0.250,98.238,0,0,1140080,4432864,34072,1799640,166.980,538.937,0,19.998
17-12 15:19:33,0.500,0.999,97.182,0,0,1145584,4473184,34072,1754884,431.698,1062.258,0,35.975
