"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_fifo_2.csv 1",,,,"Date:","15 Dec 2025 15:22:23 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
15-12 15:22:40,0.500,0,99.258,0,0,953968,4326656,37392,2060112,173.014,635.051,0,0
15-12 15:22:41,0.250,0.250,99.233,0,0,953968,4326656,37392,2060112,172.971,642.892,0,7.999
15-12 15:22:42,0.250,0,99.260,0,0,953968,4326656,37392,2060112,399.042,1213.128,0,44.005
15-12 15:22:43,0,0,99.257,0,0,953956,4326656,37400,2060112,215.015,677.048,0,24.002
15-12 15:22:44,0,0.250,98.999,0,0,953956,4326656,37400,2060112,232.998,688.994,0,0
15-12 15:22:45,0.250,0.500,99.741,0,0,953956,4326656,37400,2060112,338.971,1158.901,0,15.999
15-12 15:22:46,0.500,0,99.251,0,0,953956,4326656,37400,2060112,173.002,635.009,0,0
15-12 15:22:47,0.250,0.250,99.251,0,0,953956,4326656,37400,2060112,173.002,643.006,0,4.000
15-12 15:22:48,0,0,99.256,0,0,953956,4326656,37400,2060112,892.051,1545.088,0,0
15-12 15:22:49,0.500,0.250,99.494,0.250,0,953948,4326656,37408,2060112,454.973,850.949,0,15.999
15-12 15:22:50,0,0,99.011,0,0,953948,4326656,37408,2060112,247.029,689.080,0,0
15-12 15:22:51,0.500,0,99.752,0,0,953948,4326656,37408,2060112,339.007,1685.034,0,4.000
15-12 15:22:52,0,0,98.997,0,0,954052,4326432,37408,2060232,124972.593,2373.935,0,0
15-12 15:22:53,0.250,0,99.255,0,0,954052,4326432,37408,2060232,3118.160,2951.152,0,4.000
15-12 15:22:54,31.965,7.242,60.185,0,0,1036680,4197792,37416,2105028,10450.684,6334.141,0,55.939
15-12 15:22:55,51.530,4.002,43.525,0,0,1055048,4179424,37416,2105028,6680.857,5539.198,0,0
15-12 15:22:56,50.999,3.750,44.499,0,0,1110868,4123480,37416,2105148,9975.846,10433.839,0,43.999
15-12 15:22:57,40.242,4.249,54.490,0,0,1179312,4054968,37416,2105196,15640.038,16480.879,0,15.997
15-12 15:22:58,38.522,2.001,58.533,0,0,1228692,4005588,37416,2105196,6124.477,5043.864,0,0
15-12 15:22:59,0.250,0.250,98.751,0,0,1228676,4005588,37428,2105196,4978.049,733.007,0,208.002
15-12 15:23:00,0.750,0.500,99.003,0,0,1228676,4005588,37428,2105196,14794.465,9654.304,0,0
15-12 15:23:01,0,0.250,98.998,0,0,1228676,4005588,37428,2105196,9082.831,10166.811,0,4.000
15-12 15:23:02,0.750,0,94.723,4.249,0,1225620,4008644,37428,2105196,1060.697,1533.562,0,44603.267
15-12 15:23:03,0.750,0.250,98.028,0,0,1232676,4001588,37428,2105196,1158.328,3739.060,0,0
15-12 15:23:04,0.250,0.250,99.500,0,0,1226976,4007284,37428,2105200,727.001,1299.002,0,0
15-12 15:23:05,0.250,0.250,99.248,0,0,1224796,4009456,37436,2105200,10236.757,8014.810,0,75.998
15-12 15:23:06,0.500,0,98.006,0.500,0,1222956,4011296,37436,2105200,8970.512,7810.446,0,4840.276
15-12 15:23:07,0.250,0,99.736,0,0,1221952,4012300,37436,2105200,3864.441,3456.500,0,3.999
15-12 15:23:08,0.250,0.250,99.016,0,0,1221952,4012300,37436,2105200,215.035,713.116,0,104.017
15-12 15:23:09,0.250,0,98.994,0,0,1221952,4012300,37436,2105200,445.973,1599.904,0,0
15-12 15:23:10,0.500,0.250,99.007,0,0,1221024,4013216,37448,2105200,173.012,671.045,0,104.007
15-12 15:23:11,0.250,0.500,94.994,4.000,0,1219724,4014484,37448,2105232,292.982,736.954,0,40149.481
15-12 15:23:12,4.500,1.000,94.241,0,0,1235852,3998356,37448,2105232,451.956,3031.708,0,0
15-12 15:23:13,0.500,0.250,99.502,0,0,1235852,3998356,37448,2105232,215.003,721.011,0,0
15-12 15:23:14,0.250,0,99.007,0,0,1235852,3998356,37448,2105232,173.012,679.047,0,0
15-12 15:23:15,0.250,0,99.241,0,0,1235852,3998356,37448,2105232,854.926,1781.845,0,0
15-12 15:23:16,0.500,0,99.252,0.250,0,1235852,3998356,37460,2105220,522.012,853.019,0,52.001
15-12 15:23:17,0.250,0,99.008,0,0,1235840,3998356,37460,2105232,173.013,679.052,0,4.000
15-12 15:23:18,0.250,0,98.991,0,0,1235840,3998356,37460,2105232,427.963,2059.823,0,0
15-12 15:23:19,0,0.750,99.758,0,0,1235840,3998356,37460,2105232,239.019,725.059,0,0
15-12 15:23:20,0.250,0,99.000,0,0,1235840,3998356,37460,2105232,335.001,799.003,0,0
15-12 15:23:21,1.250,0.250,98.737,0,0,1235832,3998356,37468,2105232,451.942,3023.609,0,15.998
15-12 15:23:22,0.250,0,99.004,0,0,1235832,3998356,37468,2105232,233.009,733.028,0,4.000
15-12 15:23:23,0.250,0,99.513,0,0,1235832,3998356,37468,2105232,215.028,713.093,0,124.016
15-12 15:23:24,0.500,0.500,98.985,0,0,1235832,3998356,37468,2105232,385.941,1545.765,0,0
15-12 15:23:25,0,0,99.504,0,0,1235832,3998356,37468,2105232,173.006,671.024,0,0
15-12 15:23:26,0.500,0,98.996,0,0,1235832,3998356,37468,2105232,172.993,670.974,0,0
15-12 15:23:27,0.500,0.250,99.002,0,0,1235824,3998356,37476,2105232,506.011,1600.036,0,32.001
15-12 15:23:28,0.250,0,99.008,0,0,1235820,3998356,37476,2105236,564.048,903.077,0,16.001
15-12 15:23:29,0.500,0,99.750,0,0,1235820,3998356,37476,2105236,172.999,670.997,0,4.000
15-12 15:23:30,0,0,98.754,0,0,1235820,3998356,37476,2105236,506.019,2764.102,0,232.009
15-12 15:23:31,0.250,0.250,99.495,0,0,1235816,3998356,37476,2105240,172.991,670.966,0,0
15-12 15:23:32,0.250,0,98.997,0,0,1235816,3998356,37476,2105240,521.983,852.972,0,0
15-12 15:23:33,0.250,0.250,98.742,0,0,1235804,3998356,37484,2105244,493.961,3065.756,0,43.996
15-12 15:23:34,0.750,0,99.254,0,0,1235804,3998356,37484,2105244,247.010,725.028,0,0
15-12 15:23:35,0.250,0.250,99.263,0,0,1235804,3998356,37484,2105244,173.023,679.091,0,4.001
15-12 15:23:36,0.250,0.250,98.994,0,0,1235804,3998356,37484,2105244,385.978,1545.912,0,0
15-12 15:23:37,0,0,99.258,0,0,1235804,3998356,37484,2105244,173.015,671.057,0,56.005
15-12 15:23:38,0.250,0.250,99.502,0,0,1235796,3998356,37492,2105244,275.005,767.014,0,64.001
15-12 15:23:39,0.750,0.250,99.002,0,0,1235796,3998356,37492,2105244,735.013,1728.030,0,0
15-12 15:23:40,0.250,0,98.998,0,0,1235796,3998356,37492,2105244,521.989,860.982,0,0
15-12 15:23:41,0,0,99.754,0,0,1235796,3998356,37492,2105244,267.012,725.032,0,8.000
15-12 15:23:42,0.750,0.250,97.993,0,0,1236300,3997852,37492,2105244,451.968,3023.789,0,79.994
15-12 15:23:43,0.250,0,99.503,0,0,1236300,3997852,37500,2105236,173.006,679.024,0,56.002
15-12 15:23:44,0.250,0,99.252,0,0,1236292,3997852,37500,2105244,173.003,671.012,0,0
15-12 15:23:45,0.750,0,99.249,0,0,1236292,3997852,37500,2105244,493.996,2161.983,0,0
15-12 15:23:46,0.250,0,99.238,0,0,1236292,3997852,37500,2105244,172.980,678.921,0,0
15-12 15:23:47,0.250,0.250,99.014,0,0,1236796,3997348,37500,2105244,239.034,725.104,0,4.001
15-12 15:23:48,0.750,0.250,99.246,0,0,1236796,3997348,37500,2105244,451.984,1599.942,0,0
15-12 15:23:49,0.250,0,99.250,0,0,1236788,3997348,37508,2105244,305.001,787.004,0,32.000
15-12 15:23:50,0.250,0,98.997,0,0,1236784,3997348,37508,2105248,214.994,712.980,0,0
15-12 15:23:51,0.500,0.500,98.754,0,0,1236784,3997348,37508,2105248,452.017,3024.115,0,0
15-12 15:23:52,0.250,0.250,98.996,0,0,1236784,3997348,37508,2105248,172.992,678.970,0,0
15-12 15:23:53,0.246,0,98.567,0,0,1236784,3997348,37508,2105248,229.660,714.609,0,11.828
15-12 15:23:54,0.507,0,100.206,0,0,1236784,3997348,37516,2105240,452.578,1623.599,0,44.649
15-12 15:23:55,0.250,0,99.254,0,0,1236776,3997348,37516,2105248,335.013,2329.092,0,0
15-12 15:23:56,0.250,0.500,99.251,0,0,1236776,3997348,37516,2105248,173.001,671.004,0,0
15-12 15:23:57,0.250,0,98.999,0,0,1236776,3997348,37516,2105248,445.996,1607.986,0,0
15-12 15:23:58,1.000,0.250,99.000,0,0,1236776,3997348,37516,2105248,173.000,670.999,0,0
15-12 15:23:59,0.250,0,99.491,0,0,1236768,3997348,37524,2105248,232.979,732.935,0,39.996
15-12 15:24:00,0.750,0,98.258,0,0,1233100,4001016,37524,2105248,446.035,1600.127,0,0
15-12 15:24:01,0.250,0.250,99.502,0,0,1233100,4001016,37524,2105248,1108.022,1530.031,0,0
15-12 15:24:02,0.500,0.250,98.989,0,0,1233100,4001016,37524,2105248,536.940,946.894,0,0
15-12 15:24:03,0.500,0,98.759,0,0,1233100,4001016,37524,2105248,452.042,3024.280,0,44.004
15-12 15:24:04,0,0,99.501,0,0,1233100,4001016,37524,2105248,233.003,733.009,0,12.000
15-12 15:24:05,0.750,0,99.247,0.250,0,1233092,4001016,37532,2105248,232.993,670.979,0,31.999
15-12 15:24:06,0.250,0.250,98.983,0,0,1233092,4001016,37532,2105248,427.926,1595.723,0,0
15-12 15:24:07,0,0,99.264,0,0,1233092,4001016,37532,2105248,293.042,779.110,0,0
15-12 15:24:08,0.250,0,99.247,0,0,1233092,4001016,37532,2105248,232.993,724.977,0,0
15-12 15:24:09,2.000,0.500,97.493,0,0,1233092,4001016,37532,2105248,445.966,1545.883,0,11.999
15-12 15:24:10,0,0,99.006,0,0,1233084,4001016,37540,2105248,173.011,679.044,0,20.001
15-12 15:24:11,0.500,0.250,99.251,0,0,1233084,4001016,37540,2105248,215.002,713.007,0,4.000
15-12 15:24:12,1.250,0,98.004,0,0,1233052,4001016,37540,2105280,596.024,3921.156,0,0
15-12 15:24:13,0.246,0,99.516,0,0,1233052,4001016,37540,2105280,170.459,669.026,0,39.412
15-12 15:24:14,0,0.254,99.474,0,0,1233052,4001016,37540,2105280,236.504,735.903,0,12.180
15-12 15:24:15,0.500,0,98.745,0,0,1233052,4001016,37540,2105280,451.978,1545.925,0,0
15-12 15:24:16,0.500,0.500,99.767,0.250,0,1233036,4001016,37552,2105280,215.037,713.122,0,56.010
15-12 15:24:17,0,0,99.230,0,0,1233036,4001016,37552,2105280,484.905,894.824,0,3.999
15-12 15:24:18,0.500,0.250,99.016,0,0,1233036,4001016,37552,2105280,386.063,1546.252,0,8.001
15-12 15:24:19,0,0,99.001,0,0,1233032,4001016,37552,2105284,173.002,679.009,0,12.000
15-12 15:24:20,0,0,99.494,0,0,1233032,4001016,37552,2105284,172.989,670.958,0,0
15-12 15:24:21,1.000,0.250,98.742,0,0,1233032,4001016,37552,2105284,842.933,3247.740,0,0
15-12 15:24:22,0.250,0,99.008,0,0,1233032,4001016,37560,2105276,173.013,679.052,0,32.002
15-12 15:24:23,0.250,0,99.503,0,0,1233024,4001016,37560,2105284,173.005,671.018,0,4.000
15-12 15:24:24,0.250,0.250,98.997,0,0,1233024,4001016,37560,2105284,505.985,1599.951,0,16.000
15-12 15:24:25,0.250,0.750,99.258,0,0,1233024,4001016,37560,2105284,173.013,671.052,0,0
15-12 15:24:26,0.250,0,99.254,0,0,1233024,4001016,37560,2105284,215.009,721.031,0,0
15-12 15:24:27,0.500,0,98.999,0,0,1233024,4001016,37568,2105276,385.997,1545.989,0,24.000
15-12 15:24:28,0.250,0,99.246,0,0,1233016,4001016,37568,2105284,232.990,724.969,0,8.000
15-12 15:24:29,0.250,0,99.256,0,0,1233016,4001016,37568,2105284,293.017,779.044,0,4.000
15-12 15:24:30,0.500,0.250,99.248,0,0,1233016,4001016,37568,2105284,445.993,2709.955,0,12.000
15-12 15:24:31,0.250,0,99.253,0,0,1233016,4001016,37568,2105284,215.007,713.024,0,0
15-12 15:24:32,0,0.250,99.246,0,0,1233016,4001016,37568,2105284,172.993,670.974,0,0
15-12 15:24:33,0.500,0,98.492,0,0,1233016,4001016,37576,2105276,451.962,3023.744,0,23.998
15-12 15:24:34,0.250,0,99.247,0,0,1233008,4001016,37576,2105284,521.984,852.973,0,0
15-12 15:24:35,0,0,99.503,0,0,1233008,4001016,37576,2105284,321.009,779.022,0,60.002
15-12 15:24:36,0.250,0.500,99.250,0,0,1233008,4001016,37576,2105284,428.001,1588.004,0,0
15-12 15:24:37,0.750,0.250,98.990,0,0,1233008,4001016,37576,2105284,172.982,678.928,0,0
15-12 15:24:38,0,0,99.772,0,0,1233004,4001016,37576,2105288,173.038,679.147,0,0
15-12 15:24:39,0.250,0,98.747,0,0,1232996,4001016,37584,2105288,451.988,2119.942,0,19.999
15-12 15:24:40,0.250,0,99.250,0,0,1232996,4001016,37584,2105288,173.000,671.001,0,12.000
15-12 15:24:41,0.500,0,99.752,0,0,1232996,4001016,37584,2105288,215.004,713.012,0,8.000
15-12 15:24:42,0.750,0.250,98.244,0,0,1232996,4001016,37584,2105288,511.968,3085.806,0,35.998
15-12 15:24:43,0,0.250,99.503,0,0,1232996,4001016,37584,2105288,173.005,679.019,0,32.001
15-12 15:24:44,0,0.250,99.250,0,0,1232996,4001016,37592,2105280,173.000,671.000,0,40.000
15-12 15:24:45,2.000,0,98.244,0,0,1232988,4001016,37592,2105288,445.972,1599.899,0,0
15-12 15:24:46,0,0,99.255,0,0,1232988,4001016,37592,2105288,399.022,835.045,0,0
15-12 15:24:47,0.250,0,98.999,0,0,1232988,4001016,37592,2105288,172.999,670.996,0,4.000
15-12 15:24:48,0.500,0.250,99.253,0,0,1232988,4001016,37592,2105288,446.015,1600.054,0,0
15-12 15:24:49,0,0,99.251,0,0,1232988,4001016,37592,2105288,522.003,861.006,0,0
15-12 15:24:50,0,0.250,99.000,0,0,1232988,4001016,37600,2105280,263.001,761.003,0,20.000
15-12 15:24:51,1.250,0.250,98.744,0,0,1232980,4001016,37600,2105288,493.972,3065.827,0,0
15-12 15:24:52,0,0,99.253,0,0,1232980,4001016,37600,2105288,239.008,733.024,0,0
15-12 15:24:53,0,0,99.493,0,0,1232980,4001016,37600,2105288,172.987,670.951,0,4.000
15-12 15:24:54,0.250,0.250,99.005,0,0,1232980,4001016,37600,2105288,446.020,1600.073,0,4.000
15-12 15:24:55,0.750,0.250,99.240,0,0,1232972,4001016,37608,2105288,172.982,670.932,0,19.998
15-12 15:24:56,0,0,99.262,0,0,1232972,4001016,37608,2105288,215.026,721.086,0,4.000
15-12 15:24:57,0.500,0.250,98.750,0,0,1232972,4001016,37608,2105288,446.000,1599.998,0,0
15-12 15:24:58,0.750,0.250,98.997,0,0,1232968,4001016,37608,2105292,172.994,670.977,0,0
15-12 15:24:59,0.250,0,99.254,0,0,1232968,4001016,37608,2105292,173.008,679.030,0,4.000
15-12 15:25:00,0,0,99.483,0,0,1232964,4001016,37608,2105296,385.932,1545.729,0,0
15-12 15:25:01,0.500,0.500,98.765,0,0,1232964,4001016,37624,2105280,215.033,713.111,0,60.009
15-12 15:25:02,0.250,0,98.993,0,0,1232948,4001016,37624,2105296,521.965,860.943,0,0
15-12 15:25:03,0.500,0.250,98.992,0,0,1232948,4001016,37624,2105296,451.961,3023.741,0,0
15-12 15:25:04,1.000,0,98.998,0,0,1232948,4001016,37624,2105296,172.997,670.990,0,0
15-12 15:25:05,0,0,99.259,0,0,1232948,4001016,37624,2105296,173.015,679.059,0,4.000
15-12 15:25:06,5.250,9.999,83.245,0.500,0,1227816,4006100,37632,2105280,1395.909,3013.803,0,231.985
15-12 15:25:07,1.000,0.250,98.256,0,0,1227768,4006100,37632,2105296,173.010,679.039,0,0
15-12 15:25:08,0,0.500,99.258,0,0,1227768,4006100,37632,2105296,173.014,679.054,0,0
15-12 15:25:09,0.500,0,98.999,0,0,1227768,4006100,37632,2105296,385.998,1553.990,0,32.000
15-12 15:25:10,0.250,0.250,99.006,0,0,1227768,4006100,37632,2105296,173.010,671.038,0,12.001
15-12 15:25:11,0.500,0,99.237,0,0,1227736,4006100,37632,2105328,274.965,766.902,0,187.976
15-12 15:25:12,1.000,0.750,98.254,0,0,1227724,4006100,37644,2105328,452.017,3025.113,0,100.004
15-12 15:25:13,0.250,0,99.500,0,0,1227724,4006100,37644,2105328,172.999,678.997,0,0
15-12 15:25:14,0,0,99.253,0,0,1227724,4006100,37644,2105328,173.005,671.019,0,40.001
15-12 15:25:15,0.750,0,99.004,0,0,1227724,4006100,37644,2105328,446.017,1601.060,0,0
15-12 15:25:16,0.250,0,99.247,0,0,1227724,4006100,37644,2105328,521.986,860.977,0,0
15-12 15:25:17,1.500,3.000,94.237,0,0,1227728,4006128,37652,2105328,2399.662,3253.541,0,31.995
15-12 15:25:18,0.500,0.500,99.009,0,0,1227728,4006128,37652,2105328,506.048,1663.159,0,0
15-12 15:25:19,0.250,0,99.255,0,0,1227728,4006128,37652,2105328,173.008,797.038,0,0
15-12 15:25:20,0.500,0.250,98.999,0,0,1219664,4014192,37652,2105328,488.995,856.991,0,0
15-12 15:25:21,0.750,0.250,99.246,0,0,1219664,4014192,37652,2105328,517.980,3078.879,0,0
15-12 15:25:22,0,0,98.999,0,0,1219664,4014192,37652,2105328,238.998,732.994,0,12.000
15-12 15:25:23,0,0,99.505,0,0,1219868,4013968,37664,2105332,341.016,821.039,0,100.005
15-12 15:25:24,0.250,0,99.003,0,0,1219868,4013968,37664,2105332,446.012,1547.041,0,8.000
15-12 15:25:25,0.250,0,99.242,0,0,1219868,4013968,37664,2105332,172.986,670.945,0,0
15-12 15:25:26,0.500,0.250,99.758,0,0,1219868,4013968,37664,2105332,173.014,671.054,0,0
15-12 15:25:27,0.250,0,98.754,0,0,1219868,4013968,37664,2105332,386.017,1555.069,0,4.000
15-12 15:25:28,0.250,0.500,98.745,0,0,1219860,4013968,37672,2105332,214.990,712.966,0,39.998
15-12 15:25:29,0.250,0,99.735,0,0,1219860,4013968,37672,2105332,232.965,724.891,0,15.998
15-12 15:25:30,0.500,0,98.995,0,0,1219860,4013968,37672,2105332,1049.947,3040.846,0,0
15-12 15:25:31,0.500,0.750,98.521,0,0,1219860,4013968,37672,2105332,3122.667,3590.767,0,0
15-12 15:25:32,0.250,0,99.249,0,0,1219860,4013968,37672,2105332,1072.990,1056.990,0,0
15-12 15:25:33,2.250,0,97.248,0,0,1219860,4013968,37680,2105324,1513.965,4024.906,0,43.999
15-12 15:25:34,0.500,0.250,99.002,0,0,1219848,4013968,37680,2105332,1373.024,1219.022,0,0
15-12 15:25:35,0.250,0,99.493,0,0,1212940,4020876,37680,2105332,1442.897,1414.899,0,0
15-12 15:25:36,0.250,0.500,99.007,0,0,1212856,4020960,37680,2105332,1586.117,2141.158,0,0
15-12 15:25:37,0.500,0,99.005,0,0,1212856,4020960,37680,2105332,1193.056,1219.058,0,12.001
15-12 15:25:38,0.250,0,99.745,0,0,1212856,4020960,37680,2105332,1732.912,1380.930,0,0
15-12 15:25:39,0.250,0,98.994,0,0,1212856,4020960,37688,2105324,1387.922,2074.884,0,31.998
15-12 15:25:40,0,0,99.512,0,0,1212848,4020960,37688,2105332,1553.186,1373.165,0,0
15-12 15:25:41,0.500,0,98.999,0,0,1212848,4020960,37688,2105332,1318.992,1210.992,0,16.000
15-12 15:25:42,1.250,0.750,97.749,0,0,1213100,4020708,37688,2105332,1291.988,3510.966,0,139.999
15-12 15:25:43,0.250,0,99.241,0,0,1213096,4020708,37688,2105336,1672.842,1380.870,0,0
15-12 15:25:44,0,0,99.260,0.250,0,1213088,4020708,37696,2105336,1055.110,1091.114,0,32.003
15-12 15:25:45,0.750,0.250,98.496,0,0,1215072,4018724,37696,2105336,4370.809,4847.788,0,39.998
15-12 15:25:46,0.250,0.250,99.502,0,0,1215072,4018724,37696,2105336,173.004,679.016,0,0
15-12 15:25:47,0.250,0.250,99.001,0,0,1208700,4025096,37696,2105336,423.006,921.012,0,0
15-12 15:25:48,0.250,0.250,98.997,0.250,0,1208700,4025096,37696,2105336,385.988,1546.953,0,419.987
15-12 15:25:49,0.250,0,99.250,0,0,1208700,4025096,37696,2105336,275.001,713.003,0,0
15-12 15:25:50,0.250,0,99.003,0,0,1208700,4025096,37704,2105328,233.006,725.018,0,48.001
15-12 15:25:51,0.750,0.250,98.750,0,0,1208944,4024844,37704,2105336,577.999,3132.994,0,0
15-12 15:25:52,0,0,99.502,0,0,1208944,4024844,37704,2105336,173.004,679.014,0,0
15-12 15:25:53,0.250,0,99.250,0,0,1208944,4024844,37704,2105336,353.001,779.002,0,0
15-12 15:25:54,0.500,0.250,99.246,0,0,1208944,4024844,37704,2105336,613.976,1696.932,0,0
15-12 15:25:55,0.500,0,99.003,0,0,1208936,4024844,37712,2105336,173.006,671.023,0,20.001
15-12 15:25:56,0,0,99.499,0,0,1208936,4024844,37712,2105336,172.998,678.991,0,0
15-12 15:25:57,0.500,0.250,98.997,0,0,1208936,4024844,37712,2105336,385.987,1546.950,0,0
15-12 15:25:58,0.500,0,98.992,0,0,1208936,4024844,37712,2105336,172.985,670.943,0,0
15-12 15:25:59,0,0.250,99.507,0,0,1208936,4024844,37712,2105336,275.019,767.054,0,4.000
15-12 15:26:00,0.500,0.250,98.743,0,0,1208928,4024844,37720,2105336,800.943,2302.837,0,35.997
15-12 15:26:01,0,0,99.262,0,0,1208928,4024844,37720,2105336,173.021,671.081,0,0
15-12 15:26:02,0.750,0,99.244,0,0,1209180,4024592,37720,2105336,172.990,670.960,0,0
15-12 15:26:03,0.250,0.250,99.008,0,0,1209180,4024592,37720,2105336,452.034,3033.231,0,0
15-12 15:26:04,0.500,0,99.499,0,0,1209196,4024592,37720,2105336,214.999,712.996,0,0
15-12 15:26:05,0,0.250,98.998,0,0,1209196,4024592,37720,2105336,172.996,670.985,0,0
15-12 15:26:06,0,0,98.753,0,0,1209196,4024592,37728,2105328,386.010,1547.039,0,28.001
15-12 15:26:07,0.500,0.250,99.501,0,0,1209188,4024592,37728,2105336,173.001,671.004,0,0
15-12 15:26:08,0,0,99.491,0,0,1209188,4024592,37728,2105336,172.985,678.941,0,0
15-12 15:26:09,0.750,0.250,98.752,0,0,1209188,4024592,37728,2105336,3705.073,3683.073,0,0
15-12 15:26:10,0.750,0.250,99.003,0,0,1209184,4024592,37728,2105340,233.006,733.019,0,0
15-12 15:26:11,0.250,0.250,98.753,0,0,1209668,4024100,37736,2105340,173.006,679.023,0,24.001
15-12 15:26:12,0.250,0.250,98.993,0,0,1210392,4023344,37736,2105372,451.968,3024.786,0,11.999
15-12 15:26:13,0.750,0.250,98.505,0,0,1212152,4021584,37736,2105372,2058.104,3104.158,0,0
15-12 15:26:14,0.250,0,98.994,0,0,1212148,4021584,37736,2105376,338.981,780.956,0,23.999
15-12 15:26:15,0.250,0.500,99.239,0,0,1209868,4023864,37736,2105376,695.922,2352.738,0,0
15-12 15:26:16,0.250,0.250,98.769,0.250,0,1209004,4024716,37748,2105376,445.086,920.179,0,112.022
15-12 15:26:17,0,0,99.749,0,0,1209004,4024716,37748,2105376,172.999,670.995,0,0
15-12 15:26:18,0.750,0.500,98.996,0,0,1209004,4024716,37748,2105376,505.979,1600.934,0,0
15-12 15:26:19,0,0,99.254,0,0,1209004,4024716,37748,2105376,455.018,3313.133,0,8.000
15-12 15:26:20,0,0,99.249,0,0,1209256,4024464,37748,2105376,172.999,670.996,0,4.000
15-12 15:26:21,0.750,0.250,98.749,0,0,1213028,4020684,37756,2105376,451.996,3024.974,0,48.000
15-12 15:26:22,0.250,0,99.488,0,0,1213028,4020684,37756,2105376,495.942,852.900,0,0
15-12 15:26:23,0,0,97.832,0,0,1213028,4020684,37756,2105376,170.528,661.413,0,0
15-12 15:26:24,0.507,0,100.462,0,0,1213028,4020684,37756,2105376,434.319,1612.462,0,0
15-12 15:26:25,0.250,0.500,99.746,0,0,1213028,4020684,37756,2105376,172.993,678.972,0,0
15-12 15:26:26,0.999,0,98.191,0,0,1219516,4014196,37756,2105376,2044.761,3102.121,0,0
15-12 15:26:27,2.752,0,96.308,0.250,0,1219516,4014196,37764,2105368,446.268,2074.245,0,24.014
15-12 15:26:28,0.250,0.500,98.994,0,0,1219500,4014196,37764,2105384,172.990,678.962,0,0
15-12 15:26:29,0.750,0.250,98.994,0,0,1219500,4014196,37764,2105384,422.973,920.941,0,4.000
15-12 15:26:30,0.250,0,99.011,0,0,1219500,4014196,37764,2105384,562.063,2815.317,0,0
15-12 15:26:31,0.250,0,99.746,0,0,1219500,4014196,37764,2105384,172.993,670.974,0,23.999
15-12 15:26:32,0.250,0,99.253,0,0,1219500,4014196,37764,2105384,173.005,671.019,0,0
15-12 15:26:33,0.488,0.244,98.284,0,0,1220500,4013188,37772,2105384,577.510,3129.479,0,54.629
15-12 15:26:34,0.513,0.256,99.504,0,0,1220500,4013188,37772,2105384,1364.334,2052.657,0,0
15-12 15:26:35,0,0.500,98.999,0,0,1220500,4013188,37772,2105384,434.994,1302.981,0,0
15-12 15:26:36,0.500,0.250,98.744,0,0,1220752,4012936,37772,2105384,580.963,1478.905,0,7.999
