"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_capacity_4G.csv 1",,,,"Date:","16 Dec 2025 19:35:57 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 19:36:24,1.000,0,97.483,0,0,1422096,4086000,52544,1809012,4974.143,7776.661,0,39.993
16-12 19:36:25,3.500,0.500,96.005,0,0,1422096,4086000,52544,1809012,7637.373,27267.332,0,0
16-12 19:36:26,1.250,0.250,97.773,0,0,1422096,4086000,52544,1809012,1240.290,2244.525,0,320.075
16-12 19:36:27,0.500,0.750,98.501,0,0,1422096,4086000,52544,1809012,1094.007,2732.018,0,4.000
16-12 19:36:28,0.250,0,98.994,0,0,1422096,4086000,52544,1809012,1338.915,1850.882,0,0
16-12 19:36:29,0.500,0.250,98.983,0.250,0,1420408,4087680,52552,1809012,1029.828,1777.703,0,23.996
16-12 19:36:30,0.750,0,98.749,0,0,1420364,4087724,52552,1809012,1093.988,2259.976,0,0
16-12 19:36:31,1.000,0.250,98.519,0,0,1420364,4087724,52552,1809012,1339.252,1851.348,0,0
16-12 19:36:32,0.500,0.250,98.718,0,0,1420364,4087724,52552,1809012,927.698,2065.328,0,15.995
16-12 19:36:33,1.000,0.500,98.502,0,0,1420364,4087724,52552,1809012,1094.017,2314.036,0,4.000
16-12 19:36:34,1.251,0.250,97.790,0,0,1420356,4087724,52560,1809012,2926.182,1959.792,0,20.008
16-12 19:36:35,0.500,0,98.748,0,0,1420356,4087724,52560,1809012,987.979,1743.963,0,0
16-12 19:36:36,0.750,0.250,98.440,0,0,1420356,4087724,52560,1809012,1183.281,2348.573,0,0
16-12 19:36:37,0.500,0.500,93.293,5.002,0,1420352,4087724,52560,1809016,1339.615,1851.850,0,44740.537
16-12 19:36:38,1.000,0,98.998,0,0,1420576,4087500,52560,1809016,2111.954,66747.541,0,0
16-12 19:36:39,0.500,0.500,96.256,2.250,0,1420260,4087804,52572,1809016,758.046,1529.092,0,23429.414
16-12 19:36:40,0.500,0.250,96.982,1.750,0,1420260,4087804,52572,1809016,1190.782,1904.651,0,21512.053
16-12 19:36:41,0.250,0.500,99.024,0,0,1420260,4087804,52572,1809016,1048.254,2908.704,0,0
16-12 19:36:42,0.750,0.250,98.484,0,0,1420260,4087804,52572,1809016,1159.817,2333.632,0,0
16-12 19:36:43,0.500,0,99.021,0,0,1420260,4087804,52572,1809016,1405.293,1917.399,0,0
16-12 19:36:44,0.750,0,98.503,0,0,1420260,4087804,52572,1809016,1644.050,2596.079,0,0
16-12 19:36:45,0.500,0.250,98.991,0,0,1420248,4087804,52584,1809016,1093.904,2267.801,0,91.992
16-12 19:36:46,0.750,0.250,97.980,0,0,1420248,4087804,52584,1809016,3225.329,2712.436,0,0
16-12 19:36:47,0.750,0.500,98.772,0,0,1420488,4087564,52584,1809016,988.222,1744.392,0,0
16-12 19:36:48,0.500,0,98.750,0,0,1420460,4087564,52584,1809044,1093.998,2267.996,0,120.000
16-12 19:36:49,0.500,0.500,98.750,0,0,1420460,4087564,52584,1809044,1339.002,1843.003,0,4.000
16-12 19:36:50,0.750,0.250,99.010,0,0,1420460,4087564,52584,1809044,1030.104,1786.180,0,0
16-12 19:36:51,0.500,0,98.489,0,0,1420452,4087564,52592,1809044,1093.878,2267.747,0,47.995
16-12 19:36:52,0.750,0,98.710,0,0,1420452,4087564,52592,1809044,2295.072,2749.889,0,0
16-12 19:36:53,0.250,0.250,99.028,0,0,1420452,4087564,52592,1809044,1248.353,1872.530,0,36.010
16-12 19:36:54,1.000,0.250,98.519,0,0,1420452,4087564,52592,1809044,1160.224,2392.461,0,0
16-12 19:36:55,0.250,0.250,98.987,0,0,1420452,4087564,52592,1809044,2924.624,1958.748,0,19.997
16-12 19:36:56,0.750,0,98.750,0,0,1420452,4087564,52592,1809044,988.001,2208.003,0,0
16-12 19:36:57,1.000,0,98.256,0,0,1420444,4087564,52600,1809044,1094.066,2269.138,0,48.003
16-12 19:36:58,0.500,0.250,99.011,0,0,1420444,4087564,52600,1809044,1339.146,1852.202,0,0
16-12 19:36:59,0.500,0.250,98.744,0,0,1420444,4087564,52600,1809044,987.939,1744.893,0,163.990
16-12 19:37:00,0.750,0.250,98.735,0,0,1420444,4087564,52600,1809044,1195.815,2356.634,0,0
16-12 19:37:01,1.000,0,98.258,0,0,1420444,4087564,52600,1809044,1339.108,1852.150,0,0
16-12 19:37:02,0,0,99.007,0,0,1420444,4087564,52600,1809044,988.067,1745.118,0,0
16-12 19:37:03,0.999,0.500,98.692,0.250,0,1420436,4087564,52608,1809044,1093.359,2259.676,0,39.977
16-12 19:37:04,1.250,0.250,98.004,0,0,1420656,4087340,52608,1809048,2943.126,1972.084,0,0
16-12 19:37:05,0.250,0.500,98.781,0,0,1420656,4087340,52608,1809048,1150.357,1841.572,0,0
16-12 19:37:06,0.750,0.500,98.724,0,0,1420656,4087340,52608,1809048,1093.713,2268.404,0,0
16-12 19:37:07,0.500,0,98.541,0,0,1420656,4087340,52608,1809048,1399.582,1906.793,0,0
16-12 19:37:08,1.250,0,98.757,0,0,1420648,4087340,52616,1809048,1108.074,1799.121,0,36.002
16-12 19:37:09,0.500,0.250,98.746,0,0,1420648,4087340,52616,1809048,1093.952,2268.900,0,4.000
16-12 19:37:10,0.750,0.250,98.990,0,0,1420648,4087340,52616,1809048,1380.866,1885.817,0,0
16-12 19:37:11,0.250,0.250,99.004,0,0,1420648,4087340,52616,1809048,988.039,1745.069,0,28.001
16-12 19:37:12,0.999,0.250,97.670,0,0,1420648,4087340,52616,1809048,1441.815,2440.993,0,0
16-12 19:37:13,2.502,0,97.346,0,0,1420644,4087340,52620,1809048,2945.911,1973.950,0,48.047
16-12 19:37:14,0.500,0.500,98.487,0,0,1420896,4087088,52620,1809048,1667.778,2609.653,0,0
16-12 19:37:15,0.500,0.250,98.760,0,0,1420896,4087088,52620,1809048,1136.109,2303.222,0,4.000
16-12 19:37:16,1.250,0.250,98.232,0,0,1420896,4087088,52620,1809048,1398.737,1905.642,0,43.992
16-12 19:37:17,0.250,0.250,98.774,0,0,1420896,4087088,52620,1809048,988.242,1745.428,0,0
16-12 19:37:18,0.750,0.250,98.499,0,0,1420896,4087088,52620,1809048,1093.994,2260.988,0,12.000
16-12 19:37:19,0.500,0.750,98.501,0,0,1420888,4087088,52628,1809048,1529.009,1966.012,0,28.000
16-12 19:37:20,0.750,0,99.002,0,0,1420888,4087088,52628,1809048,1096.025,1841.042,0,4.000
16-12 19:37:21,1.250,0,98.497,0,0,1420884,4087088,52628,1809052,1093.963,2268.924,0,8.000
16-12 19:37:22,0.500,0.250,98.501,0,0,1420884,4087088,52628,1809052,1339.017,1852.024,0,0
16-12 19:37:23,0.500,0.250,98.751,0,0,1420884,4087088,52628,1809052,988.007,1745.012,0,16.000
16-12 19:37:24,0.750,0,98.726,0,0,1420876,4087088,52636,1809052,1219.708,2454.411,0,35.991
16-12 19:37:25,0.250,0,98.685,0,0,1420876,4087088,52636,1809052,3205.894,2497.359,0,0
16-12 19:37:26,0.751,0.500,98.575,0,0,1420876,4087088,52636,1809052,1054.802,1845.402,0,0
16-12 19:37:27,0.750,0.250,99.250,0,0,1420876,4087088,52636,1809052,1093.998,2268.997,0,4.000
16-12 19:37:28,0.500,0,98.744,0,0,1420876,4087088,52636,1809052,1053.934,1798.888,0,0
16-12 19:37:29,1.000,0,98.494,0,0,1420868,4087088,52644,1809052,1338.919,1843.888,0,35.998
16-12 19:37:30,0.500,0,98.210,0,0,1420868,4087088,52644,1809052,1135.541,2310.067,0,0
16-12 19:37:31,1.251,0.250,98.044,0,0,1420868,4087088,52644,1809052,988.443,1737.779,0,0
16-12 19:37:32,0.750,0,99.006,0,0,1421092,4086864,52644,1809052,1399.087,1906.118,0,0
16-12 19:37:33,0.750,0.250,98.507,0,0,1421092,4086864,52644,1809052,1094.081,2269.168,0,36.003
16-12 19:37:34,0.500,0.500,98.745,0,0,1421084,4086864,52652,1809052,987.951,1744.913,0,31.998
16-12 19:37:35,0.750,0,98.509,0,0,1421084,4086864,52652,1809052,2925.253,1952.169,0,0
16-12 19:37:36,0.500,0.250,98.731,0,0,1421084,4086864,52652,1809052,1159.775,2322.549,0,0
16-12 19:37:37,0.750,0.250,98.515,0,0,1421084,4086864,52652,1809052,988.154,1737.270,0,0
16-12 19:37:38,0.750,0,98.997,0,0,1421084,4086864,52652,1809052,1338.957,1851.941,0,0
16-12 19:37:39,0.750,0.250,98.251,0,0,1421076,4086864,52660,1809052,1094.007,2269.015,0,40.000
16-12 19:37:40,0.750,0.250,98.755,0,0,1421076,4086864,52660,1809052,1030.056,1787.098,0,0
16-12 19:37:41,0.500,0.250,98.743,0,0,1421300,4086640,52660,1809052,1458.890,2901.781,0,0
16-12 19:37:42,0.500,0,98.499,0,0,1421300,4086640,52660,1809052,1213.991,2314.983,0,0
16-12 19:37:43,0.750,0.750,99.006,0,0,1421300,4086640,52660,1809052,1062.061,1791.104,0,0
16-12 19:37:44,1.000,0,97.973,0,0,1421300,4086640,52660,1809052,3496.022,2728.237,0,11.997
16-12 19:37:45,0.500,0.250,99.007,0.250,0,1421292,4086640,52668,1809052,1136.086,2311.175,0,28.002
16-12 19:37:46,0.750,0,98.524,0,0,1421288,4086640,52668,1809056,881.218,1400.347,0,40.010
16-12 19:37:47,0.750,0.750,98.491,0,0,1421252,4086640,52668,1809092,1338.882,1851.836,0,0
16-12 19:37:48,0.500,0,98.753,0,0,1421252,4086640,52668,1809092,1094.030,2269.063,0,0
16-12 19:37:49,0.500,0.500,98.493,0,0,1421252,4086640,52668,1809092,1047.929,1798.878,0,11.999
16-12 19:37:50,0.750,0.250,99.004,0,0,1421500,4086388,52672,1809092,1441.064,1886.083,0,36.002
16-12 19:37:51,0.250,0,98.757,0,0,1421500,4086388,52672,1809092,2345.167,3359.239,0,4.000
16-12 19:37:52,0.750,0.500,98.247,0,0,1421500,4086388,52672,1809092,987.965,1736.939,0,12.000
16-12 19:37:53,1.000,0.250,99.000,0,0,1421500,4086388,52672,1809092,1338.999,1851.998,0,48.000
16-12 19:37:54,0.500,0,98.759,0,0,1421500,4086388,52672,1809092,1160.103,2865.254,0,12.001
16-12 19:37:55,0.750,0.250,98.466,0,0,1421500,4086388,52672,1809092,1029.648,1786.389,0,0
16-12 19:37:56,0.500,0.250,98.779,0,0,1421496,4086388,52676,1809092,2883.850,1918.566,0,56.017
16-12 19:37:57,0.250,0,99.004,0,0,1421748,4086136,52676,1809092,1288.050,2343.090,0,8.000
16-12 19:37:58,0.750,0,98.238,0,0,1421748,4086136,52676,1809092,1076.873,1790.789,0,0
16-12 19:37:59,0.750,0,99.009,0,0,1421748,4086136,52676,1809092,1340.125,1852.172,0,12.001
16-12 19:38:00,0.750,0.250,98.986,0,0,1421748,4086136,52676,1809092,1136.837,2310.668,0,0
16-12 19:38:01,0.500,0.250,98.242,0,0,1421740,4086136,52684,1809092,988.923,1744.865,0,23.998
16-12 19:38:02,0.500,0.250,99.001,0,0,1421740,4086136,52684,1809092,1340.009,1844.013,0,0
16-12 19:38:03,0.750,0.250,98.510,0,0,1421740,4086136,52684,1809092,1095.111,2269.229,0,4.000
16-12 19:38:04,0.500,0.250,98.497,0,0,1421740,4086136,52684,1809092,1172.964,1858.943,0,63.998
16-12 19:38:05,1.250,0,97.999,0,0,1421740,4086136,52684,1809092,3045.984,2005.989,0,0
16-12 19:38:06,1.000,0,99.006,0,0,1421740,4086136,52684,1809092,1095.072,2269.149,0,0
16-12 19:38:07,0.250,0.500,98.505,0,0,1421728,4086136,52692,1809096,989.048,1745.085,0,24.001
16-12 19:38:08,0.500,0,98.986,0,0,1421728,4086136,52692,1809096,1339.815,1851.744,0,0
16-12 19:38:09,2.000,0.250,97.744,0,0,1421728,4086136,52692,1809096,1094.930,2260.856,0,7.999
16-12 19:38:10,0.500,0.500,98.771,0,0,1421728,4086136,52692,1809096,1031.223,1787.387,0,12.003
16-12 19:38:11,1.000,0,98.489,0,0,1421728,4086136,52692,1809096,1339.854,1851.798,0,0
16-12 19:38:12,0.500,0.250,99.005,0,0,1421720,4086136,52700,1809096,1095.060,2269.124,0,28.002
16-12 19:38:13,0.500,0,98.256,0,0,1421720,4086136,52700,1809096,1061.066,2121.132,0,0
16-12 19:38:14,1.250,0,98.746,0,0,1421720,4086136,52700,1809096,3618.847,2782.882,0,0
16-12 19:38:15,0.750,0.500,98.246,0,0,1421720,4086136,52700,1809096,1136.956,2310.911,0,15.999
16-12 19:38:16,2.000,0,97.496,0,0,1417100,4090756,52700,1809096,1054.953,1798.921,0,0
16-12 19:38:17,0.250,0.500,99.010,0,0,1417100,4090756,52708,1809088,1340.137,1852.189,0,68.007
16-12 19:38:18,0.750,0.250,98.487,0,0,1417092,4090756,52708,1809096,1154.852,2322.701,0,3.999
16-12 19:38:19,1.000,0.250,98.748,0,0,1417092,4090756,52708,1809096,988.980,1744.965,0,0
16-12 19:38:20,0.750,0,98.514,0,0,1417092,4090756,52708,1809096,1382.201,1894.276,0,12.002
16-12 19:38:21,0.250,0.250,99.002,0,0,1417092,4090756,52708,1809096,1215.020,2323.038,0,4.000
16-12 19:38:22,1.000,0.250,98.252,0,0,1417092,4090756,52708,1809096,990.015,1737.027,0,12.000
16-12 19:38:23,0.500,0,99.243,0,0,1417084,4090756,52716,1809096,1406.905,2370.840,0,23.998
16-12 19:38:24,0.250,0.500,98.500,0,0,1417084,4090756,52716,1809096,1222.004,2448.009,0,0
16-12 19:38:25,0.250,0.250,98.507,0,0,1417084,4090756,52716,1809096,1152.081,1842.130,0,12.001
16-12 19:38:26,0.750,0.250,99.000,0,0,1417084,4090756,52716,1809096,2884.998,1910.998,0,0
16-12 19:38:27,1.000,0,98.246,0,0,1417084,4090756,52716,1809096,1095.960,2269.918,0,4.000
16-12 19:38:28,0.500,0.250,98.750,0.250,0,1417076,4090756,52724,1809096,1338.997,1927.996,0,32.000
16-12 19:38:29,1.000,0.250,98.739,0,0,1417076,4090756,52724,1809096,1755.808,2080.772,0,0
16-12 19:38:30,0,0,99.004,0,0,1417076,4090756,52724,1809096,1096.044,2270.092,0,12.000
16-12 19:38:31,1.000,0.750,97.992,0,0,1417076,4090756,52724,1809096,1031.914,1779.852,0,0
16-12 19:38:32,0.500,0.250,98.750,0,0,1417072,4090756,52724,1809100,1341.005,1853.006,0,0
16-12 19:38:33,0.750,0,98.767,0,0,1417072,4090756,52724,1809100,1096.184,2270.382,0,4.001
16-12 19:38:34,1.000,0,98.501,0,0,1417064,4090756,52732,1809100,990.006,1746.010,0,24.000
16-12 19:38:35,0.500,0.250,98.747,0,0,1417064,4090756,52732,1809100,2945.910,1972.940,0,12.000
16-12 19:38:36,0.750,0,98.491,0,0,1417052,4090756,52744,1809100,1155.891,2261.786,0,63.994
16-12 19:38:37,0.500,0,98.760,0,0,1417052,4090756,52744,1809100,1032.101,1788.176,0,52.005
16-12 19:38:38,1.000,0.250,99.002,0,0,1417052,4090756,52744,1809100,1342.026,1853.036,0,4.000
16-12 19:38:39,0.500,0.250,98.428,0,0,1417052,4090756,52744,1809100,1095.197,2268.336,0,3.997
16-12 19:38:40,1.251,0.250,98.068,0,0,1417052,4090756,52744,1809100,990.682,1739.197,0,12.008
16-12 19:38:41,1.250,0,98.495,0,0,1417052,4090756,52744,1809100,1401.932,3016.853,0,0
16-12 19:38:42,0.250,0.250,98.754,0,0,1417048,4090756,52748,1809100,1096.049,2270.102,0,20.001
16-12 19:38:43,1.250,0.500,97.997,0,0,1417048,4090756,52748,1809100,2644.932,3970.898,0,0
16-12 19:38:44,0.750,0.250,97.998,0,0,1417044,4090756,52752,1809100,3776.913,2971.932,0,35.999
16-12 19:38:45,0.500,0,98.761,0,0,1417044,4090756,52752,1809100,1096.121,2270.250,0,16.002
16-12 19:38:46,0.500,0.750,98.247,0,0,1408980,4098820,52752,1809100,1239.966,1995.946,0,0
16-12 19:38:47,1.000,0,98.753,0,0,1409468,4098332,52752,1809100,2299.077,2761.092,0,204.007
16-12 19:38:48,0.250,0,98.713,0,0,1409432,4098332,52752,1809132,1321.506,3046.862,0,35.987
16-12 19:38:49,0.250,0.250,98.728,0.250,0,1409424,4098332,52760,1809132,989.776,1737.607,0,59.986
16-12 19:38:50,1.000,0.250,98.782,0,0,1409424,4098332,52760,1809132,1342.441,1845.606,0,0
16-12 19:38:51,0.500,0.500,98.773,0,0,1409420,4098332,52760,1809136,1096.254,2270.526,0,0
16-12 19:38:52,0.750,0,98.733,0,0,1409420,4098332,52760,1809136,989.832,2217.625,0,0
16-12 19:38:53,0.500,0,99.020,0,0,1409420,4098332,52760,1809136,1384.286,1895.392,0,36.007
16-12 19:38:54,0.500,0.250,98.251,0,0,1409412,4098332,52768,1809136,1162.015,2402.030,0,48.001
16-12 19:38:55,0.750,0,99.228,0,0,1409412,4098332,52768,1809136,989.778,1745.608,0,0
16-12 19:38:56,0.750,0.500,98.517,0,0,1409412,4098332,52768,1809136,2946.496,1973.333,0,0
16-12 19:38:57,0.250,0,98.996,0,0,1409412,4098332,52768,1809136,1095.959,2269.915,0,0
16-12 19:38:58,0.500,0.250,98.507,0,0,1409412,4098332,52768,1809136,1032.073,1780.126,0,8.001
16-12 19:38:59,0.500,0.500,98.754,0,0,1409412,4098332,52768,1809136,1342.061,1853.084,0,0
16-12 19:39:00,0.750,0,98.740,0,0,1409404,4098332,52776,1809136,1095.885,2269.761,0,35.996
16-12 19:39:01,0.500,0.500,98.505,0,0,1409404,4098332,52776,1809136,990.046,1746.081,0,0
16-12 19:39:02,0.750,0.250,99.001,0,0,1409404,4098332,52776,1809136,1462.010,1907.013,0,0
16-12 19:39:03,0,0.250,98.998,0,0,1409404,4098332,52776,1809136,1137.982,2311.964,0,0
16-12 19:39:04,0.750,0,98.753,0,0,1409404,4098332,52776,1809136,1339.035,1920.051,0,0
16-12 19:39:05,0.750,0,98.460,0,0,1409404,4098332,52776,1809136,3233.680,2100.142,0,0
16-12 19:39:06,0.250,0.500,98.777,0,0,1409396,4098332,52784,1809136,1096.304,2270.630,0,20.006
16-12 19:39:07,0.750,0,98.769,0,0,1409396,4098332,52784,1809136,1339.255,1928.367,0,0
16-12 19:39:08,0.500,0,98.982,0,0,1409396,4098332,52784,1809136,1577.705,2002.626,0,0
16-12 19:39:09,0.750,0.500,98.505,0,0,1409396,4098332,52784,1809136,1186.058,2424.118,0,0
16-12 19:39:10,0.250,0.500,98.999,0,0,1409396,4098332,52784,1809136,989.987,1745.977,0,0
16-12 19:39:11,1.000,0,98.259,0,0,1409396,4098332,52784,1809136,1342.116,1845.160,0,0
16-12 19:39:12,0.749,0,98.895,0,0,1409388,4098332,52792,1809136,1094.834,2267.586,0,83.911
16-12 19:39:13,0.501,0.250,98.607,0,0,1409384,4098332,52792,1809140,1033.117,1789.936,0,0
16-12 19:39:14,0.250,0.250,98.729,0,0,1409384,4098332,52792,1809140,3500.238,2729.406,0,0
16-12 19:39:15,0.750,0,98.763,0,0,1409380,4098332,52792,1809144,1096.145,2262.299,0,0
16-12 19:39:16,1.000,0.250,98.493,0,0,1409380,4098332,52792,1809144,989.930,1745.876,0,19.999
16-12 19:39:17,0.250,0.250,99.016,0,0,1409380,4098332,52796,1809140,1342.215,1853.297,0,8.001
16-12 19:39:18,0.500,0.250,98.994,0,0,1409364,4098332,52808,1809144,1095.938,2261.873,0,43.998
16-12 19:39:19,0.750,0.250,98.256,0,0,1409364,4098332,52808,1809144,1032.059,1780.101,0,40.002
16-12 19:39:20,0.500,0,98.985,0,0,1409364,4098332,52808,1809144,1341.791,1852.712,0,0
16-12 19:39:21,0.750,0.250,98.749,0,0,1409364,4098332,52808,1809144,1095.985,2823.962,0,0
16-12 19:39:22,0.750,0,98.731,0,0,1409364,4098332,52808,1809144,989.812,1745.668,0,0
16-12 19:39:23,0.250,0.250,98.768,0,0,1409364,4098332,52808,1809144,1342.242,1853.335,0,0
16-12 19:39:24,1.000,0,99.007,0.250,0,1409356,4098332,52816,1809144,1204.089,2436.180,0,36.003
16-12 19:39:25,0.250,0.500,98.451,0,0,1409356,4098332,52816,1809144,989.511,1745.137,0,3.998
16-12 19:39:26,1.001,0,98.810,0,0,1409356,4098332,52816,1809144,2887.743,1912.154,0,0
16-12 19:39:27,0.500,0.500,98.498,0,0,1409356,4098332,52816,1809144,1095.981,2269.961,0,0
16-12 19:39:28,0.750,0,98.990,0,0,1409356,4098332,52816,1809144,989.895,1737.816,0,0
16-12 19:39:29,0.500,0,99.230,0,0,1409356,4098332,52816,1809144,1577.677,1968.597,0,0
16-12 19:39:30,0.250,0.500,98.532,0,0,1409348,4098332,52824,1809144,1185.386,2316.754,0,28.009
16-12 19:39:31,0.500,0.500,97.940,0,0,1409348,4098332,52824,1809144,989.396,1744.934,0,0
16-12 19:39:32,1.251,0,99.060,0,0,1409600,4098080,52824,1809144,1342.814,1846.120,0,0
16-12 19:39:33,0.250,0.250,98.750,0,0,1409600,4098080,52824,1809144,1095.995,2269.989,0,0
16-12 19:39:34,0.750,0,98.452,0,0,1409600,4098080,52824,1809144,1031.492,1779.124,0,7.996
16-12 19:39:35,0.750,0.250,98.546,0,0,1409600,4098080,52824,1809144,2887.344,1919.894,0,0
16-12 19:39:36,0.749,0.250,98.609,0,0,1409592,4098080,52832,1809144,1094.432,2266.752,0,31.954
16-12 19:39:37,0.501,0.250,98.896,0,0,1409588,4098080,52832,1809148,991.465,1830.706,0,0
16-12 19:39:38,0.500,0,98.751,0,0,1409588,4098080,52832,1809148,1462.019,1907.025,0,0
16-12 19:39:39,0.750,0.250,98.996,0,0,1409588,4098080,52832,1809148,1486.944,2493.907,0,0
16-12 19:39:40,0.250,0,98.749,0,0,1409588,4098080,52832,1809148,989.992,1745.986,0,0
16-12 19:39:41,0.500,0.250,99.004,0,0,1409588,4098080,52832,1809148,1402.058,3009.125,0,0
16-12 19:39:42,0.250,0,99.001,0,0,1409588,4098080,52840,1809140,1096.009,2270.020,0,16.000
16-12 19:39:43,0.500,0.250,98.745,0,0,1409580,4098080,52840,1809148,1049.952,1791.918,0,0
16-12 19:39:44,1.250,0.750,97.751,0,0,1411344,4096316,52840,1809148,5911.078,5797.077,0,0
16-12 19:39:45,0.500,0,98.238,0,0,1411344,4096316,52840,1809148,1503.819,2577.690,0,0
16-12 19:39:46,1.250,0.250,98.503,0,0,1411344,4096316,52840,1809148,990.035,1738.061,0,0
16-12 19:39:47,0.750,0.250,98.199,0,0,1411596,4096064,52840,1809148,1341.307,1852.044,0,23.988
16-12 19:39:48,0.500,0.500,98.718,0.250,0,1411556,4096064,52848,1809180,1095.643,2269.260,0,127.958
16-12 19:39:49,1.001,0,98.590,0,0,1411556,4096064,52848,1809180,1153.051,3104.831,0,40.037
16-12 19:39:50,0.250,0.250,98.208,0,0,1402232,4105388,52848,1809180,1591.323,2545.917,0,183.922
16-12 19:39:51,0.500,0.250,99.281,0,0,1402232,4105388,52848,1809180,1096.341,2262.704,0,0
16-12 19:39:52,0.750,0.250,98.502,0,0,1402484,4105136,52848,1809180,990.017,1746.030,0,36.001
16-12 19:39:53,0.500,0,98.938,0,0,1402476,4105136,52856,1809180,1155.277,1116.302,0,59.962
16-12 19:39:54,0.500,0.250,98.824,0,0,1402476,4105136,52856,1809180,702.523,2296.711,0,4.003
16-12 19:39:55,0.500,0.250,98.746,0,0,1402476,4105136,52856,1809180,1031.958,1787.926,0,0
16-12 19:39:56,0.749,0,98.631,0,0,1402472,4105136,52856,1809184,3002.363,1962.623,0,0
16-12 19:39:57,0.250,0,99.104,0,0,1402472,4105136,52856,1809184,1506.584,2508.637,0,4.004
16-12 19:39:58,0.750,0.250,98.770,0,0,1402472,4105136,52856,1809184,990.200,1738.352,0,0
16-12 19:39:59,0.500,0.500,98.741,0,0,1402472,4105136,52864,1809176,1341.878,1852.832,0,27.997
16-12 19:40:00,1.000,0,98.009,0,0,1402464,4105136,52864,1809184,1138.100,2304.203,0,4.000
16-12 19:40:01,6.250,0.250,92.994,0,0,1402464,4105136,52864,1809184,989.940,1745.895,0,0
