"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_roadNet_fifo.csv 1",,,,"Date:","15 Dec 2025 14:26:41 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
15-12 14:28:28,0.500,0.250,99.062,0,0,1323660,5137008,32068,913432,994.622,1693.059,0,0
15-12 14:28:29,0.250,0.500,98.746,0,0,1323660,5137008,32068,913432,2305.906,2843.884,0,4.000
15-12 14:28:30,1.500,0.250,98.752,0,0,1323660,5137008,32068,913432,3058.075,2746.067,0,0
15-12 14:28:31,0.750,0.250,97.490,0,0,1323184,5133984,32068,916864,3742157.590,10362.949,0,0
15-12 14:28:32,1.750,0.750,97.502,0,0,1316700,5130988,32068,926116,9867975.669,25501.469,0,0
15-12 14:28:33,0.749,0.749,96.422,0,0,1322396,5114608,32076,936536,11283291.623,29902.927,0,195.842
15-12 14:28:34,1.251,1.001,96.583,0,0,1319768,5106292,32076,947204,11370029.927,30340.185,0,0
15-12 14:28:35,1.250,0.750,97.000,0,0,1314540,5101252,32076,957304,10818551.754,26542.026,0,4.000
15-12 14:28:36,1.499,0.999,96.919,0,0,1305600,5099488,32076,967592,11149042.626,29580.317,0,0
15-12 14:28:37,1.751,1.251,96.290,0,0,1303368,5091676,32076,977428,10412123.094,26189.929,0,0
15-12 14:28:38,0.750,0.500,97.287,0.250,0,1306380,5079076,32084,986708,9935445.457,26021.857,0,48.018
15-12 14:28:39,1.750,0.500,96.743,0,0,1311260,5064460,32084,996172,10135799.873,27060.976,0,35.997
15-12 14:28:40,8.247,2.499,88.966,0,0,1322432,5047100,32084,1002188,6336259.538,131861.421,0,0
15-12 14:28:41,2.001,0.250,97.036,0,0,1322284,5047100,32084,1002332,2579.962,79252.541,0,4.001
15-12 14:28:42,3.249,1.999,92.222,0,0,1302488,5047108,32084,1021600,21088725.803,20014233.670,0,0
15-12 14:28:43,21.507,17.256,58.269,0.250,0,1331016,4945928,32116,1091848,26964208.544,25891411.971,0,84.028
15-12 14:28:44,44.865,4.736,48.853,0,0,1389076,4887716,32116,1091848,890.327,15485.504,0,39.880
15-12 14:28:45,55.167,3.511,40.874,0,0,1455112,4867808,32116,1046988,501.521,1285.899,0,0
15-12 14:28:46,46.726,3.248,49.225,0,0,1479528,4843392,32116,1046988,1766.094,6818.502,0,0
15-12 14:28:47,55.935,5.494,37.206,0,0,1198360,5124908,32116,1046912,2898.607,4926.234,0,3.995
15-12 14:28:48,78.305,6.004,14.010,0.250,0,1236000,5133136,32128,1002204,609.431,5681.015,0,540.382
15-12 14:28:49,77.983,3.749,16.746,0.250,0,1261616,5107516,32128,1002208,1288.720,2818.388,0,4690.981
15-12 14:28:50,21.525,1.001,76.340,0,0,1293216,5075792,32128,1002332,22345.367,127574.536,0,0
15-12 14:28:51,10.740,0.749,87.664,0,0,1301780,5067224,32128,1002336,11936.343,16687.702,0,7.992
15-12 14:28:52,13.013,0.500,86.335,0,0,1302780,5066216,32128,1002344,1905.887,5305.253,0,0
15-12 14:28:53,0.750,0.500,96.501,2.250,0,1302768,5066216,32140,1002344,1192.007,1890.011,0,25684.154
15-12 14:28:54,1.000,0,97.996,0,0,1302768,5066216,32140,1002344,2441.900,3330.863,0,0
15-12 14:28:55,1.000,0.500,95.003,3.750,0,1302752,5066216,32152,1002348,1036.033,1734.056,0,40149.287
15-12 14:28:56,0,0,99.001,0,0,1302752,5066216,32152,1002348,994.005,1692.009,0,0
15-12 14:28:57,0.747,0,98.813,0,0,1302752,5066216,32152,1002348,1286.313,2317.752,0,0
15-12 14:28:58,0.753,0.753,90.654,7.534,0,1302740,5066216,32164,1002348,1477.577,2383.610,0,95440.848
15-12 14:28:59,0.500,0,99.000,0,0,1302740,5066216,32164,1002348,993.996,1691.993,0,13347.946
15-12 14:29:00,0.250,0,99.002,0,0,1302740,5066216,32164,1002348,1142.021,2250.041,0,0
15-12 14:29:01,6.748,0.250,91.728,0,0,1302740,5066216,32164,1002348,1829.555,1988.517,0,0
15-12 14:29:02,0.500,0.500,99.018,0,0,1302740,5066216,32164,1002348,994.181,1692.308,0,0
15-12 14:29:03,0.500,0.250,99.000,0,0,1302740,5066216,32164,1002348,1503.998,2601.997,0,324.000
15-12 14:29:04,1.000,0.250,98.494,0,0,1302728,5066216,32176,1002348,1767.891,1856.886,0,83.995
15-12 14:29:05,1.000,0,98.506,0,0,1302728,5066216,32176,1002348,1036.068,1734.113,0,4.000
15-12 14:29:06,0.750,0,98.751,0,0,1302728,5066216,32176,1002348,1324.007,2440.013,0,4.000
15-12 14:29:07,0.250,0.250,98.998,0,0,1302728,5066216,32176,1002348,1827.968,1852.968,0,0
15-12 14:29:08,0.750,0.250,98.995,0,0,1302728,5066216,32176,1002348,993.950,1683.916,0,0
15-12 14:29:09,0.250,0,99.008,0,0,1302720,5066216,32184,1002348,1324.109,2440.200,0,20.002
15-12 14:29:10,0.750,0.500,98.243,0,0,1302720,5066216,32184,1002348,1809.863,1832.861,0,0
15-12 14:29:11,1.000,0,98.510,0,0,1302692,5066216,32184,1002376,1054.107,1746.177,0,4.000
15-12 14:29:12,0.250,0,98.996,0,0,1302692,5066216,32184,1002376,1323.952,2439.911,0,0
15-12 14:29:13,0.750,0.500,98.755,0,0,1302692,5066216,32184,1002376,1769.092,1791.093,0,20.001
15-12 14:29:14,0.500,0,98.993,0,0,1302692,5066216,32184,1002376,993.929,1691.879,0,0
15-12 14:29:15,0.500,0.250,99.506,0,0,1302684,5066216,32192,1002376,1366.078,2474.141,0,40.002
15-12 14:29:16,0.750,0.500,98.250,0,0,1302684,5066216,32192,1002376,1769.005,1799.005,0,40.000
15-12 14:29:17,1.000,0,98.744,0,0,1302908,5065992,32192,1002376,1829.890,1852.889,0,4.000
15-12 14:29:18,0.250,0,98.497,0,0,1302908,5065992,32192,1002376,1323.966,2439.937,0,0
15-12 14:29:19,1.250,0.250,97.986,0,0,1302908,5065992,32192,1002376,2384.652,2601.620,0,0
15-12 14:29:20,0.250,0.250,99.022,0,0,1302908,5065992,32192,1002376,1156.262,1788.406,0,0
15-12 14:29:21,0.500,0.250,98.746,0,0,1302900,5065992,32200,1002376,1383.937,3567.838,0,35.998
15-12 14:29:22,0.750,0,98.759,0,0,1302900,5065992,32200,1002376,1838.164,1845.165,0,0
15-12 14:29:23,0.250,0,99.244,0,0,1302900,5065992,32200,1002376,993.941,1691.900,0,4.000
15-12 14:29:24,0.500,0.250,98.995,0,0,1302900,5065992,32200,1002376,1323.937,2431.884,0,51.998
15-12 14:29:25,4.000,0.500,95.242,0,0,1303100,5065768,32200,1002400,4258.661,21136.317,0,0
15-12 14:29:26,0.250,0,98.768,0,0,1303100,5065768,32200,1002400,1226.229,1942.362,0,0
15-12 14:29:27,3.500,0.500,96.237,0.250,0,1303340,5065516,32212,1002400,1610.775,2862.600,0,67.991
15-12 14:29:28,46.459,5.495,45.960,0,0,1364832,5003820,32212,1002492,1113.023,4088.410,0,0
15-12 14:29:29,52.957,3.997,41.467,0,0,1387876,4980636,32212,1002500,1053.150,2859.692,0,3.997
15-12 14:29:30,51.567,3.755,43.556,0,0,1430992,4937304,32212,1002620,1143.479,2298.973,0,0
15-12 14:29:31,53.893,9.232,34.681,0,0,1442456,4687488,32212,1234632,247925412.544,236341.380,0,0
15-12 14:29:32,50.599,4.509,43.335,0,0,1450752,4669964,32224,1243620,39545.172,9406912.524,0,168.328
15-12 14:29:33,32.009,3.251,63.768,0,0,1449068,4661228,32224,1253772,32838.182,10428475.864,0,4.001
15-12 14:29:34,30.003,3.000,65.757,0,0,1455100,4644908,32224,1263800,27694.854,10292243.605,0,200.021
15-12 14:29:35,29.743,2.999,66.485,0,0,1456812,4631956,32224,1274700,29167.384,11068867.271,0,3.999
15-12 14:29:36,31.747,3.250,62.993,0,0,1462296,4615868,32224,1285032,27860.032,10745480.134,0,4.000
15-12 14:29:37,30.760,3.251,65.772,0,0,1460476,4607176,32232,1295256,26121.578,10359686.142,0,32.011
15-12 14:29:38,28.742,2.749,67.480,0,0,1461932,4595240,32232,1305436,28244.696,10417111.380,0,0
15-12 14:29:39,29.736,2.749,65.470,0,0,1462388,4584676,32232,1315276,28115.933,10092670.351,0,0
15-12 14:29:40,33.778,3.503,62.552,0,0,1469412,4567680,32232,1324972,26975.360,10039556.879,0,0
15-12 14:29:41,15.500,3.750,79.250,0.250,0,1317532,4956724,32236,1094160,17655.011,1291281.821,0,40.000
15-12 14:29:42,2.250,0.500,97.244,0,0,1315340,4958932,32236,1094176,5399.686,11034.358,0,0
15-12 14:29:43,3.751,4.501,89.513,0,0,1316456,4911964,32248,1138888,47893181.958,254204.816,0,172.024
15-12 14:29:44,0.250,0,98.996,0,0,1313104,4915316,32248,1138888,172.992,678.971,0,19.999
15-12 14:29:45,0.250,0,99.500,0,0,1309988,4918432,32248,1138888,455.000,1344.999,0,0
15-12 14:29:46,0.500,0,98.994,0,0,1307140,4921280,32248,1138888,172.990,670.962,0,0
15-12 14:29:47,1.750,1.250,96.752,0,0,987216,5241512,32248,1138860,1549.034,2022.045,0,4.000
15-12 14:29:48,0.750,0.750,98.251,0,0,1002744,5318036,32260,1049236,794.009,5077.056,0,120.001
15-12 14:29:49,0,0,99.503,0,0,1000676,5320104,32260,1049236,353.012,3974.132,0,0
15-12 14:29:50,0.500,0.250,98.989,0,0,1001376,5319404,32260,1049236,123914.501,2671.709,0,0
15-12 14:29:51,0.250,0,99.003,0,0,999424,5321236,32260,1049356,767.026,1647.055,0,0
15-12 14:29:52,0,0,99.253,0,0,999424,5321236,32260,1049356,419.015,809.028,0,0
15-12 14:29:53,1.000,0,98.751,0,0,999364,5321296,32272,1049344,5896.052,2247.020,0,140.001
15-12 14:29:54,0.250,0,99.750,0,0,999356,5321296,32272,1049356,279.001,1167.003,0,36.000
15-12 14:29:55,0.500,0,98.994,0,0,999356,5321296,32272,1049356,274.984,730.958,0,35.998
15-12 14:29:56,0.250,0,99.256,0,0,999356,5321296,32272,1049356,233.015,635.040,0,0
15-12 14:29:57,0.250,0.250,99.501,0,0,999356,5321296,32272,1049356,633.007,1345.014,0,0
15-12 14:29:58,0.250,0,99.249,0,0,999356,5321296,32272,1049356,232.997,688.991,0,0
15-12 14:29:59,0,0.250,99.502,0,0,999344,5321296,32284,1049356,173.003,635.013,0,68.001
15-12 14:30:00,0.500,0,99.248,0,0,999344,5321296,32284,1049356,320.994,1200.976,0,27.999
15-12 14:30:01,0,0,98.997,0,0,999344,5321296,32292,1049348,292.992,688.981,0,39.999
15-12 14:30:02,0.250,0.250,99.498,0,0,999336,5321296,32292,1049356,172.997,634.989,0,0
15-12 14:30:03,0.500,0.250,98.993,0,0,999336,5321296,32292,1049356,622.958,1490.900,0,0
15-12 14:30:04,0.250,0.250,99.754,0,0,999336,5321296,32292,1049356,233.008,635.023,0,0
15-12 14:30:05,0.500,0.250,93.502,5.250,0,999160,5321472,32292,1049356,215.005,677.015,0,78209.709
15-12 14:30:06,0,0,99.250,0,0,999080,5321552,32292,1049356,568.999,1898.995,0,13343.967
15-12 14:30:07,0.500,0.250,99.260,0,0,999068,5321552,32304,1049356,66.006,392.038,0,52.005
15-12 14:30:08,0.250,0,99.246,0,0,999068,5321552,32304,1049356,172.992,642.971,0,0
15-12 14:30:09,0.250,0,99.244,0,0,999068,5321552,32304,1049356,278.984,1158.932,0,0
15-12 14:30:10,0.250,0,99.260,0,0,999068,5321552,32304,1049356,587.059,1009.101,0,240.024
15-12 14:30:11,0,0.250,99.251,0,0,999276,5321312,32304,1049388,247.003,689.008,0,4.000
15-12 14:30:12,0.250,0.500,99.232,0,0,999276,5321312,32304,1049388,278.948,1158.784,0,0
15-12 14:30:13,0.250,0,99.272,0,0,999264,5321312,32316,1049388,517.116,967.217,0,52.012
15-12 14:30:14,0.500,0,99.248,0,0,999264,5321312,32316,1049388,232.994,688.983,0,0
15-12 14:30:15,0.250,0,99.247,0,0,999264,5321312,32316,1049388,440.984,1254.956,0,0
15-12 14:30:16,0.250,0.500,93.991,4.750,0,999264,5321312,32316,1049388,456.954,858.913,0,44907.467
15-12 14:30:17,0.500,0,99.766,0,0,999264,5321312,32316,1049388,173.027,643.100,0,0
15-12 14:30:18,0,0,98.993,0,0,999264,5321312,32316,1049388,278.981,1166.921,0,4.000
15-12 14:30:19,0,0.250,99.505,0,0,999256,5321312,32324,1049388,397.019,859.041,0,68.003
15-12 14:30:20,0.250,0,99.247,0,0,999256,5321312,32324,1049388,274.990,730.974,0,4.000
15-12 14:30:21,0.250,0,99.502,0,0,999256,5321312,32324,1049388,339.008,2323.056,0,0
15-12 14:30:22,0.250,0.250,99.253,0,0,999252,5321312,32324,1049392,173.006,635.020,0,120.004
15-12 14:30:23,0,0,99.498,0,0,999252,5321312,32324,1049392,296.995,748.988,0,0
15-12 14:30:24,0.500,0,99.000,0,0,999252,5321312,32324,1049392,279.000,1159.000,0,0
15-12 14:30:25,0.250,0.250,99.246,0,0,999224,5321312,32332,1049412,18100.350,1527.945,0,51.998
15-12 14:30:26,0.250,0,98.747,0,0,999224,5321312,32332,1049412,238.992,634.978,0,0
15-12 14:30:27,0.500,0,99.506,0,0,999224,5321312,32332,1049412,610.035,1956.112,0,16.001
15-12 14:30:28,8.748,3.749,86.733,0,0,983220,5291392,32332,1093960,6776.647,3364.328,0,0
15-12 14:30:29,50.586,4.984,43.110,0,0,1040948,5233684,32332,1094204,172.440,676.804,0,0
15-12 14:30:30,43.101,3.759,51.621,0.752,0,1068400,5206216,32344,1094204,1481.468,3665.581,0,4935.554
15-12 14:30:31,52.280,4.503,42.275,0,0,1108220,5166160,32344,1094328,574.334,3571.078,0,0
15-12 14:30:32,57.189,9.740,30.468,0,0,1121740,4911216,32344,1329264,250174854.953,1383375.057,0,0
15-12 14:30:33,50.578,4.257,43.067,0,0,1143636,4881272,32344,1337112,23691.644,8157911.965,0,0
15-12 14:30:34,32.980,3.248,64.710,0,0,1137804,4877156,32344,1346824,39353.732,9958821.683,0,0
15-12 14:30:35,30.255,3.001,62.511,2.750,0,1138316,4866348,32356,1356820,42605.579,10108833.169,0,22996.091
15-12 14:30:36,29.999,3.250,64.248,2.000,0,1134444,4860248,32356,1366552,34735.009,10101424.837,0,17307.506
15-12 14:30:37,31.006,3.751,62.262,1.750,0,1136688,4848192,32356,1376084,29000.678,9836240.670,0,24956.886
15-12 14:30:38,28.744,2.500,67.986,0,0,1137108,4838000,32356,1385576,27177.587,9574748.988,0,0
15-12 14:30:39,28.513,2.751,67.780,0,0,1141364,4824096,32356,1394976,24407.708,9772858.568,0,0
15-12 14:30:40,30.750,3.750,65.499,0,0,1140320,4816168,32364,1403696,25165.669,8793844.299,0,271.996
15-12 14:30:41,27.491,2.749,67.728,0,0,1145212,4801820,32364,1412900,25816.594,9569174.315,0,3.999
15-12 14:30:42,35.263,5.002,55.520,4.252,0,1136648,5043380,32372,1186044,44724.978,7061492.690,0,66419.728
15-12 14:30:43,1.250,1.000,97.236,0,0,983488,5196484,32372,1186016,161498.945,5416.227,0,7.999
15-12 14:30:44,2.500,3.250,91.252,0,0,990580,5143816,32372,1230596,47778480.990,149133.975,0,0
15-12 14:30:45,14.741,5.997,77.455,0,0,993580,5094644,32384,1275504,117781.686,110931.659,0,175.898
15-12 14:30:46,42.007,5.001,50.758,0.500,0,1040912,5047268,32384,1275532,293.048,3023.499,0,4856.801
15-12 14:30:47,55.028,4.002,41.021,0,0,1067116,5021060,32384,1275536,293.148,1865.942,0,0
15-12 14:30:48,48.472,3.248,47.473,0,0,1102368,4985808,32384,1275536,1692.025,3522.970,0,0
15-12 14:30:49,54.234,4.999,40.238,0,0,1186000,4902172,32384,1275540,1446.573,1544.544,0,3.999
