"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_stanford_fifo.csv 1",,,,"Date:","15 Dec 2025 13:57:42 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
15-12 13:58:15,25.494,4.455,68.810,0,0,1665916,4858884,30168,852748,3997.888,4728.557,0,0
15-12 13:58:16,27.270,1.262,69.436,0,0,1667136,4857656,30168,852756,4436381.720,10623.023,8.080,0
15-12 13:58:17,10.250,1.500,87.251,0,0,1668956,4855836,30168,852756,9328700.780,8636.054,0,36.000
15-12 13:58:18,18.182,2.242,78.207,0,0,1669436,4855340,30180,852756,10588171.289,10998.812,0,99.627
15-12 13:58:19,78.528,6.021,10.286,0,0,1725904,4798864,30180,852764,8659576.113,1066346.089,0,0
15-12 13:58:20,78.513,5.501,12.252,0,0,1746068,4778684,30180,852780,271048.077,7303136.607,0,0
15-12 13:58:21,74.177,8.242,11.738,0,0,1792124,4732620,30180,852788,8875545.954,6929747.608,0,19.980
15-12 13:58:22,71.234,7.748,14.997,0,0,1844216,4680520,30180,852796,10206716.454,7645160.578,0,295.933
15-12 13:58:23,74.335,5.006,15.017,0.751,0,1846728,4677988,30188,852808,7569410.197,7653975.792,0,11573.220
15-12 13:58:24,73.269,5.483,14.953,0.249,0,1849820,4674880,30188,852824,11822155.600,8150929.121,0,33095.702
15-12 13:58:25,75.808,6.505,14.761,0,0,1880932,4643760,30188,852832,11217783.110,8703791.912,0,0
15-12 13:58:26,68.481,6.248,14.246,0,0,1877776,4646520,30188,852852,12469505.721,10271805.596,0,0
15-12 13:58:27,68.072,5.256,21.523,0.751,0,1880544,4643472,30188,852864,8914482.864,11099433.242,0,44899.642
15-12 13:58:28,74.875,6.260,12.521,0,0,1895588,4628396,30200,852880,8893699.330,7660205.335,0,124.208
15-12 13:58:29,25.472,1.498,71.671,0,0,1897844,4626124,30200,852896,22261.485,18523.602,0,0
15-12 13:58:30,1.502,0.250,97.128,0,0,1897844,4626124,30200,852896,1143.501,2399.150,0,0
15-12 13:58:31,20.229,1.998,76.422,0,0,1899356,4624612,30200,852896,4507.397,5562.319,0,0
15-12 13:58:32,63.818,7.258,21.773,0,0,1906060,4610792,30200,859884,2544609.294,4846340.896,0,0
15-12 13:58:33,1.250,0.500,97.263,0,0,1905908,4610792,30208,859964,1166.161,2456.339,0,60.008
15-12 13:58:34,2.992,1.247,95.496,0,0,1905908,4610792,30208,859964,991.367,1825.152,0,119.682
15-12 13:58:35,1.248,0,97.375,0,0,1905908,4610792,30208,859964,4615.073,2042.377,0,0
15-12 13:58:36,6.251,1.000,91.517,0,0,1905908,4610792,30208,859964,7843.484,26226.963,0,0
15-12 13:58:37,17.559,5.017,73.749,0,0,1901120,4615336,30208,860012,3241.949,25963.686,0,349.179
15-12 13:58:38,1.996,2.246,95.571,0,0,1262816,5254856,30208,859620,1474.233,7375.157,0,0
15-12 13:58:39,17.534,2.254,79.153,0,0,1264160,5253348,30220,859772,22937.429,234569.352,0,136.264
15-12 13:58:40,2.000,0.750,97.016,0,0,1252000,5265424,30220,859856,1127.187,2223.369,0,0
15-12 13:58:41,0.750,0.250,98.245,0,0,1251956,5265468,30220,859856,1901.904,9723.507,0,0
15-12 13:58:42,0.500,0,99.255,0,0,1252208,5265216,30220,859856,485.026,1323.070,0,0
15-12 13:58:43,0.500,0,98.247,0,0,1252208,5265216,30220,859856,292.991,786.975,0,4.000
15-12 13:58:44,0.250,0.500,99.002,0.250,0,1252208,5265216,30228,859848,173.004,671.016,0,68.002
15-12 13:58:45,1.500,0.750,97.236,0,0,1255648,5307784,30228,814960,499.928,1244.820,0,0
15-12 13:58:46,5.748,8.997,84.225,0,0,929328,5634484,30228,814896,1771.484,5617.364,0,7.998
15-12 13:58:47,0.999,0.750,96.692,0,0,923844,5685940,30228,770168,1380.178,33531.038,0,0
15-12 13:58:48,1.001,0.501,98.600,0,0,923844,5685940,30228,770168,579.588,7106.210,0,0
