"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu02",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fifo_w02.csv 1",,,,"Date:","15 Dec 2025 16:20:02 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
15-12 16:20:45,1.747,0.250,97.335,0,0,1298600,3822636,51420,2189896,5045.441,7734.879,0,0
15-12 16:20:46,1.753,0.501,96.899,0,0,1298600,3822636,51420,2189896,5480.417,7878.100,0,0
15-12 16:20:47,2.499,0.999,91.947,3.998,0,1298600,3822636,51420,2189896,5046.102,7842.497,0,47364.803
15-12 16:20:48,1.751,0.250,93.570,3.753,0,1298600,3822636,51420,2189896,4848.606,7334.455,0,42187.375
15-12 16:20:49,3.000,0.500,95.256,0,0,1298588,3822636,51432,2189896,6816.456,27736.855,0,92.006
15-12 16:20:50,1.000,0.250,98.498,0,0,1298588,3822636,51432,2189896,1279.973,2658.943,0,4.000
15-12 16:20:51,0.500,0,99.001,0,0,1298588,3822636,51432,2189896,988.006,1769.011,0,0
15-12 16:20:52,1.500,0,97.491,0,0,1298584,3822636,51432,2189900,3395.686,1933.821,0,0
15-12 16:20:53,0.500,0.750,98.514,0,0,1299092,3822160,51432,2189900,1136.156,2325.319,0,208.029
15-12 16:20:54,0.500,0,98.744,0,0,1299336,3821908,51432,2189908,4241.737,2958.817,0,0
15-12 16:20:55,1.250,0,98.002,0,0,1299328,3821908,51440,2189908,3488.077,1988.044,0,60.001
15-12 16:20:56,1.000,0.250,99.008,0,0,1299328,3821908,51440,2189908,1274.107,2453.205,0,4.000
15-12 16:20:57,0,0,98.991,0,0,1299328,3821908,51440,2189908,987.914,1768.846,0,4.000
15-12 16:20:58,2.750,0.500,95.990,0,0,1299328,3821908,51440,2189908,3475.624,2037.779,0,163.982
15-12 16:20:59,0.250,0.250,99.007,0,0,1299328,3821908,51440,2189908,1094.072,2291.151,0,0
15-12 16:21:00,0.750,0,99.241,0.250,0,1299320,3821908,51448,2189908,1061.901,1814.831,0,19.998
15-12 16:21:01,43.316,5.975,48.792,0,0,1300108,3821012,51448,2189968,21036.530,97442.571,0,0
15-12 16:21:02,4.268,0.753,94.408,0,0,1300156,3820760,51448,2190136,2972.837,124959.573,0,4.017
15-12 16:21:03,2.750,1.500,95.754,0,0,1300156,3820760,51448,2190136,2138.088,10363.427,0,0
15-12 16:21:04,0.500,0,99.000,0,0,1300156,3820760,51448,2190136,298.999,749.999,0,0
15-12 16:21:05,1.748,1.248,96.870,0,0,1305660,3861008,51448,2145416,451.396,1204.387,0,0
15-12 16:21:06,1.252,0,98.130,0,0,1305832,3861080,51456,2145264,307.408,868.153,0,80.106
15-12 16:21:07,0.750,0,98.744,0,0,1305832,3861080,51456,2145264,1530.908,3283.802,0,0
