"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu04",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_roadNet_fifo_new04.csv 1",,,,"Date:","16 Dec 2025 17:09:41 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 17:10:44,0.250,0.250,99.495,0,0,253748,6646072,33896,485208,59.997,337.984,0,0
16-12 17:10:45,0,0,98.929,0,0,253748,6646072,33896,485208,59.957,337.756,0,3.997
16-12 17:10:46,0.751,0,99.572,0.250,0,253748,6646072,33904,485200,60.043,346.251,0,16.012
16-12 17:10:47,0,0.250,99.499,0,0,253740,6646072,33904,485208,161.998,441.996,0,4.000
16-12 17:10:48,0,0,99.251,0,0,253740,6646072,33904,485208,60.001,346.005,0,0
16-12 17:10:49,0.250,0.250,99.749,0,0,253740,6646072,33904,485208,119.999,391.997,0,0
16-12 17:10:50,0,0,99.226,0,0,253740,6646072,33904,485208,265.935,499.877,0,3.999
16-12 17:10:51,0.498,0,98.817,0,0,253740,6646072,33904,485208,119.476,398.254,0,0
16-12 17:10:52,0,0.251,99.718,0,0,253732,6646072,33912,485208,168.793,436.048,0,16.076
16-12 17:10:53,0.250,0,99.499,0,0,253732,6646072,33912,485208,59.999,345.996,0,4.000
16-12 17:10:54,0.250,0.250,99.247,0,0,253700,6646072,33912,485240,59.998,345.990,0,0
16-12 17:10:55,0.250,0,99.503,0,0,253700,6646072,33912,485240,60.002,338.011,0,0
16-12 17:10:56,0,0.500,98.984,0,0,253700,6646072,33912,485240,59.991,337.947,0,3.999
16-12 17:10:57,0,0,99.765,0,0,253700,6646072,33912,485240,102.015,388.058,0,0
16-12 17:10:58,0.750,0,99.253,0,0,253692,6646072,33920,485240,60.002,338.011,0,20.001
16-12 17:10:59,0.250,0.250,99.498,0,0,253692,6646072,33920,485240,887.985,1154.981,0,39.999
16-12 17:11:00,0,0,99.179,0,0,253692,6646072,33920,485240,133.904,399.712,0,0
16-12 17:11:01,0,0.250,99.322,0,0,253692,6646072,33920,485240,60.044,338.247,0,0
16-12 17:11:02,0.250,0,99.249,0,0,253692,6646072,33920,485240,101.999,379.996,0,0
16-12 17:11:03,0.250,0,99.989,0,0,253692,6646072,33920,485240,119.987,391.956,0,4.000
16-12 17:11:04,0.250,0,99.007,0,0,253684,6646072,33928,485240,120.009,346.026,0,36.003
16-12 17:11:05,0,0,99.499,0,0,253684,6646072,33928,485240,59.999,345.997,0,40.000
16-12 17:11:06,0.500,0,98.966,0,0,253684,6646072,33928,485240,119.958,399.861,0,0
16-12 17:11:07,0.250,0,99.210,0,0,253684,6646072,33928,485240,101.959,379.846,0,0
16-12 17:11:08,0.500,0.250,99.317,0,0,253684,6646072,33928,485240,60.040,338.228,0,0
16-12 17:11:09,0.250,0,99.263,0,0,253684,6646072,33928,485240,60.008,882.112,0,4.001
16-12 17:11:10,0,0,99.252,0.250,0,253676,6646072,33936,485240,120.003,400.009,0,16.000
16-12 17:11:11,0.250,0,99.498,0,0,253676,6646072,33936,485240,249.994,459.989,0,4.000
16-12 17:11:12,0.500,0,99.000,0,0,253676,6646072,33936,485240,102.000,388.000,0,0
16-12 17:11:13,0,0.250,99.998,0,0,253672,6646072,33936,485244,119.998,391.994,0,0
16-12 17:11:14,0,0,99.001,0,0,253672,6646072,33936,485244,120.001,338.002,0,4.000
16-12 17:11:15,0,0,99.752,0,0,253672,6646072,33936,485244,60.001,346.008,0,0
16-12 17:11:16,0.500,0,99.000,0,0,253664,6646072,33944,485244,60.000,337.998,0,16.000
16-12 17:11:17,0.250,0.500,99.500,0,0,253664,6646072,33944,485244,119.999,1337.994,0,8.000
16-12 17:11:18,0,0.250,99.501,0,0,253664,6646072,33944,485244,102.002,388.006,0,0
16-12 17:11:19,0.250,0,99.249,0,0,253664,6646072,33944,485244,60.000,337.998,0,0
16-12 17:11:20,0.250,0,99.252,0,0,253664,6646072,33944,485244,60.001,338.007,0,0
16-12 17:11:21,0.250,0.250,99.742,0,0,253664,6646072,33944,485244,179.986,391.969,0,4.000
16-12 17:11:22,0,0,99.255,0,0,253656,6646072,33952,485244,120.006,400.020,0,24.001
16-12 17:11:23,0.250,0,99.498,0,0,253656,6646072,33952,485244,101.998,387.994,0,4.000
16-12 17:11:24,0,0,99.251,0,0,253656,6646072,33952,485244,60.001,346.004,0,0
16-12 17:11:25,0.250,0.250,99.750,0,0,253656,6646072,33952,485244,60.000,338.001,0,0
16-12 17:11:26,0.500,0,99.002,0,0,253656,6646072,33952,485244,134.003,392.009,0,0
16-12 17:11:27,0,0,99.497,0,0,253648,6646072,33960,485244,125.996,391.989,0,16.000
16-12 17:11:28,0,0.250,99.503,0,0,253648,6646072,33960,485244,102.003,388.011,0,0
16-12 17:11:29,0.250,0,99.499,0,0,253648,6646072,33960,485244,119.999,391.996,0,4.000
16-12 17:11:30,0.250,0,99.499,0,0,253648,6646072,33960,485244,59.999,345.997,0,4.000
16-12 17:11:31,0.250,0.250,99.001,0,0,253648,6646072,33960,485244,60.001,346.005,0,0
16-12 17:11:32,0,0,99.498,0,0,253640,6646072,33968,485244,59.999,337.993,0,20.000
16-12 17:11:33,0.250,0,99.252,0,0,253640,6646072,33968,485244,192.005,496.012,0,0
16-12 17:11:34,0.250,0.250,99.750,0,0,253640,6646072,33968,485244,60.000,337.999,0,0
16-12 17:11:35,0,0,99.000,0,0,253640,6646072,33968,485244,60.000,338.002,0,4.000
16-12 17:11:36,0.250,0,99.500,0,0,253640,6646072,33968,485244,240.000,453.999,0,0
16-12 17:11:37,0.250,0,99.251,0,0,253640,6646072,33968,485244,60.001,338.004,0,4.000
16-12 17:11:38,0.250,0,99.721,0,0,253632,6646072,33976,485244,125.964,971.722,0,15.995
16-12 17:11:39,0.250,0.500,99.246,0,0,253632,6646072,33976,485244,161.994,441.984,0,0
16-12 17:11:40,0,0,99.029,0,0,253632,6646072,33976,485244,60.017,338.098,0,8.002
16-12 17:11:41,0.500,0.250,99.501,0,0,253632,6646072,33976,485244,120.002,400.005,0,4.000
16-12 17:11:42,0,0,99.248,0,0,253632,6646072,33976,485244,59.999,345.992,0,0
16-12 17:11:43,0.500,0,99.752,0,0,253632,6646072,33976,485244,60.001,338.005,0,0
16-12 17:11:44,0,0,99.245,0.250,0,253624,6646072,33984,485244,101.995,379.982,0,19.999
16-12 17:11:45,0.250,0,99.254,0,0,253624,6646072,33984,485244,60.003,346.014,0,0
16-12 17:11:46,0.250,0,99.500,0,0,253624,6646072,33984,485244,120.000,392.000,0,0
16-12 17:11:47,0,0.250,99.502,0,0,253624,6646072,33984,485244,60.001,338.008,0,4.000
16-12 17:11:48,0.250,0,99.001,0,0,253624,6646072,33984,485244,60.000,346.002,0,0
16-12 17:11:49,0.250,0.250,99.999,0,0,253616,6646072,33992,485244,161.998,433.995,0,16.000
16-12 17:11:50,0,0,98.997,0,0,253616,6646072,33992,485244,119.997,399.990,0,4.000
16-12 17:11:51,0.250,0,99.749,0,0,253616,6646072,33992,485244,119.999,345.996,0,0
16-12 17:11:52,0,0,99.001,0,0,253616,6646072,33992,485244,120.002,392.006,0,0
16-12 17:11:53,0.500,0.250,99.747,0,0,253616,6646072,33992,485244,59.998,337.991,0,4.000
16-12 17:11:54,0,0.250,98.999,0.250,0,253576,6646072,34000,485276,101.999,387.997,0,20.000
16-12 17:11:55,0.500,0,99.750,0,0,253576,6646072,34000,485276,184.000,406.001,0,4.000
16-12 17:11:56,0,0.250,98.753,0,0,253576,6646072,34000,485276,60.002,346.010,0,0
16-12 17:11:57,0.250,0,99.502,0,0,253576,6646072,34000,485276,60.001,338.007,0,0
16-12 17:11:58,0.250,0.250,99.236,0,0,253576,6646072,34000,485276,59.992,337.954,0,0
16-12 17:11:59,0.748,0.249,98.730,0,0,253568,6646072,34008,485276,163.553,432.818,0,63.826
16-12 17:12:00,0.501,0,98.626,0,0,253820,6645820,34008,485276,876.121,1156.480,0,0
16-12 17:12:01,0.250,0,98.877,0,0,253820,6645820,34008,485276,180.231,392.502,0,4.005
16-12 17:12:02,0,0,99.508,0,0,253816,6645820,34008,485280,60.005,346.027,0,0
16-12 17:12:03,0.750,0.250,99.771,0,0,253816,6645820,34008,485280,126.026,392.081,0,0
16-12 17:12:04,0,0.250,98.995,0,0,253816,6645820,34008,485280,101.994,379.979,0,0
16-12 17:12:05,0.250,0.250,99.252,0,0,253808,6645820,34016,485280,126.002,392.007,0,44.001
16-12 17:12:06,0.250,0.250,99.751,0,0,253808,6645820,34016,485280,60.001,346.004,0,0
16-12 17:12:07,0,0,99.250,0,0,253808,6645820,34016,485280,120.000,928.003,0,0
16-12 17:12:08,0.250,0,99.225,0,0,253808,6645820,34016,485280,59.985,337.915,0,3.999
16-12 17:12:09,0.250,0,99.494,0,0,253808,6645820,34016,485280,161.990,441.972,0,0
16-12 17:12:10,0.250,0,99.383,0,0,253808,6645820,34016,485280,59.929,337.602,0,0
16-12 17:12:11,0.501,0.250,99.130,0,0,253800,6645820,34024,485280,120.157,392.514,0,28.037
16-12 17:12:12,0,0.250,99.502,0,0,253800,6645820,34024,485280,126.003,400.009,0,0
16-12 17:12:13,0.250,0,99.508,0,0,253800,6645820,34024,485280,126.010,392.030,0,0
16-12 17:12:14,0,0.250,99.194,0,0,253800,6645820,34024,485280,161.909,433.756,0,35.980
16-12 17:12:15,0.250,0,99.450,0,0,253800,6645820,34024,485280,59.970,345.825,0,0
16-12 17:12:16,0.250,0,99.104,0,0,253800,6645820,34024,485280,60.063,338.356,0,0
16-12 17:12:17,0,0,99.759,0,0,253800,6645820,34032,485272,120.010,1502.131,0,20.002
16-12 17:12:18,0.500,0,99.254,0,0,253792,6645820,34032,485280,60.002,346.014,0,0
16-12 17:12:19,0,0,99.250,0,0,253792,6645820,34032,485280,102.000,380.000,0,4.000
16-12 17:12:20,0.249,0,99.530,0,0,253792,6645820,34032,485280,59.868,345.237,0,0
16-12 17:12:21,0.251,0.501,99.219,0,0,253792,6645820,34032,485280,60.133,338.749,0,0
16-12 17:12:22,0,0.250,99.501,0,0,253792,6645820,34032,485280,120.001,392.002,0,0
16-12 17:12:23,0,0,99.250,0,0,253784,6645820,34040,485280,245.999,445.998,0,20.000
16-12 17:12:24,0.250,0,99.740,0,0,253784,6645820,34040,485280,59.994,345.966,0,4.000
16-12 17:12:25,0.748,0,99.263,0,0,253784,6645820,34040,485280,221.471,494.818,0,0
16-12 17:12:26,0,0,99.495,0,0,253784,6645820,34040,485280,120.296,338.833,0,4.010
16-12 17:12:27,0,0,99.006,0,0,253784,6645820,34040,485280,60.004,346.021,0,0
16-12 17:12:28,0,0.250,99.499,0,0,253784,6645820,34040,485280,119.999,391.997,0,0
16-12 17:12:29,0,0.250,99.245,0,0,253776,6645820,34048,485280,59.997,337.983,0,19.999
16-12 17:12:30,0.499,0,99.723,0,0,253776,6645820,34048,485280,101.718,386.926,0,0
16-12 17:12:31,0.251,0,99.032,0,0,253776,6645820,34048,485280,60.171,338.964,0,4.011
16-12 17:12:32,0,0,99.493,0,0,253776,6645820,34048,485280,59.996,345.974,0,0
16-12 17:12:33,0.500,0.250,99.005,0,0,253776,6645820,34048,485280,60.003,338.016,0,0
16-12 17:12:34,0,0,99.999,0,0,253776,6645820,34048,485280,59.999,337.996,0,4.000
16-12 17:12:35,0.499,0.249,98.770,0,0,253768,6645820,34056,485280,101.763,387.100,0,15.963
16-12 17:12:36,0,0.251,99.474,0,0,253768,6645820,34056,485280,60.135,883.991,0,0
16-12 17:12:37,0.250,0,99.253,0,0,253768,6645820,34056,485280,180.005,446.013,0,0
16-12 17:12:38,0.250,0,100.009,0,0,253768,6645820,34056,485280,60.005,338.029,0,0
16-12 17:12:39,0,0,98.899,0,0,253768,6645820,34056,485280,59.939,337.656,0,0
16-12 17:12:40,0.250,0,99.529,0,0,253760,6645820,34064,485280,226.066,440.128,0,12.003
16-12 17:12:41,0,0,99.568,0,0,253760,6645820,34064,485280,60.041,346.238,0,4.003
16-12 17:12:42,0,0.250,99.001,0,0,253760,6645820,34064,485280,120.002,400.006,0,0
16-12 17:12:43,0.250,0,99.750,0,0,253760,6645820,34064,485280,60.000,338.001,0,0
16-12 17:12:44,0,0,99.251,0,0,253760,6645820,34064,485280,120.002,392.005,0,0
16-12 17:12:45,0.499,0.250,99.397,0,0,253760,6645820,34064,485280,227.765,487.496,0,0
16-12 17:12:46,0,0.250,99.099,0,0,253760,6645820,34064,485280,60.060,338.339,0,0
16-12 17:12:47,0.250,0.250,100.004,0,0,253752,6645820,34072,485280,120.005,392.016,0,16.001
16-12 17:12:48,0.250,0,99.002,0,0,253752,6645820,34072,485280,60.001,346.005,0,0
16-12 17:12:49,0,0,99.154,0,0,253752,6645820,34072,485280,59.942,337.674,0,0
16-12 17:12:50,0.499,0.249,98.797,0,0,253752,6645820,34072,485280,161.667,433.108,0,0
16-12 17:12:51,0.501,0,99.295,0,0,253752,6645820,34072,485280,60.178,339.006,0,0
16-12 17:12:52,0.250,0,99.112,0,0,253748,6645820,34072,485284,59.917,337.531,0,0
16-12 17:12:53,0,0.500,99.526,0.250,0,253740,6645820,34080,485284,60.016,338.089,0,20.005
16-12 17:12:54,0.500,0,98.991,0,0,253944,6645580,34080,485316,59.995,345.970,0,0
16-12 17:12:55,0.250,0,99.062,0,0,253944,6645580,34080,485316,101.806,379.279,0,0
16-12 17:12:56,0.752,0.251,99.036,0,0,253944,6645580,34080,485316,126.365,393.136,0,0
16-12 17:12:57,0,0,99.768,0,0,253944,6645580,34080,485316,60.011,338.061,0,4.001
16-12 17:12:58,0.250,0.500,99.004,0,0,253936,6645580,34088,485316,126.005,400.017,0,28.001
16-12 17:12:59,0,0,99.243,0,0,253936,6645580,34088,485316,933.932,1208.912,0,47.996
16-12 17:13:00,0,0.249,99.286,0,0,253936,6645580,34088,485316,167.638,441.049,0,0
16-12 17:13:01,0.501,0.251,98.964,0,0,253936,6645580,34088,485316,60.130,338.733,0,0
16-12 17:13:02,0.250,0.250,99.498,0,0,253936,6645580,34088,485316,59.999,337.992,0,0
16-12 17:13:03,0.250,0,99.510,0,0,253936,6645580,34088,485316,60.006,338.035,0,8.001
16-12 17:13:04,0.250,0,99.500,0,0,253928,6645580,34096,485316,60.000,346.000,0,32.000
16-12 17:13:05,0,0,99.145,0,0,253928,6645580,34096,485316,101.892,923.019,0,3.996
16-12 17:13:06,0.501,0,99.606,0,0,253928,6645580,34096,485316,134.142,400.425,0,0
16-12 17:13:07,0.250,0.250,99.250,0,0,253928,6645580,34096,485316,60.000,338.000,0,0
16-12 17:13:08,0,0,99.749,0,0,253928,6645580,34096,485316,179.999,391.998,0,0
16-12 17:13:09,0,0,99.250,0,0,253928,6645580,34096,485316,133.999,391.998,0,20.000
16-12 17:13:10,0.250,0,99.373,0,0,253920,6645580,34104,485316,101.870,387.504,0,11.985
16-12 17:13:11,0,0,99.372,0,0,253920,6645580,34104,485316,60.074,346.426,0,4.005
16-12 17:13:12,0,0,99.256,0,0,253920,6645580,34104,485316,120.007,400.024,0,0
16-12 17:13:13,0.500,0,99.241,0,0,253920,6645580,34104,485316,59.995,337.971,0,0
16-12 17:13:14,0.500,0.750,99.753,0,0,253920,6645580,34104,485316,60.002,338.012,0,0
16-12 17:13:15,0,0,99.044,0,0,253920,6645580,34104,485316,59.875,337.298,0,0
16-12 17:13:16,0,0,99.463,0,0,253920,6645580,34112,485308,282.605,489.047,0,12.026
16-12 17:13:17,0.250,0,99.499,0,0,253912,6645580,34112,485316,239.998,1617.988,0,4.000
16-12 17:13:18,0.250,0,99.250,0,0,253912,6645580,34112,485316,240.000,453.999,0,0
16-12 17:13:19,0,0,99.746,0,0,253912,6645580,34112,485316,253.991,445.984,0,0
16-12 17:13:20,0.250,0.250,99.102,0,0,253912,6645580,34112,485316,59.911,337.497,0,0
16-12 17:13:21,0.501,0,99.147,0,0,253912,6645580,34112,485316,102.152,380.565,0,0
16-12 17:13:22,0.250,0,100.005,0,0,253904,6645580,34120,485316,120.006,392.019,0,12.001
16-12 17:13:23,0,0,99.001,0,0,253904,6645580,34120,485316,60.000,346.002,0,4.000
16-12 17:13:24,0,0.250,99.750,0,0,253904,6645580,34120,485316,183.999,405.999,0,0
16-12 17:13:25,0.250,0,99.156,0,0,253904,6645580,34120,485316,119.886,391.629,0,0
16-12 17:13:26,0,0,99.090,0,0,253904,6645580,34120,485316,102.093,380.346,0,0
16-12 17:13:27,0,0,100.000,0,0,253904,6645580,34120,485316,60.000,338.001,0,0
16-12 17:13:28,0.500,0.250,99.004,0,0,253896,6645580,34128,485316,60.002,338.013,0,16.001
16-12 17:13:29,0.250,0.250,99.500,0,0,253896,6645580,34128,485316,60.000,346.000,0,4.000
16-12 17:13:30,0,0,99.639,0,0,253896,6645580,34128,485316,59.933,345.614,0,3.996
16-12 17:13:31,0.250,0.250,99.104,0,0,253896,6645580,34128,485316,102.107,388.406,0,0
16-12 17:13:32,0.250,0,99.499,0,0,253896,6645580,34128,485316,59.999,337.996,0,0
16-12 17:13:33,0.250,0,99.247,0,0,253896,6645580,34128,485316,119.996,391.986,0,0
16-12 17:13:34,0.250,0.250,99.499,0,0,253888,6645580,34136,485316,185.998,981.990,0,16.000
16-12 17:13:35,0.250,0,99.180,0,0,253888,6645580,34136,485316,59.958,345.757,0,3.997
16-12 17:13:36,0,0.250,99.069,0,0,253888,6645580,34136,485316,102.071,388.271,0,0
16-12 17:13:37,0.250,0,100.007,0,0,253888,6645580,34136,485316,60.004,338.023,0,0
16-12 17:13:38,0.250,0,98.996,0,0,253888,6645580,34136,485316,59.997,337.985,0,0
16-12 17:13:39,0,0,99.755,0,0,253888,6645580,34136,485316,60.003,338.017,0,4.000
16-12 17:13:40,0,0,99.542,0,0,253880,6645580,34144,485316,59.875,345.278,0,11.975
16-12 17:13:41,0.501,0.251,99.206,0,0,253880,6645580,34144,485316,222.462,442.920,0,0
16-12 17:13:42,0,0,99.269,0,0,253876,6645580,34144,485320,59.413,334.693,0,0
16-12 17:13:43,0.252,0,99.483,0,0,253876,6645580,34144,485320,60.599,341.374,0,0
16-12 17:13:44,0,0.250,99.501,0,0,253876,6645580,34144,485320,134.001,392.003,0,0
16-12 17:13:45,0.250,0.499,99.363,0,0,253876,6645580,34144,485320,125.827,391.462,0,0
16-12 17:13:46,0,0,99.136,0.250,0,253876,6645580,34152,485312,60.082,338.463,0,12.016
16-12 17:13:47,0.500,0,99.486,0,0,253876,6645580,34152,485312,101.985,387.944,0,0
16-12 17:13:48,0,0,99.514,0,0,253868,6645580,34152,485320,120.017,392.056,0,0
16-12 17:13:49,0.250,0,99.500,0,0,253868,6645580,34152,485320,134.001,392.002,0,0
16-12 17:13:50,0.250,0,98.939,0,0,253868,6645580,34152,485320,133.918,391.759,0,0
16-12 17:13:51,0,0.250,99.563,0,0,253868,6645580,34152,485320,60.038,338.212,0,0
16-12 17:13:52,0.248,0,99.367,0,0,253860,6645580,34160,485320,101.101,376.652,0,15.859
16-12 17:13:53,0,0.252,99.388,0,0,253860,6645580,34160,485320,60.541,349.118,0,0
16-12 17:13:54,0.500,0.250,99.250,0,0,254068,6645340,34160,485352,1009.002,1255.003,0,0
16-12 17:13:55,0.250,0,99.060,0,0,254068,6645340,34160,485352,59.885,337.351,0,0
16-12 17:13:56,0.250,0.250,99.675,0,0,254068,6645340,34160,485352,60.105,338.593,0,0
16-12 17:13:57,0.250,0,99.267,0,0,254068,6645340,34160,485352,102.017,380.064,0,0
16-12 17:13:58,0,0,99.250,0,0,254068,6645340,34168,485344,126.000,392.000,0,24.000
16-12 17:13:59,0.500,0,98.904,0,0,254056,6645340,34168,485352,59.942,345.664,0,39.961
16-12 17:14:00,0.250,0.499,98.894,0,0,254056,6645340,34168,485352,119.871,399.570,0,0
16-12 17:14:01,0.251,0,98.954,0,0,254056,6645340,34168,485352,134.276,392.809,0,0
16-12 17:14:02,0.250,0.250,99.496,0,0,254056,6645340,34168,485352,227.992,487.982,0,0
16-12 17:14:03,0.250,0,99.255,0,0,254056,6645340,34168,485352,60.003,972.050,0,8.000
16-12 17:14:04,0,0,99.495,0,0,254048,6645340,34176,485352,59.997,345.982,0,31.998
16-12 17:14:05,0.250,0.250,99.436,0,0,254048,6645340,34176,485352,125.919,691.555,0,0
16-12 17:14:06,0,0.250,99.066,0,0,254048,6645340,34176,485352,120.080,386.256,0,8.005
16-12 17:14:07,0,0.250,99.251,0,0,254048,6645340,34176,485352,162.001,442.004,0,0
16-12 17:14:08,0.500,0,99.249,0,0,254048,6645340,34176,485352,243.998,451.996,0,0
16-12 17:14:09,0.250,0,99.497,0,0,254048,6645340,34176,485352,59.998,337.988,0,15.999
16-12 17:14:10,0,0,99.127,0,0,254040,6645340,34184,485352,59.926,345.572,0,23.970
