"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu02",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fifo_new002.csv 1",,,,"Date:","16 Dec 2025 17:28:10 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 17:28:46,55.857,3.227,39.224,0,0,1103320,5091412,42140,1162792,1296.882,1969.155,0,19.860
16-12 17:28:47,44.603,4.284,49.894,0,0,1128680,5065988,42140,1162840,2083.473,4360.476,0,4.032
16-12 17:28:48,17.251,1.750,79.754,0,0,1051928,5142888,42152,1162656,22176.220,18573.022,0,216.012
16-12 17:28:49,30.983,3.498,61.966,0,0,1093412,5101312,42156,1162744,8952.128,5853.814,0,0
16-12 17:28:50,50.747,3.250,44.747,0,0,1113056,5081656,42156,1162756,5170.647,5004.658,0,0
16-12 17:28:51,52.001,3.250,42.251,0,0,1131556,5063036,42156,1162876,1652.024,4899.072,0,36.001
16-12 17:28:52,47.670,3.744,46.672,0,0,1167584,5027000,42160,1162880,2268.208,5844.230,0,23.960
16-12 17:28:53,14.525,1.753,83.393,0,0,1028172,5166616,42160,1162692,12210.002,8122.972,0,32.055
16-12 17:28:54,28.245,4.249,66.239,0,0,1057732,5136956,42172,1162780,9370.443,12114.988,0,179.970
16-12 17:28:55,53.027,4.252,41.021,0,0,1077124,5117552,42172,1162792,10389.343,7422.817,0,0
16-12 17:28:56,58.377,4.740,31.933,3.493,0,1129924,5064632,42172,1162912,1542.762,6231.920,0,37732.802
16-12 17:28:57,42.482,4.998,49.729,1.000,0,1163628,5030892,42172,1162928,2865.790,7735.734,0,32334.346
16-12 17:28:58,3.760,1.504,94.003,0,0,1046792,5147728,42172,1162932,212734.483,19922.707,0,0
16-12 17:28:59,3.250,3.750,90.745,0,0,1040640,5108140,42184,1207528,47886197.197,148983.479,0,247.986
16-12 17:29:00,0,0.250,98.888,0,0,1038680,5109980,42184,1207644,452.490,5436.867,0,0
16-12 17:29:01,0.751,0,99.121,0,0,1030616,5118044,42184,1207644,269.328,749.914,0,0
16-12 17:29:02,0.250,0,97.210,1.999,0,1023176,5125484,42184,1207644,166.931,652.732,0,19659.924
16-12 17:29:03,0.500,0.250,99.038,0,0,1020992,5172564,42184,1162764,452.176,1183.460,0,0
16-12 17:29:04,0.250,0.750,98.746,0,0,1020992,5172564,42184,1162764,166.993,652.973,0,0
16-12 17:29:05,0.500,0.250,98.755,0,0,1012300,5226424,42192,1118060,178.008,653.031,0,136.006
16-12 17:29:06,0.250,0,99.003,0,0,1007540,5231184,42192,1118060,124400.976,3157.101,0,0
16-12 17:29:07,0.500,0,99.222,0,0,1003060,5235544,42192,1118180,166.953,652.816,0,0
16-12 17:29:08,1.250,0.500,97.507,0,0,1000508,5230540,42192,1125576,5501.369,2698.181,0,0
16-12 17:29:09,42.144,6.733,49.875,0,0,1027700,5166112,42224,1162968,1430.414,2520.680,0,3.990
16-12 17:29:10,59.136,4.260,35.081,0.501,0,1053876,5139932,42236,1162960,1448.324,1873.300,0,280.644
16-12 17:29:11,62.437,3.247,32.218,0,0,1083736,5109944,42236,1163088,903.090,3971.996,0,0
16-12 17:29:12,26.781,10.512,61.070,0,0,1646872,4546740,42236,1163124,22880.205,7290.350,0,8.009
16-12 17:29:13,8.750,3.500,87.247,0,0,989920,5203824,42236,1163012,3821.852,2739.894,0,31.999
16-12 17:29:14,62.491,4.499,31.245,0,0,1040584,5153172,42236,1163016,466.933,5118.262,0,0
16-12 17:29:15,56.777,4.502,37.768,0,0,1095636,5098012,42248,1163112,16303.685,11057.212,0,212.100
16-12 17:29:16,42.491,6.499,49.990,0,0,1303744,4889860,42248,1163140,2322.534,10356.921,0,0
16-12 17:29:17,10.502,7.751,81.014,0,0,1651700,4541872,42248,1163152,10243.718,4177.701,0,20.003
16-12 17:29:18,14.215,3.741,81.548,0,0,1088328,5105424,42248,1162988,4031.993,6501.863,0,31.921
16-12 17:29:19,54.902,5.490,37.238,0,0,1119524,5074176,42248,1163040,9902.399,4244.158,0,0
16-12 17:29:20,53.660,3.946,40.245,0,0,1139156,5054520,42260,1163052,5987.869,14494.620,0,189.390
16-12 17:29:21,59.145,4.242,34.189,0,0,1180112,5013444,42260,1163172,1198.878,2295.937,0,0
16-12 17:29:22,25.525,12.762,61.560,0,0,1722352,4471180,42260,1163180,7735.481,2780.689,0,8.008
16-12 17:29:23,11.010,3.253,83.827,0,0,1142248,5051392,42260,1163072,26188.931,7528.880,0,32.029
16-12 17:29:24,56.728,4.498,36.236,0,0,1174236,5019400,42260,1163076,512.800,5658.796,0,0
16-12 17:29:25,43.190,3.475,50.885,0,0,1177648,5015968,42272,1163084,6342.527,5660.417,0,190.633
16-12 17:29:26,46.334,4.533,47.593,0,0,1197504,4995972,42272,1163208,586.223,1252.020,0,0
16-12 17:29:27,28.498,3.000,67.496,0,0,1210004,4983428,42272,1163216,14107.078,12099.209,0,11.999
16-12 17:29:28,6.754,2.501,90.054,0,0,1113956,5079636,42276,1163104,4129.466,6045.611,0,128.076
16-12 17:29:29,49.659,4.991,44.418,0,0,1156544,5037048,42276,1163104,14942.536,1104.969,0,0
16-12 17:29:30,54.334,3.505,40.813,0,0,1161012,5032572,42276,1163112,1451.244,3698.718,0,0
16-12 17:29:31,57.508,4.251,35.755,0,0,1175980,5017452,42288,1163236,889.117,3752.495,0,228.030
16-12 17:29:32,28.235,3.748,65.466,0,0,1180744,5012664,42288,1163252,13310.066,15345.006,0,0
16-12 17:29:33,6.503,2.501,85.535,4.752,0,1029160,5164368,42296,1163140,3994.614,2164.875,0,45214.270
16-12 17:29:34,57.235,5.998,32.742,0,0,1045788,5147736,42296,1163144,14863.169,4303.891,0,0
16-12 17:29:35,40.518,3.001,55.775,0,0,1064932,5128584,42296,1163152,1463.656,5541.485,0,0
16-12 17:29:36,50.925,3.245,44.435,0,0,1118448,5074936,42308,1163272,332.510,1337.030,0,231.659
16-12 17:29:37,37.810,4.507,56.840,0,0,1158892,5034432,42308,1163316,29297.140,14444.749,0,8.013
16-12 17:29:38,0.750,1.500,95.988,1.250,0,1006696,5186640,42312,1163312,195679.032,9781.752,0,9162.831
16-12 17:29:39,4.500,4.250,89.005,0,0,973340,5174892,42312,1207912,47956035.925,45913853.296,0,4.000
16-12 17:29:40,17.739,5.747,74.955,0,0,997652,5104368,42388,1252828,116010.649,108362.287,0,3.998
16-12 17:29:41,53.416,4.493,40.187,0,0,1035940,5066064,42400,1252824,286.552,3106.144,0,323.494
16-12 17:29:42,54.833,4.507,40.061,0,0,1125596,5022468,42400,1207936,572.866,2506.788,0,12.018
16-12 17:29:43,52.581,3.489,39.374,1.495,0,1142476,5005584,42400,1207940,10990.732,14699.830,0,35944.657
16-12 17:29:44,57.652,5.765,35.594,0,0,1231152,4916908,42400,1207940,1193.145,22223.572,0,0
16-12 17:29:45,61.809,4.004,32.031,0,0,1276952,4915812,42400,1163248,5774.540,22378.469,0,0
16-12 17:29:46,74.751,3.500,19.000,0,0,1282080,4910660,42412,1163260,24378.239,20236.199,0,248.002
16-12 17:29:47,32.244,2.000,65.739,0,0,1299600,4893020,42412,1163380,3283.439,123114.966,0,0
16-12 17:29:48,6.251,0.500,92.516,0,0,1316736,4875884,42412,1163380,1811.317,3134.549,0,0
16-12 17:29:49,17.503,0.750,81.012,0,0,1327568,4865048,42412,1163384,2376.361,5845.889,0,20.003
16-12 17:29:50,0.500,0.250,98.765,0,0,1326840,4865776,42412,1163384,1186.183,1908.295,0,0
16-12 17:29:51,1.499,0.500,97.669,0.250,0,1324256,4868344,42424,1163388,2344.049,3246.298,0,131.890
16-12 17:29:52,0.751,0,98.581,0,0,1322080,4870520,42424,1163388,1168.962,1813.493,0,0
16-12 17:29:53,7.500,0.500,91.501,0,0,1322744,4869828,42424,1163416,5827.092,25540.402,0,0
16-12 17:29:54,0.750,0.250,99.003,0,0,1321412,4871160,42424,1163416,1253.041,2990.099,0,0
16-12 17:29:55,0.500,0,98.489,0,0,1321240,4871332,42424,1163416,2299.746,2780.693,0,0
16-12 17:29:56,0.750,0,99.007,0,0,1321156,4871412,42424,1163420,988.066,1702.114,0,0
16-12 17:29:57,2.000,0.500,96.500,0,0,1321616,4870936,42432,1163428,3853.016,10784.044,0,44.000
16-12 17:29:58,4.000,0.500,95.241,0,0,1325364,4867184,42432,1163432,2001.808,5209.500,0,0
16-12 17:29:59,1.000,0.250,98.744,0,0,1325360,4867184,42432,1163436,1197.926,1945.879,0,8.000
16-12 17:30:00,0.750,0.250,98.509,0,0,1325360,4867184,42432,1163436,2280.202,3258.289,0,0
16-12 17:30:01,0.750,0.250,98.750,0,0,1325360,4867184,42432,1163436,1054.001,1702.002,0,0
16-12 17:30:02,3.500,0.250,95.753,0.250,0,1325352,4867184,42440,1163436,3867.111,10550.303,0,40.001
16-12 17:30:03,1.000,0,98.254,0,0,1325844,4866680,42440,1163448,2048.084,3246.133,0,0
16-12 17:30:04,0.500,0.500,98.168,0,0,1325844,4866680,42440,1163448,1262.942,4585.159,0,19.983
16-12 17:30:05,0.750,0,99.031,0,0,1325844,4866680,42440,1163448,1351.419,2160.670,0,0
16-12 17:30:06,0.500,0.250,98.554,0,0,1325844,4866680,42440,1163448,2044.113,2926.594,0,0
16-12 17:30:07,3.250,0.250,95.997,0,0,1325820,4866680,42448,1163464,8312.771,14311.605,0,75.998
16-12 17:30:08,0.500,0,98.724,0,0,1325812,4866680,42448,1163472,1307.657,1806.527,0,0
16-12 17:30:09,1.250,1.250,91.779,5.502,0,1326036,4866456,42448,1163472,2882.901,6804.127,0,44846.021
16-12 17:30:10,0.500,0.250,98.696,0,0,1326036,4866456,42448,1163472,1817.014,2112.854,0,0
16-12 17:30:11,0.750,0,98.778,0,0,1326036,4866456,42448,1163472,1481.423,2273.648,0,4.001
16-12 17:30:12,2.500,0.750,96.516,0,0,1326504,4865980,42448,1163480,8479.379,13610.213,0,0
16-12 17:30:13,0.500,0.250,98.208,0,0,1326484,4865980,42456,1163492,1089.535,2961.735,0,127.945
16-12 17:30:14,1.250,0.500,93.011,4.751,0,1326480,4865980,42456,1163496,2110.255,5364.649,0,45221.468
16-12 17:30:15,0.500,0.250,98.499,0,0,1326480,4865980,42456,1163496,1456.978,2707.959,0,119.998
16-12 17:30:16,0.750,0.250,98.024,0,0,1326480,4865980,42456,1163496,2551.615,3223.777,0,0
16-12 17:30:17,5.996,0.999,92.940,0,0,1326952,4865476,42456,1163528,15602.862,36775.105,0,0
16-12 17:30:18,3.252,0.250,95.817,0,0,1326956,4865252,42464,1163740,6868.823,191705.596,0,136.096
16-12 17:30:19,8.999,4.499,84.490,0,0,1295588,4867916,42464,1192444,31056290.401,29668457.700,0,0
16-12 17:30:20,6.751,1.750,89.268,0,0,1305556,4841940,42464,1208452,16970368.078,16232862.011,0,140.028
16-12 17:30:21,0.500,0,99.491,0,0,1305240,4842256,42464,1208452,272.974,1218.885,0,0
16-12 17:30:22,15.746,1.500,82.227,0,0,1330696,4816800,42464,1208452,792.782,2157.407,0,0
16-12 17:30:23,12.004,0.250,87.532,0,0,1339376,4808112,42472,1208452,209.077,731.269,0,100.037
16-12 17:30:24,2.250,1.750,95.002,0,0,991184,5201868,42472,1163476,2075.048,6400.149,0,0
16-12 17:30:25,0.500,0.250,99.244,0,0,992224,5246660,42472,1118768,376.979,3876.779,0,0
16-12 17:30:26,0,0,98.745,0,0,972868,5266016,42472,1118768,166.992,652.967,0,0
16-12 17:30:27,1.000,0,99.006,0,0,973936,5264824,42472,1118892,124364.021,2970.192,0,0
16-12 17:30:28,0.500,0.250,98.996,0,0,973936,5264824,42472,1118892,208.992,694.975,0,0
16-12 17:30:29,30.730,6.496,61.210,0,0,1033616,5159776,42484,1163680,6783.550,3533.682,0,199.869
16-12 17:30:30,53.991,4.249,39.744,0,0,1075952,5117440,42484,1163680,392.937,1362.783,0,0
16-12 17:30:31,57.969,3.498,36.231,0,0,1134016,5059256,42484,1163800,1311.301,4278.718,0,0
16-12 17:30:32,21.275,10.512,65.327,0,0,1666048,4527288,42484,1163800,2859.391,3225.826,0,4.005
16-12 17:30:33,9.250,2.750,87.005,0,0,1134672,5058768,42484,1163692,24482.286,6582.346,0,32.002
16-12 17:30:34,43.248,4.500,49.998,0,0,1157556,5035832,42496,1163724,604.975,5162.786,0,255.989
16-12 17:30:35,56.484,3.999,37.989,0,0,1175692,5017688,42496,1163732,11137.762,10002.092,0,0
16-12 17:30:36,51.766,4.001,42.263,0,0,1212364,4980896,42496,1163852,6856.061,6989.101,0,0
16-12 17:30:37,17.751,10.751,71.005,0,0,1757308,4435892,42496,1163864,15490.184,8889.680,0,0
16-12 17:30:38,1.250,2.250,95.497,0,0,1151852,5041496,42496,1163716,13853.551,10491.660,0,31.999
16-12 17:30:39,55.480,5.248,37.736,0,0,1192632,5000676,42496,1163756,698.747,9815.443,0,0
16-12 17:30:40,51.971,2.998,43.476,0,0,1216804,4976484,42508,1163764,1211.319,1939.910,0,407.771
16-12 17:30:41,52.300,4.504,41.039,0,0,1276896,4916256,42508,1163884,1982.890,5294.045,0,4.004
16-12 17:30:42,9.744,8.495,81.950,0,0,1737684,4455420,42508,1163896,10749.403,8579.735,0,3.998
16-12 17:30:43,0.750,2.251,96.288,0,0,1050276,5143024,42508,1163748,3990.580,1618.641,0,32.013
16-12 17:30:44,49.218,4.247,42.972,0,0,1101140,5092120,42508,1163788,5168.607,4112.300,0,0
16-12 17:30:45,50.015,3.501,45.013,0,0,1130128,5063080,42520,1163828,6580.910,9281.694,0,256.074
16-12 17:30:46,49.638,3.492,45.896,0,0,1164008,5029060,42520,1163952,5936.585,6755.734,0,0
16-12 17:30:47,24.322,3.009,71.962,0,0,1198220,4994804,42520,1163964,18822.420,15714.268,0,12.035
16-12 17:30:48,1.250,1.250,97.489,0,0,1078856,5114396,42520,1163816,4561.485,11133.744,0,35.996
16-12 17:30:49,39.658,4.490,52.628,0,0,1096520,5096696,42520,1163852,9774.370,964.766,0,0
16-12 17:30:50,48.851,3.507,44.843,0.501,0,1112588,5080608,42532,1163860,1058.187,8908.408,0,2132.406
16-12 17:30:51,53.506,3.500,37.754,2.750,0,1133128,5059944,42536,1163980,1190.140,5694.672,0,43369.120
16-12 17:30:52,36.258,3.501,59.263,0,0,1160992,5032024,42536,1164000,13354.932,11829.597,0,0
16-12 17:30:53,1.249,0.500,97.459,0,0,1014492,5178720,42536,1163804,3992.310,1962.169,0,31.986
16-12 17:30:54,44.248,5.750,47.748,0,0,1061768,5131372,42540,1163888,5319.799,5628.787,0,4.000
16-12 17:30:55,47.003,3.750,47.253,0.250,0,1075352,5117764,42552,1163900,11518.702,13069.797,0,244.015
16-12 17:30:56,49.704,3.747,45.208,0.999,0,1127140,5065852,42552,1164024,592.456,6311.203,0,8995.737
16-12 17:30:57,34.786,4.505,58.812,0,0,1179084,5013516,42552,1164256,217006.320,18047.906,0,0
16-12 17:30:58,0.250,1.250,98.032,0,0,1036340,5156588,42552,1164056,5233.732,5279.748,0,0
16-12 17:30:59,5.500,1.500,91.250,0,0,1034460,5132676,42552,1189288,27087698.344,83220.397,0,0
16-12 17:31:00,2.999,1.250,94.469,0,0,1018144,5128924,42564,1208768,20799548.252,77993.795,0,191.938
16-12 17:31:01,0.500,0.250,95.525,3.501,0,1018140,5128924,42564,1208772,167.044,661.174,0,36185.537
16-12 17:31:02,0,0.500,98.729,0,0,1018140,5128924,42564,1208772,166.965,660.861,0,11.997
16-12 17:31:03,0.250,0.250,99.263,0,0,1043840,5148116,42564,1163880,452.058,1183.152,0,0
16-12 17:31:04,0.250,0,99.262,0,0,1034256,5157700,42564,1163880,209.024,695.081,0,0
16-12 17:31:05,0,0,98.740,0,0,1041140,5195980,42564,1119160,177.981,1188.874,0,0
16-12 17:31:06,0.500,0,99.250,0.250,0,1032908,5204200,42576,1119160,273.000,1245.998,0,184.000
16-12 17:31:07,0.750,1.000,98.756,0,0,1024020,5212968,42576,1119280,125387.944,3416.216,0,0
16-12 17:31:08,0.250,0,99.467,0,0,1016224,5220764,42576,1119280,166.945,652.783,0,0
16-12 17:31:09,20.427,5.979,72.491,0,0,1021420,5170800,42576,1164068,6785.740,3929.950,0,0
16-12 17:31:10,53.204,3.513,40.907,0,0,1058904,5133316,42576,1164068,167.643,691.652,0,0
16-12 17:31:11,54.255,3.750,40.504,0,0,1107168,5084932,42576,1164188,1372.120,5437.475,0,0
16-12 17:31:12,33.726,5.996,58.708,0,0,1321060,4871012,42588,1164188,1905.622,2305.333,0,243.824
16-12 17:31:13,13.257,7.254,79.291,0,0,1650460,4541560,42588,1164220,21746.194,5682.925,0,0
16-12 17:31:14,33.490,5.498,59.232,0,0,1047548,5144600,42588,1164108,8960.327,10368.907,0,31.990
16-12 17:31:15,52.516,3.251,42.013,0,0,1062408,5129732,42588,1164116,10690.335,14020.374,0,0
16-12 17:31:16,51.946,3.247,43.454,0,0,1086228,5105792,42588,1164236,1275.664,1992.913,0,0
16-12 17:31:17,23.259,10.754,65.775,0.250,0,1658252,4533752,42604,1164236,2904.094,2616.986,0,184.069
16-12 17:31:18,8.006,1.751,89.563,0,0,1102508,5089676,42604,1164052,19411.671,13183.285,0,32.023
16-12 17:31:19,27.751,9.500,57.252,0,0,1127116,5064980,42608,1164136,8809.382,5977.259,0,0
16-12 17:31:20,48.751,4.000,45.251,0,0,1151800,5040284,42608,1164148,426.009,6105.127,0,0
16-12 17:31:21,56.492,4.249,38.244,0,0,1165872,5026088,42608,1164272,1418.793,4802.301,0,0
16-12 17:31:22,25.968,11.236,61.675,0,0,1714672,4477260,42620,1164272,1918.658,1836.758,0,215.737
16-12 17:31:23,8.763,2.253,88.134,0,0,1181548,5010572,42620,1164084,10589.099,4676.109,0,32.049
16-12 17:31:24,39.377,3.738,55.826,0,0,1192920,4999112,42620,1164172,4261.742,6421.024,0,0
16-12 17:31:25,54.602,4.007,39.323,0,0,1192068,4999952,42620,1164180,11113.721,5625.488,0,0
16-12 17:31:26,49.308,3.504,45.053,0,0,1207428,4984472,42620,1164300,5363.339,5077.001,0,0
16-12 17:31:27,35.487,3.499,59.229,1.000,0,1231800,4960068,42620,1164316,14588.713,20859.440,0,13207.213
16-12 17:31:28,1.501,0.750,95.541,1.000,0,1090360,5101692,42632,1164120,5294.245,5272.236,0,268.114
16-12 17:31:29,32.744,3.749,62.239,0,0,1085816,5106148,42636,1164204,8955.410,5969.940,0,0
16-12 17:31:30,56.480,3.749,37.737,0,0,1100456,5091532,42636,1164212,6676.677,6818.627,0,0
16-12 17:31:31,54.770,2.751,41.015,0,0,1118480,5073388,42636,1164332,467.169,7359.664,0,4.001
16-12 17:31:32,34.006,4.001,58.261,1.500,0,1152680,5039148,42636,1164356,13634.543,16885.150,0,32161.999
16-12 17:31:33,37.453,4.713,56.056,0.496,0,1067356,5124576,42660,1164244,4080.693,2143.034,0,226.209
16-12 17:31:34,56.180,4.283,37.033,0,0,1083980,5107944,42660,1164252,1521.637,5827.566,0,0
16-12 17:31:35,62.498,3.500,32.499,0,0,1125140,5066644,42660,1164376,15892.473,9907.671,0,8.000
16-12 17:31:36,27.252,3.250,68.754,0,0,1056324,5135404,42664,1164312,217044.670,30483.779,0,32.002
16-12 17:31:37,1.000,0.250,98.021,0.750,0,1051280,5140432,42664,1164412,5058.069,715.151,0,8789.858
16-12 17:31:38,1.499,1.749,94.200,0,0,1045420,5123576,42676,1187116,24396180.512,75747.846,0,191.898
16-12 17:31:39,1.751,2.001,94.299,0,0,1035784,5110724,42676,1209124,23499320.572,183991.338,0,0
16-12 17:31:40,0,0.250,99.246,0,0,1028696,5117812,42676,1209124,208.992,445.984,0,0
16-12 17:31:41,0.500,0.250,98.753,0,0,1022712,5123816,42676,1209124,167.005,653.018,0,16.000
16-12 17:31:42,0.492,0.246,94.886,3.933,0,1030988,5161548,42676,1164232,549.653,1472.953,0,35449.196
16-12 17:31:43,0.254,0.508,98.772,0,0,1025316,5167220,42676,1164232,60.939,351.416,0,0
16-12 17:31:44,0.501,0.250,98.898,0,0,1037608,5199644,42684,1119508,238.356,708.059,0,136.204
16-12 17:31:45,0.750,0,99.002,0,0,1031288,5205928,42684,1119544,315.007,1296.031,0,0
16-12 17:31:46,0.250,0.500,98.990,0,0,1026288,5210928,42684,1119544,124303.467,2435.754,0,0
16-12 17:31:47,0,0,99.513,0,0,1020832,5216264,42684,1119664,167.022,653.084,0,0
16-12 17:31:48,12.994,4.498,81.962,0,0,996188,5196184,42692,1164240,6764.868,3900.194,0,7.996
16-12 17:31:49,53.007,4.501,39.255,0,0,1035928,5156368,42704,1164448,167.021,697.088,0,268.034
16-12 17:31:50,46.250,3.500,50.000,0,0,1076496,5115796,42704,1164452,1354.003,4331.010,0,40.000
16-12 17:31:51,43.013,3.751,51.766,0,0,1195768,4996388,42704,1164572,2087.632,3526.068,0,0
16-12 17:31:52,12.751,9.751,76.757,0,0,1662676,4529444,42704,1164608,21736.888,4508.392,0,0
16-12 17:31:53,31.993,4.999,61.986,0,0,1088544,5103724,42704,1164496,8930.927,6545.480,0,31.993
16-12 17:31:54,54.231,3.499,41.486,0,0,1109664,5082584,42716,1164504,5735.009,13849.191,0,203.929
16-12 17:31:55,54.507,4.001,38.755,0,0,1129452,5062676,42716,1164624,6238.845,6307.855,0,0
16-12 17:31:56,20.505,11.003,68.517,0,0,1670720,4521380,42716,1164636,11812.994,5328.350,0,0
16-12 17:31:57,0.250,1.500,97.267,0,0,1001592,5190692,42716,1164436,620.111,6010.079,0,32.006
16-12 17:31:58,28.219,3.996,66.177,0,0,1033004,5159192,42716,1164524,13642.050,6144.267,0,43.952
16-12 17:31:59,52.292,3.753,42.784,0,0,1064736,5127440,42728,1164532,5235.199,6280.037,0,176.141
16-12 17:32:00,55.455,3.747,40.218,0,0,1092336,5099720,42728,1164652,1639.677,9029.715,0,0
16-12 17:32:01,25.263,10.005,63.783,0,0,1667660,4524404,42728,1164660,3002.571,2933.535,0,0
16-12 17:32:02,5.253,2.001,92.304,0,0,1171120,5021116,42728,1164468,10532.198,3538.082,0,36.021
16-12 17:32:03,30.454,3.994,63.653,0,0,1177020,5015096,42732,1164552,13992.663,7323.832,0,7.988
16-12 17:32:04,56.067,4.255,36.794,0.250,0,1180036,5012072,42744,1164564,5537.599,12866.332,0,168.200
16-12 17:32:05,50.664,3.744,44.175,0,0,1208496,4983452,42744,1164692,2369.973,7050.020,0,0
16-12 17:32:06,42.837,3.507,51.855,0,0,1218640,4973252,42744,1164712,13483.295,12167.631,0,12.024
16-12 17:32:07,0.750,0.750,98.000,0,0,1045164,5146940,42744,1164512,5277.975,5363.975,0,32.000
16-12 17:32:08,28.239,4.248,60.476,4.248,0,1066764,5125268,42744,1164600,14119.476,5974.662,0,34922.336
16-12 17:32:09,54.724,3.998,39.231,0.750,0,1079860,5112164,42744,1164608,897.568,10953.725,0,10083.145
16-12 17:32:10,60.475,2.749,34.236,0,0,1107192,5084696,42756,1164728,1383.426,4295.218,0,211.912
16-12 17:32:11,39.780,3.252,55.791,0,0,1131596,5060280,42756,1164744,14012.405,12036.938,0,0
16-12 17:32:12,0.500,1.000,98.283,0,0,1002552,5189512,42756,1164548,5099.688,1300.431,0,32.011
