"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fair.csv 1",,,,"Date:","17 Dec 2025 16:38:40 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
17-12 16:39:04,45.573,4.006,48.578,0,0,1004076,4462324,39264,1900596,1481.370,5808.293,0,4.006
17-12 16:39:05,49.762,4.001,44.761,0,0,1046796,4419484,39264,1900716,227.055,601.145,0,0
17-12 16:39:06,21.218,12.731,64.652,0.250,0,1602620,3863584,39264,1900736,3327.944,2533.151,7.988,0
17-12 16:39:07,8.009,2.753,88.598,0,0,960956,4505428,39276,1900536,17142.008,16705.524,0,236.262
17-12 16:39:08,0.250,0,99.278,0,0,960956,4505428,39276,1900536,167.048,511.147,0,0
17-12 16:39:09,28.965,5.244,64.672,0,0,1001932,4464416,39276,1900620,8905.244,5829.959,0,3.995
17-12 16:39:10,54.752,4.250,39.751,0,0,1024356,4441948,39276,1900632,454.016,5017.177,0,4.000
17-12 16:39:11,49.631,3.990,45.391,0,0,1048292,4418012,39276,1900632,1392.657,2058.060,0,0
17-12 16:39:12,56.399,4.242,37.932,0,0,1081252,4384748,39288,1900756,1054.120,3730.346,0,143.744
17-12 16:39:13,39.960,4.524,53.782,0,0,1123004,4342972,39288,1900780,22183.406,21593.309,4.021,0
17-12 16:39:14,0.749,0.500,97.415,0,0,984772,4481524,39288,1900580,4677.920,5348.335,0,31.972
17-12 16:39:15,0.501,0.250,98.599,0,0,975776,4490520,39288,1900580,5042.085,665.671,0,8.008
17-12 16:39:16,0,0.250,99.256,0,0,967652,4498644,39288,1900580,473.030,5319.339,0,4.000
17-12 16:39:17,1.250,0,98.487,0,0,961344,4504888,39300,1900632,52948.768,4787.346,0,175.976
17-12 16:39:18,0,0.250,99.014,0,0,955336,4510896,39300,1900632,227.033,557.081,0,0
17-12 16:39:19,1.000,0.250,99.250,0,0,950072,4516160,39300,1900632,273.999,1026.998,0,0
17-12 16:39:20,0.500,0.500,93.492,4.500,0,945652,4520460,39304,1900744,106661.631,4523.603,0,44728.071
17-12 16:39:21,0.500,0.250,99.005,0,0,941400,4524712,39304,1900744,233.011,593.027,0,192.009
17-12 16:39:22,0,0,99.006,0,0,937896,4528216,39304,1900744,274.017,1027.065,0,8.001
17-12 16:39:23,0.500,0.500,98.002,1.000,0,934840,4531260,39316,1900744,209.004,545.010,0,12908.236
17-12 16:39:24,0.250,0.250,99.000,0,0,931940,4534160,39316,1900744,166.999,510.998,0,0
17-12 16:39:25,4.000,0.750,94.998,0,0,935388,4576528,39316,1856120,74380.485,18283.628,0,0
17-12 16:39:26,0.500,0.250,98.990,0,0,933136,4578780,39316,1856120,226.977,1674.832,0,0
17-12 16:39:27,0,0.250,99.011,0,0,931228,4580688,39316,1856120,167.019,503.058,0,0
17-12 16:39:28,0.500,0.250,98.734,0,0,924900,4632944,39316,1811304,452.928,1068.831,0,0
17-12 16:39:29,1.000,0,99.254,0,0,924888,4632944,39328,1811304,227.009,557.022,0,204.008
17-12 16:39:30,0,0.250,99.261,0,0,924888,4632944,39328,1811304,167.018,503.054,0,0
17-12 16:39:31,1.250,0.500,97.979,0,0,924512,4633200,39328,1811424,124563.097,2955.362,0,0
17-12 16:39:32,0,0,99.015,0,0,924512,4633200,39328,1811424,167.026,503.079,0,0
17-12 16:39:33,6.500,2.250,90.245,0,0,924208,4614584,39328,1830000,21780281.309,27764.551,0,0
17-12 16:39:34,40.748,6.750,50.998,0,0,976620,4535264,39328,1856212,26004884.968,27876.939,0,35.999
17-12 16:39:35,55.007,4.501,38.755,0,0,994964,4516868,39340,1856212,233.029,679.084,0,244.030
17-12 16:39:36,50.751,3.750,45.001,0,0,1017640,4494188,39340,1856216,1312.037,4143.116,0,0
17-12 16:39:37,52.725,4.248,42.979,0,0,1041408,4470248,39340,1856336,459.778,2415.834,0,0
17-12 16:39:38,26.005,12.252,60.012,0,0,1597308,3914336,39340,1856348,3580.724,3874.784,0,0
17-12 16:39:39,2.751,2.000,95.270,0.250,0,1001328,4510568,39340,1856144,6953.455,5713.195,0,36.008
17-12 16:39:40,17.744,3.249,77.723,0,0,1013584,4498212,39352,1856232,13802.184,6532.720,0,151.947
17-12 16:39:41,60.193,3.996,33.718,0,0,1046844,4464952,39352,1856232,545.487,9150.398,0,3.996
17-12 16:39:42,41.661,3.742,53.635,0,0,1050604,4461172,39352,1856244,1369.068,5291.669,0,0
17-12 16:39:43,61.640,3.759,33.576,0,0,1062240,4449416,39352,1856364,449.017,1380.125,0,0
17-12 16:39:44,24.263,10.506,63.785,0,0,1465108,4046480,39352,1856364,7219.986,1938.070,0,0
17-12 16:39:45,18.010,6.253,75.542,0.250,0,1192852,4318708,39364,1856372,17502.635,12160.694,0,152.084
17-12 16:39:46,12.745,3.999,82.970,0,0,1045104,4466660,39364,1856260,4497.389,10666.178,0,47.983
17-12 16:39:47,55.479,4.248,38.235,0,0,1080356,4431408,39364,1856260,1249.516,5219.980,0,15.994
17-12 16:39:48,39.997,4.000,54.496,0,0,1084636,4427100,39364,1856272,857.938,4455.677,0,4.000
17-12 16:39:49,64.333,3.740,30.421,0,0,1099240,4412376,39364,1856392,918.622,1954.939,0,0
17-12 16:39:50,47.546,4.504,45.794,0,0,1127220,4384392,39364,1856408,4518.371,7876.619,0,0
17-12 16:39:51,7.269,1.504,90.733,0,0,1023980,4487844,39376,1856204,7645.596,5542.205,0,409.048
17-12 16:39:52,0.500,0.250,98.987,0,0,1016192,4495632,39376,1856204,10661.626,13341.281,0,0
17-12 16:39:53,0,0.250,99.009,0,0,1003456,4508368,39376,1856204,468.041,4949.439,0,208.018
17-12 16:39:54,1.250,0.500,97.750,0,0,992584,4519240,39376,1856204,1794.998,4172.996,0,28.000
17-12 16:39:55,0.500,0,98.747,0,0,982844,4528852,39376,1856332,126543.635,4015.893,0,0
17-12 16:39:56,0.500,0.250,98.988,0,0,974600,4537084,39388,1856332,166.980,502.940,0,543.935
17-12 16:39:57,2.496,2.247,94.110,0,0,944932,4549880,39388,1872896,17910785.993,17031827.840,0,0
17-12 16:39:58,8.513,3.756,86.135,0,0,935288,4530532,39388,1901036,30118727.142,28888546.691,0,0
17-12 16:39:59,0,0,99.239,0,0,932656,4533164,39388,1901036,166.981,510.942,0,27.997
17-12 16:40:00,0.500,0.500,99.244,0,0,930352,4535468,39388,1901036,240.986,556.968,0,0
17-12 16:40:01,0.250,0,99.027,0,0,928336,4537484,39388,1901036,274.075,1027.283,0,0
17-12 16:40:02,15.717,5.239,77.836,0.249,0,919916,4552952,39396,1894152,10759.320,26828.447,0,299.369
17-12 16:40:03,39.320,8.265,50.089,0,0,969520,4496028,39440,1901260,102480.608,4687.306,0,0
17-12 16:40:04,54.995,4.000,39.247,0,0,989900,4475868,39440,1901040,446.961,1124.902,0,0
17-12 16:40:05,47.511,4.001,48.262,0,0,1017116,4448652,39440,1901040,287.069,2867.691,0,0
17-12 16:40:06,53.435,3.496,41.949,0,0,1047608,4418160,39440,1901040,1704.926,4221.865,0,0
17-12 16:40:07,50.452,4.995,43.708,0,0,1103280,4362468,39452,1901044,2229.864,2656.455,0,287.724
17-12 16:40:08,76.559,4.754,17.013,0,0,1181620,4284124,39452,1901044,209.162,917.713,0,0
17-12 16:40:09,58.686,2.997,36.960,0,0,1190692,4275052,39452,1901044,14934.705,816.110,0,0
17-12 16:40:10,72.131,3.506,22.291,0,0,1199192,4266540,39452,1901056,14968.274,20902.086,0,8.015
17-12 16:40:11,21.266,1.751,76.807,0,0,1225752,4239856,39452,1901176,2997.215,122753.735,0,0
17-12 16:40:12,8.242,0.999,90.163,0,0,1233296,4232296,39460,1901180,2464.613,2887.204,0,439.574
17-12 16:40:13,20.270,1.501,77.325,0,0,1248412,4217176,39460,1901184,3216.136,9760.517,0,0
17-12 16:40:14,0.500,0.500,98.759,0,0,1248412,4217176,39460,1901184,988.087,1560.137,0,0
17-12 16:40:15,1.750,0,97.492,0,0,1248412,4217176,39460,1901184,2239.811,2584.782,0,4.000
17-12 16:40:16,2.000,0,96.987,0,0,1249168,4216420,39460,1901184,2896.605,3207.563,0,0
17-12 16:40:17,7.751,1.250,90.764,0,0,1257640,4207908,39468,1901216,5348.835,25643.004,0,44.007
17-12 16:40:18,0.750,0.750,97.995,0,0,1257640,4207908,39468,1901216,1029.951,1713.919,0,0
17-12 16:40:19,2.500,0,96.753,0,0,1257632,4207908,39468,1901224,5265.186,12210.431,0,4.000
17-12 16:40:20,2.000,0,97.265,0,0,1257856,4207684,39468,1901224,2285.346,5275.799,0,0
17-12 16:40:21,2.500,0.750,96.244,0,0,1257844,4207684,39468,1901236,3746.764,10293.351,0,0
17-12 16:40:22,1.500,0.250,97.743,0,0,1257840,4207684,39476,1901232,2209.852,5696.619,0,27.998
17-12 16:40:23,0.750,0.250,98.509,0,0,1257832,4207684,39476,1901240,2282.216,2709.257,0,32.003
17-12 16:40:24,1.250,0.500,97.966,0,0,1257832,4207684,39476,1901240,2299.196,2702.055,0,7.997
17-12 16:40:25,0.500,0.500,98.529,0,0,1257828,4207684,39476,1901244,2099.613,2960.865,0,20.006
17-12 16:40:26,4.750,0.500,93.495,0,0,1257804,4207684,39476,1901268,12706.342,15694.188,0,0
17-12 16:40:27,2.750,0.750,96.260,0,0,1257792,4207684,39484,1901272,4899.504,14887.530,0,88.009
17-12 16:40:28,0.750,0.250,98.997,0,0,1257776,4207684,39484,1901288,1206.969,2198.943,0,0
17-12 16:40:29,1.000,0.250,98.711,0,0,1257776,4207684,39484,1901288,1806.281,2131.152,0,0
17-12 16:40:30,0.750,0,98.299,0,0,1257776,4207684,39484,1901288,1893.940,2485.233,0,0
17-12 16:40:31,10.749,1.500,86.245,0,0,1258144,4207236,39484,1901368,19955.829,224735.816,0,0
17-12 16:40:32,1.250,1.000,93.736,4.249,0,1239664,4225560,39492,1901512,1078.834,1928.703,0,32195.050
17-12 16:40:33,2.749,1.499,93.462,1.000,0,1247752,4206292,39492,1912520,12128380.366,11382432.498,0,12746.820
17-12 16:40:34,3.752,3.251,90.541,0,0,1244776,4174508,39492,1946216,35927929.072,34612526.637,0,40.018
17-12 16:40:35,0,0.500,94.504,4.250,0,1239224,4180060,39492,1946216,167.008,547.026,0,44882.132
17-12 16:40:36,1.000,0,98.984,0,0,1239224,4180060,39492,1946216,166.974,546.914,0,3.999
17-12 16:40:37,0.750,0.250,97.743,0,0,1231412,4187872,39492,1946216,339.977,1546.897,0,0
17-12 16:40:38,5.250,2.000,91.756,0,0,921096,4498272,39504,1946132,62782.003,45762594.960,0,448.029
17-12 16:40:39,2.500,0.500,96.749,0,0,926524,4538592,39504,1901464,31709.643,74499.160,0,0
17-12 16:40:40,10.751,0.750,87.759,0,0,970776,4540372,39504,1856580,432.042,1027.100,0,0
17-12 16:40:41,0.250,0.250,98.991,0,0,967000,4544148,39504,1856580,226.979,564.948,0,0
17-12 16:40:42,0.750,0.500,99.020,0,0,940676,4570472,39504,1856580,299.059,623.123,0,0
17-12 16:40:43,0.250,0.250,98.750,0,0,940676,4570472,39516,1856568,507.998,1262.994,0,231.999
17-12 16:40:44,0.250,0,99.000,0,0,940664,4570472,39516,1856580,167.000,503.000,0,0
17-12 16:40:45,0.500,0.250,99.222,0,0,940664,4570472,39516,1856580,166.953,502.858,0,0
17-12 16:40:46,0.500,0.250,99.012,0,0,940664,4570472,39516,1856580,334.042,1081.135,0,0
17-12 16:40:47,1.500,0.250,97.513,0,0,940664,4570472,39516,1856580,227.029,557.072,0,0
17-12 16:40:48,0.750,0,98.992,0,0,940664,4570472,39516,1856580,958.926,1411.892,0,203.984
17-12 16:40:49,0.500,0,99.010,0,0,940652,4570472,39524,1856584,382.039,1267.131,0,20.002
17-12 16:40:50,0.250,0,99.214,0,0,940652,4570472,39524,1856584,240.912,556.796,0,3.999
17-12 16:40:51,0,0.250,99.287,0,0,940652,4570472,39524,1856584,167.063,503.189,0,0
17-12 16:40:52,37.204,9.738,51.187,0,0,964560,4500624,39524,1901372,100760.267,45725591.239,0,44189.297
17-12 16:40:53,52.527,4.002,41.522,0,0,1000352,4464840,39524,1901364,233.121,547.284,0,0
17-12 16:40:54,41.249,4.000,53.498,0,0,1020516,4444680,39524,1901376,904.974,4603.870,0,4.000
17-12 16:40:55,63.935,4.246,30.719,0,0,1047092,4417968,39536,1901496,848.141,1958.017,0,223.773
17-12 16:40:56,29.290,9.012,60.333,0.250,0,1402620,4062424,39536,1901496,2173.986,1645.259,0,8900.223
17-12 16:40:57,16.743,7.497,74.970,0,0,1057412,4407748,39536,1901360,43375.685,13141.754,0,0
17-12 16:40:58,1.251,0,98.296,0,0,1012212,4453052,39536,1901324,5622.619,6267.920,0,36.017
17-12 16:40:59,8.247,2.749,88.221,0,0,1013636,4451540,39536,1901412,4146.622,5691.109,0,3.999
17-12 16:41:00,49.239,4.999,44.240,0,0,1061600,4403564,39548,1901412,347.922,2932.341,0,483.891
17-12 16:41:01,38.752,4.000,53.253,1.500,0,1063296,4401824,39548,1901432,8150.447,2539.139,0,36053.979
17-12 16:41:02,62.469,3.998,30.235,0,0,1077008,4387992,39548,1901552,1521.235,2247.869,0,0
17-12 16:41:03,41.153,4.462,52.804,0,0,1115960,4348940,39548,1901604,9491.899,4140.063,0,3.967
17-12 16:41:04,29.759,2.270,65.067,0,0,1113624,4351204,39548,1901608,28312.683,16123.481,0,552.817
17-12 16:41:05,11.005,2.501,86.039,0.250,0,995156,4469772,39560,1901496,5380.418,16003.191,0,232.104
17-12 16:41:06,49.972,5.247,43.226,0,0,1028052,4436856,39560,1901516,11369.704,4636.433,0,0
17-12 16:41:07,42.241,3.749,51.739,0,0,1037632,4427280,39560,1901524,352.924,2254.513,0,0
17-12 16:41:08,64.137,3.993,30.446,0,0,1052128,4412664,39560,1901644,1261.773,1795.830,0,0
17-12 16:41:09,45.609,4.511,48.616,0,0,1074988,4389760,39560,1901652,6429.309,5418.903,0,112.267
17-12 16:41:10,27.516,3.252,68.539,0,0,930344,4534504,39572,1901676,234796.381,27489.733,0,436.250
17-12 16:41:11,0.750,0,98.515,0,0,930344,4534504,39572,1901676,5462.817,8230.231,0,4.001
17-12 16:41:12,5.999,4.749,85.988,0,0,930212,4488836,39572,1946268,47877693.638,141688.585,0,0
17-12 16:41:13,0.750,0.250,99.016,0,0,930092,4488836,39572,1946384,340.054,1089.172,0,0
17-12 16:41:14,0.250,0,98.967,0,0,930092,4488836,39572,1946384,240.919,556.813,0,103.965
17-12 16:41:15,0.500,0,99.029,0,0,930092,4488836,39572,1946384,209.061,545.160,0,0
17-12 16:41:16,0.750,0.500,98.487,0,0,927848,4537032,39584,1901620,410.944,1026.861,0,167.977
17-12 16:41:17,4.987,2.244,91.520,0,0,944756,4565844,39584,1856920,8976.407,30690.755,0,0
17-12 16:41:18,60.387,10.231,27.449,0,0,994856,4469828,39584,1901792,80308.203,3978.579,0,0
17-12 16:41:19,60.989,5.020,32.628,0,0,1037196,4427492,39584,1901788,275.078,1075.215,0,0
17-12 16:41:20,59.491,3.749,34.994,0,0,1064624,4400036,39584,1901792,286.955,2890.545,0,0
17-12 16:41:21,50.525,4.252,44.021,0,0,1115764,4348880,39596,1901796,269.131,1749.853,0,576.281
17-12 16:41:22,50.256,2.750,45.005,0,0,1124076,4340564,39596,1901800,2966.344,4391.509,0,4.000
17-12 16:41:23,62.458,6.246,31.229,0,0,1215052,4249588,39596,1901800,14537.154,8654.138,0,0
17-12 16:41:24,73.277,4.252,20.758,0,0,1236472,4228168,39596,1901800,4683.699,5337.936,0,0
17-12 16:41:25,55.391,2.745,39.922,0,0,1246048,4218592,39596,1901800,5242.701,1176.688,0,7.984
17-12 16:41:26,79.378,4.507,14.273,0.250,0,1256756,4207868,39604,1901808,6888.140,8083.073,0,84.136
17-12 16:41:27,10.508,1.501,88.070,0,0,1270996,4193504,39604,1901928,3307.621,124726.827,0,52.041
17-12 16:41:28,22.486,1.499,73.952,0,0,1289136,4175360,39604,1901932,4017.411,10297.363,0,0
17-12 16:41:29,5.253,0.500,94.309,0,0,1289132,4175360,39604,1901936,1408.879,1942.212,0,20.012
17-12 16:41:30,0.250,0.250,98.743,0,0,1289132,4175360,39604,1901936,987.928,1559.886,0,0
17-12 16:41:31,5.751,0,93.263,0,0,1289124,4175360,39612,1901936,2449.341,3197.445,0,192.027
17-12 16:41:32,1.500,0,97.488,0.750,0,1289124,4175360,39612,1901936,2239.734,2576.694,0,4695.442
17-12 16:41:33,13.251,1.500,85.009,0,0,1293628,4170824,39612,1901968,4665.508,22250.420,0,4.000
17-12 16:41:34,2.000,0.250,95.258,1.500,0,1293928,4170520,39612,1901972,2309.193,6126.512,0,9208.769
17-12 16:41:35,6.247,0.750,92.950,0,0,1292920,4171520,39612,1901980,3744.967,10442.332,0,0
17-12 16:41:36,4.502,0.500,94.794,0,0,1294416,4170008,39620,1901984,3400.562,6300.894,0,168.077
17-12 16:41:37,0.500,0.750,94.751,3.500,0,1294664,4169756,39620,1901988,1095.016,2102.031,0,30176.448
17-12 16:41:38,4.500,0.750,92.503,1.500,0,1306216,4158192,39620,1902000,4508.135,13158.395,0,9972.299
17-12 16:41:39,2.250,0,94.497,2.500,0,1306436,4157968,39620,1902004,3546.887,6444.795,0,20399.352
17-12 16:41:40,1.000,1.000,96.499,1.750,0,1306436,4157968,39620,1902004,1154.993,2155.986,0,15651.902
17-12 16:41:41,0.750,0,98.499,0,0,1306436,4157968,39620,1902004,2281.988,2698.986,0,115.999
17-12 16:41:42,3.250,0.750,95.756,0,0,1306412,4157968,39628,1902020,9969.652,5643.369,0,52.003
17-12 16:41:43,3.999,0.500,94.488,0,0,1306392,4157968,39628,1902040,8274.914,24540.779,0,0
17-12 16:41:44,0.750,0.500,98.762,0,0,1306384,4157968,39628,1902048,1058.125,1625.192,0,0
17-12 16:41:45,0,0.500,99.001,0,0,1306384,4157968,39628,1902048,988.013,1560.021,0,0
17-12 16:41:46,1.250,0,98.245,0,0,1306384,4157968,39628,1902048,2346.885,3172.845,0,0
17-12 16:41:47,0.500,0.250,98.492,0,0,1306376,4157968,39636,1902048,1029.913,1593.865,0,83.993
17-12 16:41:48,1.000,0.250,97.760,0,0,1306376,4157968,39636,1902048,2964.289,2235.218,0,0
17-12 16:41:49,9.001,1.500,89.005,0,0,1306860,4157296,39636,1902200,19788.141,225945.032,0,0
17-12 16:41:50,1.000,0.500,97.738,0,0,1297052,4167036,39636,1902284,1078.865,1983.751,0,0
17-12 16:41:51,4.501,0.500,94.514,0,0,1297276,4166784,39636,1902292,108356.324,10878.639,0,0
17-12 16:41:52,0.500,0.250,98.490,0,0,1293816,4216188,39636,1857500,554.942,2552.734,0,0
17-12 16:41:53,0.750,0.500,98.992,0,0,1293808,4216188,39644,1857500,166.987,538.958,0,103.992
17-12 16:41:54,0,0.250,99.006,0,0,1293808,4216188,39644,1857500,167.010,539.031,0,0
17-12 16:41:55,1.250,0.500,97.748,0,0,1281200,4228796,39644,1857500,339.994,1128.981,0,0
17-12 16:41:56,1.750,1.250,96.754,0,0,937852,4572196,39644,1857420,1736.075,4931.213,0,0
17-12 16:41:57,2.250,1.000,96.000,0,0,934804,4621004,39644,1812744,27029.129,76786.367,0,0
17-12 16:41:58,0,0,98.754,0,0,934792,4621004,39656,1812744,274.010,1035.037,0,220.008
17-12 16:41:59,0.500,0.250,99.000,0,0,934792,4621004,39656,1812744,166.999,502.998,0,0
17-12 16:42:00,0.250,0,99.246,0,0,934792,4621004,39656,1812744,240.991,576.979,0,0
17-12 16:42:01,1.000,0.500,98.499,0,0,937560,4618236,39656,1812744,1865.988,3223.978,0,0
17-12 16:42:02,0.499,0.249,98.463,0,0,937812,4617984,39656,1812744,690.985,910.346,0,0
17-12 16:42:03,1.254,1.003,98.028,0,0,938260,4617496,39664,1812776,227.646,558.585,0,212.603
17-12 16:42:04,0.250,0,98.751,0,0,938260,4617496,39664,1812776,394.005,2063.028,0,0
17-12 16:42:05,15.980,5.493,76.154,0,0,976204,4533688,39664,1857416,47729151.377,61346.577,0,0
17-12 16:42:06,54.780,4.980,38.595,0,0,1015660,4494124,39664,1857560,297.803,610.545,0,19.920
17-12 16:42:07,40.969,4.273,53.285,0,0,1027420,4482420,39664,1857568,758.060,5013.855,0,0
17-12 16:42:08,63.758,3.985,28.143,0,0,1050736,4458984,39664,1857688,1307.044,1846.000,0,171.350
17-12 16:42:09,40.369,4.513,53.408,0.251,0,1127280,4382404,39676,1857688,7253.416,1930.700,0,5251.505
17-12 16:42:10,17.013,11.759,70.053,0,0,1627992,3881680,39676,1857700,7986.996,12505.388,0,8.006
17-12 16:42:11,0.750,1.500,96.720,0.250,0,990608,4519320,39676,1857500,10012.915,743.771,0,459.858
17-12 16:42:12,33.256,5.501,59.760,0,0,1014080,4495760,39676,1857588,4117.710,10130.747,0,0
17-12 16:42:13,52.718,3.748,42.225,0,0,1029948,4479884,39676,1857596,412.752,3412.946,0,0
17-12 16:42:14,46.374,3.491,43.881,4.239,0,1043516,4466304,39688,1857596,1315.438,3004.864,0,40258.989
17-12 16:42:15,48.640,4.012,46.132,0,0,1089008,4420692,39688,1857716,426.222,999.868,0,8.023
17-12 16:42:16,22.002,12.751,64.005,0,0,1632536,3877140,39688,1857724,3384.279,2998.247,0,0
17-12 16:42:17,4.751,2.250,92.769,0,0,971008,4538892,39688,1857528,17247.572,12570.603,0,32.007
17-12 16:42:18,33.234,5.247,60.720,0,0,998920,4510920,39688,1857612,4323.884,5874.126,0,0
17-12 16:42:19,55.042,4.003,39.030,0,0,1021832,4488016,39700,1857624,1545.184,10117.754,0,384.295
17-12 16:42:20,53.392,3.725,41.224,0,0,1047536,4462312,39700,1857624,1315.191,2963.153,0,0
17-12 16:42:21,51.777,3.519,42.980,0,0,1071356,4438372,39700,1857744,167.899,549.946,0,0
17-12 16:42:22,46.820,4.256,46.820,0,0,1099484,4410188,39700,1857760,7758.559,16297.281,0,4.006
17-12 16:42:23,0.500,0.750,98.249,0,0,986804,4523084,39700,1857560,10380.927,5255.963,0,32.000
17-12 16:42:24,0.750,0.250,98.737,0,0,985340,4524536,39712,1857560,5216.327,4930.364,0,151.980
17-12 16:42:25,0.250,0.250,99.009,0,0,981820,4528052,39712,1857564,473.044,5319.500,0,0
17-12 16:42:26,1.000,0.500,98.997,0,0,978728,4531144,39712,1857564,1117.961,4515.844,0,4.000
17-12 16:42:27,0.500,0,98.745,0,0,976248,4533436,39712,1857752,191100.997,5280.724,0,0
17-12 16:42:28,0.250,0,98.697,0,0,973824,4535860,39712,1857752,273.853,1116.402,0,0
17-12 16:42:29,0.250,0,99.051,0,0,971704,4537980,39712,1857752,167.086,503.260,0,4.002
17-12 16:42:30,0.750,0.250,98.202,0,0,970528,4539136,39724,1857760,1984.032,2652.706,0,215.895
17-12 16:42:31,1.001,0.250,99.055,0,0,970636,4539136,39724,1857652,1323.736,1934.076,0,0
17-12 16:42:32,0.250,0.250,99.241,0,0,970636,4539136,39724,1857652,208.981,544.951,0,0
17-12 16:42:33,0.500,0.250,99.268,0,0,970636,4539136,39724,1857652,241.044,885.162,0,0
17-12 16:42:34,20.495,6.998,67.484,0,0,971932,4537648,39724,1857784,47960139.496,76998.472,0,3.999
17-12 16:42:35,41.754,5.751,51.255,0.250,0,1023040,4486492,39736,1857812,167.017,547.055,0,276.028
17-12 16:42:36,54.251,4.000,40.001,0,0,1038656,4470868,39736,1857820,353.005,2945.041,0,4.000
17-12 16:42:37,51.940,3.995,42.701,0,0,1059572,4449952,39736,1857820,441.493,2402.242,0,0
17-12 16:42:38,52.268,3.251,42.764,0,0,1081748,4427776,39736,1857820,1841.619,3824.286,0,0
17-12 16:42:39,51.018,4.252,43.516,0,0,1136428,4373092,39736,1857824,2059.741,2071.745,0,0
17-12 16:42:40,76.867,5.740,16.222,0,0,1209248,4300264,39744,1857824,10236.344,1350.670,0,455.215
17-12 16:42:41,60.056,3.253,36.534,0,0,1215292,4294216,39744,1857828,18605.217,18264.902,0,28.026
17-12 16:42:42,78.140,4.244,16.726,0,0,1231860,4277640,39744,1857836,1389.041,2858.968,0,0
17-12 16:42:43,23.811,1.504,73.689,0,0,1254896,4254484,39744,1857956,3565.127,123695.686,0,0
17-12 16:42:44,17.753,1.000,80.514,0,0,1275052,4234324,39744,1857960,2915.498,3608.617,0,0
17-12 16:42:45,15.497,1.250,82.732,0,0,1290924,4218448,39744,1857964,2675.419,8519.151,0,0
