"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_stanford_fair.csv 1",,,,"Date:","16 Dec 2025 22:03:08 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 22:03:27,49.509,3.751,46.008,0,0,1107792,5195432,38288,1063060,1312.226,4263.733,0,0
16-12 22:03:28,58.006,4.000,36.504,0,0,1136144,5166956,38288,1063180,1038.112,3056.329,0,0
16-12 22:03:29,32.000,3.250,64.250,0,0,1185016,5118068,38288,1063180,2816.010,3724.013,0,0
16-12 22:03:30,9.004,0.500,90.042,0,0,1196588,5106476,38300,1063180,10450.860,1015.472,0,204.095
16-12 22:03:31,0.500,0.250,98.755,0,0,1196588,5106476,38300,1063180,14524.732,12484.629,0,0
16-12 22:03:32,10.502,1.500,88.018,0,0,1196816,5106224,38300,1063204,6316.261,11123.222,0,0
16-12 22:03:33,11.999,1.750,84.490,0,0,1200796,5102244,38300,1063204,1650030.939,5659.355,0,0
16-12 22:03:34,9.491,1.249,89.168,0,0,1177016,5126024,38300,1063204,5480353.014,4646.704,0,0
16-12 22:03:35,7.250,1.250,90.004,0,0,1177264,5125772,38300,1063208,5022202.095,11912.553,0,0
16-12 22:03:36,72.334,4.739,21.451,0,0,1226868,5076148,38308,1063216,10764242.286,8842168.049,0,35.917
16-12 22:03:37,54.808,4.755,39.041,0,0,1271304,5031704,38308,1063224,16808499.075,15068133.676,0,0
16-12 22:03:38,52.308,4.004,42.547,0,0,1274664,5028336,38308,1063232,17619952.267,14830348.427,0,0
16-12 22:03:39,57.046,4.253,37.781,0,0,1297916,5005072,38308,1063244,19189628.588,17093913.514,0,4.003
16-12 22:03:40,44.002,3.500,51.003,0,0,1298408,5004568,38308,1063256,18394223.127,15955196.176,0,0
16-12 22:03:41,39.006,2.750,57.509,0,0,1300504,5002456,38316,1063264,9205058.727,7980979.024,0,40.006
16-12 22:03:42,0.500,0,98.256,0,0,1300504,5002456,38316,1063264,335.022,895.059,0,0
16-12 22:03:43,1.000,0.500,98.482,0,0,1300504,5002456,38316,1063264,333.939,1190.782,0,0
16-12 22:03:44,39.247,4.500,55.495,0,0,1297236,4998696,38316,1070196,5048733.742,2433145.910,0,0
16-12 22:03:45,0,0.250,99.024,0,0,1297020,4998696,38316,1070336,167.041,667.163,0,0
16-12 22:03:46,0.750,0.750,93.499,4.250,0,1297020,4998696,38324,1070328,393.994,1236.982,0,35611.489
16-12 22:03:47,1.500,0.500,97.256,0.750,0,1297004,4998696,38324,1070340,522.032,2072.129,0,9192.572
16-12 22:03:48,4.500,0.500,93.994,0,0,1296972,4998696,38324,1070372,32201.887,8706.429,0,0
16-12 22:03:49,1.000,0.500,96.491,1.250,0,1297132,4998456,38324,1070380,9259.162,7227.346,0,13070.817
16-12 22:03:50,0.750,0.750,98.274,0,0,1002384,5293420,38324,1070180,227.054,756.181,0,128.031
16-12 22:03:51,0.750,1.000,98.494,0,0,1002408,5293168,38324,1070404,222051.033,6814.571,0,0
16-12 22:03:52,0.250,0,98.976,0,0,1002396,5293168,38336,1070404,315.924,1196.712,0,183.956
16-12 22:03:53,0.500,0,99.019,0,0,1002396,5293168,38336,1070404,287.056,677.131,0,0
16-12 22:03:54,0.500,0,98.988,0,0,1002396,5293168,38336,1070404,994.883,1439.831,0,0
16-12 22:03:55,0,1.000,94.758,3.750,0,996096,5345104,38336,1025508,453.039,1147.099,0,31962.763
