"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_capacity_worker1_4G.csv 1",,,,"Date:","16 Dec 2025 20:10:19 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 20:11:01,38.008,1.000,60.013,0,0,2409132,4242924,28960,733172,446.093,3061.639,0,8.002
16-12 20:11:02,32.994,0.750,64.988,0,0,2409872,4242168,28960,733188,244.956,720.872,0,0
16-12 20:11:03,57.015,5.501,37.010,0.250,0,2582484,4069548,28968,733188,167.044,667.177,0,32.008
16-12 20:11:04,25.998,0.500,72.494,0,0,2582484,4069548,28968,733188,487.963,3157.760,0,4.000
16-12 20:11:05,74.659,8.989,15.981,0,0,2864472,3787560,28968,733188,166.797,666.190,0,0
16-12 20:11:06,96.837,0.500,2.252,0,0,2864472,3787560,28968,733188,167.151,667.603,0,0
16-12 20:11:07,61.763,1.000,37.258,0,0,2871528,3780504,28968,733188,506.106,3170.662,0,4.001
16-12 20:11:08,31.755,1.750,66.010,0,0,2887640,3764376,28968,733204,167.024,667.096,0,0
16-12 20:11:09,48.226,0.500,50.475,0,0,2887632,3764376,28976,733204,298.849,798.597,0,23.988
16-12 20:11:10,26.763,0,72.285,0,0,2887632,3764376,28976,733204,446.214,3158.515,0,4.002
16-12 20:11:11,58.492,3.749,37.495,0,0,2976336,3675672,28976,733204,286.959,720.896,0,19.997
16-12 20:11:12,33.425,0.748,65.853,0,0,2976316,3675672,28976,733224,166.627,665.509,0,0
16-12 20:11:13,51.859,1.754,45.596,0,0,3004496,3647448,28976,733260,446.942,3205.756,0,4.008
16-12 20:11:14,61.742,1.500,35.745,0.750,0,3009552,3641680,29452,733264,448.942,4836.374,467.939,67.991
16-12 20:11:15,37.726,2.748,58.962,0,0,3072300,3578932,29452,733264,166.893,756.515,0,0
16-12 20:11:16,97.822,2.001,0,0,0,3115644,3535588,29452,733264,1101.806,1997.460,0,8.006
16-12 20:11:17,81.636,0.996,16.925,0,0,3123956,3527272,29452,733268,285.726,717.800,0,159.290
16-12 20:11:18,32.901,1.256,65.301,0,0,3129988,3521224,29452,733284,341.573,3161.556,0,0
16-12 20:11:19,37.505,0.500,61.508,0,0,3129984,3521224,29452,733288,375.048,1287.164,0,296.038
16-12 20:11:20,46.750,1.000,52.000,0,0,3129976,3521224,29460,733288,166.999,666.996,0,64.000
16-12 20:11:21,57.504,1.000,40.753,0,0,3126176,3525008,29460,733304,340.024,2717.190,0,20.001
16-12 20:11:22,55.747,0.750,43.248,0,0,3122164,3529020,29460,733304,272.988,1190.946,0,8.000
16-12 20:11:23,45.888,0.499,52.871,0,0,3122416,3528768,29460,733304,166.594,665.377,0,0
16-12 20:11:24,39.781,0.500,59.547,0,0,3119524,3531660,29460,733304,382.302,2802.217,0,0
16-12 20:11:25,99.394,0.250,0.250,0,0,3114236,3536940,29468,733304,273.395,1192.724,0,116.168
16-12 20:11:26,89.009,1.000,10.001,0,0,3114628,3536548,29468,733304,167.016,659.064,0,16.002
16-12 20:11:27,28.254,1.000,70.009,0,0,3114508,3536648,29468,733324,430.054,2848.360,0,0
16-12 20:11:28,43.252,0.250,55.752,0,0,3114496,3536660,29468,733324,273.011,1191.047,0,4.000
16-12 20:11:29,49.498,0.750,49.248,0,0,3114496,3536660,29468,733324,268.988,762.967,0,0
16-12 20:11:30,67.524,0.495,31.165,0,0,3114496,3536660,29468,733324,395.743,2769.212,0,0
16-12 20:11:31,52.239,2.271,45.678,0,0,3143692,3507428,29480,733344,275.580,1202.253,0,32.302
16-12 20:11:32,96.504,2.750,0.250,0,0,3195604,3455516,29480,733344,241.010,721.030,0,16.001
16-12 20:11:33,83.816,1.001,15.762,0,0,3195604,3455516,29480,733344,233.183,721.567,0,0
16-12 20:11:34,26.514,0.250,72.538,0,0,3195856,3455264,29480,733344,488.255,3407.780,0,4.002
16-12 20:11:35,46.751,0.750,51.751,0,0,3213748,3437372,29480,733344,167.003,667.011,0,0
16-12 20:11:36,69.468,0.750,29.237,0,0,3213736,3437372,29492,733344,166.924,666.697,0,59.973
16-12 20:11:37,30.669,0.249,67.821,0,0,3213732,3437372,29492,733348,504.667,3408.999,0,11.968
16-12 20:11:38,72.216,1.254,25.577,0,0,3213972,3437120,29492,733360,227.681,723.164,0,0
16-12 20:11:39,48.179,0.499,51.425,0,0,3213972,3437120,29492,733360,392.424,767.873,0,0
16-12 20:11:40,98.384,1.001,0.501,0,0,3230856,3420236,29492,733360,273.373,1192.629,0,0
16-12 20:11:41,68.731,1.000,29.742,0,0,3239424,3411668,29492,733360,759.794,3294.108,0,23.994
16-12 20:11:42,41.171,0.250,58.139,0.250,0,3239412,3411668,29500,733364,232.555,1308.499,0,47.908
16-12 20:11:43,33.557,0.250,66.112,0,0,3233968,3417112,29500,733364,273.464,1193.025,0,0
16-12 20:11:44,78.785,1.501,19.008,0,0,3233948,3417112,29500,733384,382.169,2965.309,0,68.030
16-12 20:11:45,25.505,0,74.013,0,0,3233948,3417112,29500,733384,227.040,721.128,0,4.001
16-12 20:11:46,53.735,0.750,44.987,0,0,3233948,3417112,29500,733384,272.924,1190.666,0,0
16-12 20:11:47,55.632,0.499,43.657,0,0,3233936,3417112,29512,733384,166.646,1136.586,0,79.830
16-12 20:11:48,98.019,1.250,0.250,0,0,3249560,3401488,29512,733384,167.032,667.128,0,4.001
16-12 20:11:49,85.190,0.501,14.282,0,0,3249560,3401488,29512,733384,375.836,1289.870,0,20.045
16-12 20:11:50,29.728,1.249,68.200,0,0,3249540,3401488,29512,733404,339.750,2919.854,0,3.997
16-12 20:11:51,45.281,0.500,53.036,0,0,3249540,3401488,29512,733404,167.113,667.452,0,0
16-12 20:11:52,18.004,0.750,80.766,0,0,3249792,3401236,29520,733396,273.054,1191.236,0,60.012
16-12 20:11:53,1.750,0.250,98.004,0,0,3249764,3401236,29520,733420,400.018,3080.138,0,0
16-12 20:11:54,0.998,0.499,97.599,0,0,3249764,3401236,29520,733420,328.493,761.825,0,3.994
16-12 20:11:55,72.577,7.007,19.771,0,0,3244916,3390352,29520,748864,49593.520,16042753.565,0,136.144
16-12 20:11:56,51.222,7.746,39.229,0,0,3253660,3355404,29520,774284,71403.874,25974611.978,0,0
16-12 20:11:57,18.268,3.003,77.826,0,0,3257952,3340888,29520,784184,31516.905,10066860.382,0,8.008
16-12 20:11:58,0.250,0.500,98.754,0,0,3256444,3342388,29528,784184,273.010,1191.045,0,64.002
16-12 20:11:59,3.500,0.250,95.000,0,0,3256896,3341932,29528,784188,382.000,3042.002,0,0
16-12 20:12:00,0.250,0.500,99.253,0,0,3255400,3343428,29528,784188,167.005,667.022,0,64.002
16-12 20:12:01,0.750,0.250,98.239,0,0,3253300,3345528,29528,784188,272.969,1190.866,0,0
16-12 20:12:02,1.000,0,98.252,0,0,3251756,3347072,29528,784188,340.006,3000.051,0,0
16-12 20:12:03,3.500,1.250,95.254,0,0,3248908,3349752,29536,784204,21785.960,11883.524,24.001,36.002
16-12 20:12:04,1.750,0.500,96.748,0,0,3247104,3351292,29536,784436,189851.190,11466.770,0,0
16-12 20:12:05,1.000,0.250,98.244,0,0,3247104,3351292,29536,784436,388.975,4012.739,0,0
16-12 20:12:06,1.000,0,99.006,0,0,3248108,3350288,29536,784436,544.035,2793.180,0,4.000
16-12 20:12:07,1.250,3.750,94.744,0,0,768552,5830624,29536,784168,512.967,4763.692,0,0
16-12 20:12:08,0.250,0,99.007,0,0,768552,5830624,29536,784168,167.012,631.045,0,0
16-12 20:12:09,0,0.250,99.001,0,0,768540,5830624,29548,784168,167.001,623.004,0,152.001
16-12 20:12:10,1.000,0,98.746,0,0,760596,5884320,29548,739448,613.977,1242.954,0,0
