"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_stanford_capacity.csv 1",,,,"Date:","16 Dec 2025 18:26:39 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 18:26:59,79.366,9.764,8.512,0,0,1531500,4712524,48024,1097536,5288.745,12586.431,0,0
16-12 18:27:00,80.918,7.492,8.991,0,0,1565100,4678756,48024,1097548,5089.852,9952.934,0,0
16-12 18:27:01,80.021,7.502,11.253,0,0,1591016,4652828,48024,1097556,7008.830,10176.658,0,0
16-12 18:27:02,84.995,7.250,6.500,0,0,1634340,4609484,48036,1097560,19037.952,6988.615,0,159.991
16-12 18:27:03,87.951,7.996,3.248,0,0,1679552,4564152,48036,1097680,28517.140,25630.745,0,0
16-12 18:27:04,76.372,6.260,14.022,0,0,1693752,4549852,48036,1097804,20304.409,18102.895,0,0
16-12 18:27:05,67.717,7.746,23.239,0,0,1737832,4505752,48036,1097804,15381.509,23317.644,0,3.998
16-12 18:27:06,33.787,2.002,63.320,0,0,1778656,4464928,48036,1097804,5769.370,8727.636,0,0
16-12 18:27:07,1.750,0.500,97.265,0,0,1778644,4464928,48048,1097804,4911.765,7371.147,0,80.012
16-12 18:27:08,16.736,1.998,79.683,0,0,1782640,4460908,48048,1097824,8526.860,29078.651,0,19.983
16-12 18:27:09,23.019,3.753,72.061,0,0,1787052,4456468,48048,1097844,7336.185,8600.251,0,0
16-12 18:27:10,33.195,2.745,62.397,0,0,1785424,4458096,48048,1097844,7669739.305,9220.780,0,3.993
16-12 18:27:11,13.770,2.003,83.619,0,0,1785428,4458092,48048,1097844,8792158.029,7814.112,0,4.006
16-12 18:27:12,26.708,3.245,69.142,0,0,1812232,4431276,48048,1097856,7884894.162,19834.055,0,0
16-12 18:27:13,93.069,5.254,1.001,0,0,1841740,4401760,48056,1097856,8877207.505,2635036.412,0,44.033
16-12 18:27:14,81.032,8.003,8.003,0,0,1865488,4377996,48056,1097872,5892474.429,7575468.615,0,0
16-12 18:27:15,77.476,8.497,11.746,0,0,1919752,4323724,48056,1097880,11086656.909,7194673.653,0,0
16-12 18:27:16,76.750,7.750,13.250,0,0,1964580,4278884,48056,1097892,4622693.451,6529117.575,0,0
16-12 18:27:17,81.897,5.743,11.985,0,0,1966200,4277252,48056,1097904,6000051.070,6657608.316,0,0
16-12 18:27:18,80.787,8.754,5.252,4.002,0,1965940,4277484,48064,1097924,16829856.322,11332785.764,0,89625.193
16-12 18:27:19,75.834,5.506,15.267,0,0,1981036,4262376,48064,1097936,8897504.072,9079418.872,0,0
16-12 18:27:20,75.516,5.751,17.504,0,0,1984668,4258732,48064,1097948,8892659.080,10182090.166,0,16.003
16-12 18:27:21,74.495,5.750,18.749,0,0,1989712,4253680,48064,1097956,15288620.601,9761879.581,0,0
16-12 18:27:22,63.525,4.502,30.762,0,0,2001708,4241652,48064,1097988,2501959.634,5555443.200,0,0
16-12 18:27:23,3.000,0.500,96.000,0.250,0,2001948,4241400,48076,1097988,3466.004,2045.003,0,156.000
16-12 18:27:24,1.500,0.250,97.249,0,0,2002700,4240644,48076,1097988,2409.969,2490.968,0,36.000
16-12 18:27:25,65.719,3.998,29.236,0,0,2013328,4227092,48076,1100856,2522100.212,598559.784,0,0
16-12 18:27:26,39.273,4.753,55.283,0,0,2014420,4221684,48076,1105052,18740.115,4248992.124,0,0
16-12 18:27:27,2.249,0.750,96.477,0,0,2014924,4221180,48076,1105052,2464.418,2556.396,0,255.940
16-12 18:27:28,1.500,0.750,97.002,0,0,2014924,4221180,48076,1105052,1048.025,1872.045,0,0
16-12 18:27:29,1.500,0.250,97.257,0,0,2014992,4220940,48084,1105052,3742.269,2258.162,0,328.024
16-12 18:27:30,22.749,3.750,72.748,0,0,2015740,4219776,48084,1105096,9735.690,51252.370,0,0
16-12 18:27:31,2.750,1.500,94.749,0.250,0,1720988,4515060,48084,1104900,1226.989,2776.975,0,32.000
16-12 18:27:32,12.478,1.747,85.847,0,0,1401976,4834516,48084,1104704,10501.327,29905.824,0,0
16-12 18:27:33,28.547,2.003,67.863,0,0,1417624,4818632,48088,1104940,11433.005,212884.881,0,0
16-12 18:27:34,1.250,0.250,98.025,0,0,1403632,4832612,48100,1104940,1159.296,2155.551,0,316.081
16-12 18:27:35,1.000,0.250,98.006,0,0,1403884,4832360,48100,1104940,1896.109,9712.561,0,0
16-12 18:27:36,0.500,0.250,99.004,0,0,1403884,4832360,48100,1104940,405.017,1257.054,0,4.000
16-12 18:27:37,0.250,0,98.990,0,0,1403884,4832360,48100,1104940,352.965,828.918,0,0
