"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu02",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_fifo_w02.csv.csv 1",,,,"Date:","15 Dec 2025 16:54:17 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
15-12 16:55:17,78.069,19.455,2.494,0,0,2918312,2186500,53476,2203784,272.368,1203.209,0,59.861
15-12 16:55:18,83.066,16.763,0.250,0,0,3043548,2061256,53476,2203792,209.165,734.580,0,0
15-12 16:55:19,89.500,8.500,2.000,0,0,3108312,1996492,53476,2203792,226.999,737.996,0,0
15-12 16:55:20,98.076,1.747,0,0,0,3108312,1996492,53476,2203792,272.515,1203.858,0,0
15-12 16:55:21,90.125,0.753,9.038,0,0,3108312,1996492,53476,2203792,167.697,686.856,0,0
15-12 16:55:22,35.486,1.499,62.476,0,0,3109320,1995484,53476,2203792,339.868,2609.987,0,35.986
15-12 16:55:23,37.228,0.999,59.714,0,0,3109060,1995736,53484,2203792,314.810,1255.243,0,35.978
15-12 16:55:24,49.514,1.244,48.768,0,0,3109060,1995736,53484,2203792,166.209,688.723,0,0
15-12 16:55:25,88.629,4.519,6.779,0,0,3148876,1955920,53484,2203792,341.459,2622.206,0,0
15-12 16:55:26,26.281,1.001,71.586,0,0,3148876,1955920,53484,2203792,273.327,1207.442,0,0
15-12 16:55:27,41.010,4.001,53.014,0,0,3148860,1955920,53484,2203808,167.043,684.175,0,232.059
15-12 16:55:28,93.876,2.996,2.996,0,0,3166500,1938280,53484,2203808,208.724,733.032,0,0
15-12 16:55:29,48.049,4.254,46.047,0,0,3220640,1883860,53492,2203808,446.460,3177.273,0,28.029
15-12 16:55:30,42.844,4.982,50.566,0,0,3286412,1818088,53492,2203808,405.523,3015.021,0,0
15-12 16:55:31,85.193,14.533,0.251,0,0,3399308,1705192,53492,2203808,287.650,739.672,0,0
15-12 16:55:32,90.370,8.762,0.751,0,0,3402080,1702420,53492,2203808,355.472,1289.712,0,12.016
15-12 16:55:33,96.831,1.494,1.991,0,0,3402332,1702168,53492,2203808,387.325,838.375,0,0
15-12 16:55:34,59.226,2.008,37.894,0,0,3409884,1694608,53500,2203808,1158.411,3476.237,0,24.092
15-12 16:55:35,26.997,0.250,71.492,0,0,3409884,1694608,53500,2203808,392.958,1267.865,0,4.000
15-12 16:55:36,75.944,3.248,19.486,0,0,3378112,1726360,53500,2203828,166.877,691.492,0,75.944
15-12 16:55:37,34.314,1.753,62.367,0,0,3376220,1728252,53500,2203828,340.639,2870.384,0,0
15-12 16:55:38,72.916,1.991,24.637,0,0,3373436,1731036,53500,2203828,331.484,1327.925,0,0
15-12 16:55:39,36.408,1.004,62.522,0,0,3370868,1733604,53500,2203828,292.271,885.853,0,4.017
15-12 16:55:40,64.540,0.498,33.641,0,0,3368908,1735556,53508,2203828,166.459,763.520,0,43.858
15-12 16:55:41,53.867,4.009,40.337,0,0,3400260,1704196,53508,2203832,446.967,3304.151,0,236.512
15-12 16:55:42,47.200,4.246,46.950,0,0,3400240,1704196,53508,2203852,166.823,765.190,0,3.996
15-12 16:55:43,83.417,1.503,15.030,0,0,3400240,1704196,53508,2203852,167.335,693.390,0,0
15-12 16:55:44,40.381,1.246,57.331,0,0,3400240,1704196,53508,2203852,486.562,3363.063,0,0
15-12 16:55:45,79.438,1.253,18.794,0,0,3400240,1704196,53508,2203852,167.396,1321.126,0,0
15-12 16:55:46,45.372,1.246,52.102,0,0,3400232,1704196,53516,2203852,166.529,682.069,0,47.864
15-12 16:55:47,72.226,1.254,25.831,0,0,3400232,1704196,53516,2203852,447.402,3275.260,0,4.013
15-12 16:55:48,38.103,3.216,56.659,0,0,3400224,1704196,53516,2203860,165.276,758.092,0,0
15-12 16:55:49,92.937,7.071,0.253,0,0,3490032,1614380,53516,2203868,397.002,848.554,0,0
15-12 16:55:50,92.623,7.739,0,0,0,3499356,1605056,53516,2203868,526.279,2436.662,0,0
15-12 16:55:51,96.074,1.001,2.252,0,0,3499604,1604804,53516,2203872,311.240,792.612,0,0
15-12 16:55:52,50.073,1.252,48.070,0,0,3502620,1601780,53524,2203872,340.494,2780.036,0,24.035
15-12 16:55:53,56.174,1.248,41.694,0,0,3502620,1601780,53524,2203872,332.551,1266.290,0,3.995
15-12 16:55:54,29.041,1.001,68.346,0,0,3502620,1601780,53524,2203872,209.293,735.027,0,0
15-12 16:55:55,91.000,2.992,6.482,0,0,3495004,1609396,53524,2203872,1725.269,4265.303,0,0
15-12 16:55:56,32.881,1.495,63.769,0,0,3495000,1609396,53524,2203876,816.050,2931.403,0,0
15-12 16:55:57,87.663,4.019,6.280,0,0,3494976,1609396,53532,2203892,400.887,807.802,0,36.170
15-12 16:55:58,26.243,0.500,71.732,0,0,3494976,1609396,53532,2203892,166.959,691.829,0,0
15-12 16:55:59,89.145,2.254,8.263,0,0,3494976,1609396,53532,2203892,488.797,3654.963,0,44.072
15-12 16:56:00,95.674,1.499,1.998,0,0,3489376,1614996,53532,2203892,376.701,757.400,0,0
15-12 16:56:01,99.087,0.751,0,0,0,3488084,1616288,53532,2203892,167.146,684.599,0,0
15-12 16:56:02,28.230,0.999,70.201,0,0,3488084,1616288,53532,2203892,445.689,3336.673,0,0
15-12 16:56:03,59.785,1.501,38.022,0,0,3467784,1636580,53540,2203892,167.099,684.403,0,52.031
15-12 16:56:04,45.791,1.244,52.013,0,0,3467704,1636660,53540,2203892,208.050,730.665,0,3.982
15-12 16:56:05,75.514,4.014,19.067,0,0,3467696,1636660,53540,2203900,447.562,3358.724,0,4.014
15-12 16:56:06,33.391,0.997,64.290,0,0,3467684,1636660,53540,2203912,166.458,689.752,0,0
15-12 16:56:07,64.003,1.004,34.386,0,0,3450360,1653984,53540,2203912,167.662,686.710,0,104.412
15-12 16:56:08,54.384,1.497,43.657,0,0,3450236,1654100,53548,2203912,445.051,3380.794,0,83.821
15-12 16:56:09,98.194,1.249,0,0,0,3450236,1654100,53548,2203912,208.882,733.584,0,0
15-12 16:56:10,97.268,0.750,1.750,0,0,3450236,1654100,53548,2203912,287.052,738.133,0,0
15-12 16:56:11,62.405,1.754,35.839,0,0,3450236,1654100,53548,2203912,507.262,3442.566,0,4.010
15-12 16:56:12,31.899,1.744,64.047,0,0,3450224,1654100,53548,2203924,226.283,743.643,0,31.899
15-12 16:56:13,79.990,2.758,16.800,0,0,3450204,1654100,53560,2203928,167.503,768.305,0,72.217
15-12 16:56:14,26.769,0.751,71.300,0,0,3450204,1654100,53560,2203928,488.340,4107.863,0,0
15-12 16:56:15,80.745,2.500,16.249,0,0,3450204,1654100,53560,2203928,166.989,683.955,0,0
15-12 16:56:16,26.474,0.500,71.928,0,0,3450204,1654100,53560,2203928,166.833,683.318,0,0
15-12 16:56:17,80.342,1.747,17.216,0,0,3452176,1652096,53560,2203960,272.465,1203.635,0,3.992
15-12 16:56:18,97.486,3.007,0,0,0,3452176,1652096,53568,2203952,227.551,747.810,0,28.068
15-12 16:56:19,96.417,1.499,1.998,0,0,3452168,1652096,53568,2203960,328.718,841.278,0,0
15-12 16:56:20,63.295,1.251,35.275,0,0,3452168,1652096,53568,2203960,506.357,3423.414,0,0
15-12 16:56:21,37.243,2.999,58.240,0,0,3452168,1652096,53568,2203960,226.959,737.867,0,0
15-12 16:56:22,59.330,0.751,39.053,0,0,3452144,1652096,53568,2203984,167.226,684.927,0,36.049
15-12 16:56:23,26.990,1.250,70.974,0,0,3452144,1652096,53568,2203984,505.813,3522.700,0,3.999
15-12 16:56:24,63.671,1.741,33.825,0,0,3452136,1652096,53576,2203984,327.307,837.667,0,35.815
15-12 16:56:25,49.979,1.256,48.472,0,0,3452136,1652096,53576,2203984,167.768,695.183,0,0
15-12 16:56:26,37.246,2.500,57.743,0,0,3452112,1652096,53576,2204004,445.946,3503.577,0,0
15-12 16:56:27,71.925,2.497,23.476,0,0,3443684,1660524,53576,2204004,166.826,683.288,0,0
15-12 16:56:28,49.793,0.250,48.792,0,0,3443640,1660568,53576,2204004,167.143,684.587,0,160.137
15-12 16:56:29,10.271,2.505,86.424,0,0,3443888,1660316,53576,2204008,887.790,3859.781,0,8.016
15-12 16:56:30,0.750,0.500,98.495,0,0,3443868,1660316,53584,2204020,166.991,691.962,0,35.998
15-12 16:56:31,37.800,1.989,59.187,0,0,3443868,1660316,53584,2204020,1375.730,2042.208,0,0
15-12 16:56:32,84.844,10.512,3.754,0,0,3444404,1654520,53584,2209192,13613.094,5544250.354,0,0
15-12 16:56:33,65.638,11.686,19.890,0,0,3441292,1646060,53584,2220404,27110.406,11270641.970,0,0
15-12 16:56:34,96.517,3.276,0,0,0,3441732,1645556,53584,2220468,210.674,822.534,0,16.128
15-12 16:56:35,91.870,2.746,5.492,0,0,3354396,1732820,53592,2220528,481.321,131320.642,0,47.932
15-12 16:56:36,48.102,11.216,35.890,0,0,3341996,1729332,53592,2236276,38250.449,16297731.762,0,0
15-12 16:56:37,45.880,12.786,37.857,0,0,3347140,1706832,53592,2252900,46076.089,17176669.647,0,96.272
15-12 16:56:38,11.790,3.512,83.786,0,0,3349660,1702264,53596,2254856,5629.215,1598616.661,68.233,0
15-12 16:56:39,0.750,0.250,98.004,0,0,3349348,1702576,53596,2254856,1210.044,4829.177,0,0
15-12 16:56:40,3.499,1.250,94.475,0,0,3349596,1702324,53596,2254860,286.925,1317.654,0,0
15-12 16:56:41,0.250,0.500,99.011,0.250,0,3346460,1705452,53604,2254860,339.036,1971.212,0,84.009
15-12 16:56:42,1.750,0.250,96.991,0,0,3345624,1706288,53604,2254860,405.964,3025.731,0,35.997
15-12 16:56:43,0.500,0.500,98.524,0,0,3345160,1706748,53604,2254860,167.041,1416.344,0,272.066
15-12 16:56:44,4.000,1.000,94.004,0,0,3345728,1706008,53604,2254860,44635.723,17352.670,0,4.000
15-12 16:56:45,2.500,0.750,96.001,0,0,3355652,1695960,53604,2255076,166476.303,5110.071,0,0
15-12 16:56:46,0.250,0.250,98.986,0,0,3355640,1695960,53612,2255076,226.967,781.887,0,131.981
15-12 16:56:47,0.750,0.500,98.758,0,0,3361144,1736208,53612,2210356,452.035,1258.096,0,4.000
15-12 16:56:48,1.750,3.750,93.993,0,0,992208,4105500,53612,2210356,483.962,1369.891,0,0
15-12 16:56:49,0.500,1.500,96.765,0,0,993740,4104444,53612,2209932,4601.696,2547.386,0,8.001
15-12 16:56:50,0.750,0,99.251,0,0,992592,4105592,53612,2209932,736.005,6230.039,0,0
15-12 16:56:51,0.250,0.250,98.714,0,0,992028,4151736,53612,2165384,207.925,701.747,0,0
15-12 16:56:52,0.250,0,99.257,0,0,992128,4151920,53624,2165240,167.011,719.048,0,200.013
15-12 16:56:53,0.250,0,99.005,0,0,992128,4151920,53624,2165240,273.015,1178.065,0,4.000
