"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu02",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_stanford_fifo_new02.csv 1",,,,"Date:","16 Dec 2025 16:49:26 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 16:50:14,49.756,3.750,44.505,0,0,1156220,4992932,37612,1214284,1306.146,1998.223,0,200.022
16-12 16:50:15,42.245,3.500,52.994,0,0,1175928,4971932,37612,1215528,5485.358,2464.711,0,11.999
16-12 16:50:16,63.492,4.999,29.496,0,0,1234512,4905124,37612,1223480,22855.070,2548456.336,0,119.985
16-12 16:50:17,26.260,4.252,69.527,0,0,1305984,4845304,37612,1212136,227229.812,5176935.596,0,8.003
16-12 16:50:18,0.250,0.750,98.264,0,0,1113432,5038056,37612,1211936,453.064,4477.633,0,224.032
16-12 16:50:19,4.975,6.467,84.819,0,0,1077400,5028724,37624,1256336,47676293.417,45647159.674,0,226.846
16-12 16:50:20,0.754,0.502,98.992,0,0,1077092,5028472,37624,1256648,108476.923,6635.968,0,0
16-12 16:50:21,0,0,98.794,0,0,1077092,5028472,37624,1256648,272.432,1171.557,0,19.958
16-12 16:50:22,0.501,0.250,99.447,0,0,1077092,5028472,37624,1256648,227.451,715.418,0,4.008
16-12 16:50:23,0.500,0,99.019,0,0,1077092,5028472,37624,1256648,167.033,660.129,0,4.001
16-12 16:50:24,0,0.250,99.748,0,0,1077092,5028472,37624,1256648,314.992,1223.970,0,119.997
16-12 16:50:25,0.250,0.500,98.754,0,0,1031476,5155524,37632,1177280,178.007,1286.051,0,72.003
16-12 16:50:26,0.250,0.250,98.997,0,0,1031476,5155524,37632,1177280,226.992,784.973,0,55.998
16-12 16:50:27,0.250,0.500,98.737,0,0,1043556,5189460,37632,1132392,472.937,1181.844,0,0
16-12 16:50:28,0.500,0,99.504,0,0,1043556,5189460,37632,1132392,167.006,652.023,0,0
16-12 16:50:29,0.500,0,99.252,0,0,1043556,5189460,37632,1132392,209.005,694.015,0,0
16-12 16:50:30,0,0.250,98.759,0.250,0,1043900,5188984,37644,1132512,124610.618,3532.329,0,328.031
16-12 16:50:31,0.750,0,99.251,0,0,1041640,5191244,37644,1132512,287.002,714.006,0,4.000
16-12 16:50:32,29.491,6.498,59.981,0,0,1058576,5128428,37644,1177304,6659.862,3416.903,0,0
16-12 16:50:33,55.727,3.748,37.485,0,0,1087540,5099448,37644,1177304,6368.386,2915.803,0,3.998
16-12 16:50:34,54.508,3.000,40.006,0,0,1115140,5071728,37644,1177424,1414.217,4384.673,0,0
16-12 16:50:35,29.260,8.753,61.272,0,0,1584524,4602264,37656,1177428,1921.675,2995.051,0,232.081
16-12 16:50:36,62.119,3.992,32.182,0,0,1741520,4445268,37656,1177428,1413.014,1549.725,0,0
16-12 16:50:37,39.311,2.254,56.087,0,0,1788644,4398144,37656,1177428,5167.026,1348.094,0,7491.637
16-12 16:50:38,27.504,0.250,71.010,0,0,1788644,4398144,37656,1177428,9475.276,5850.788,0,0
16-12 16:50:39,25.016,1.751,72.047,0.500,0,1800064,4356820,37656,1206556,29813.509,15404.080,0,4827.159
16-12 16:50:40,4.996,2.748,90.934,0.250,0,1071392,5085644,37668,1206412,8311.940,6703.113,0,263.808
16-12 16:50:41,49.228,4.748,45.980,0,0,1085472,5071532,37668,1206444,166.927,695.695,0,0
16-12 16:50:42,53.023,3.752,41.768,0.500,0,1107688,5049356,37668,1206452,1602.698,5499.395,0,7491.262
16-12 16:50:43,50.031,4.003,44.278,0,0,1152880,5004024,37668,1206572,2806.767,3864.432,0,4.003
16-12 16:50:44,45.935,9.986,37.696,4.244,0,1733740,4423164,37668,1206572,1328.112,1071.477,0,40091.000
16-12 16:50:45,48.559,2.753,47.057,0,0,1812504,4344356,37680,1206604,9915.046,1281.557,0,224.272
16-12 16:50:46,34.507,0.250,64.013,0,0,1813004,4343852,37680,1206608,9412.949,14230.947,0,0
16-12 16:50:47,28.248,2.000,68.496,0.500,0,1814704,4312380,37680,1235588,18953.876,11369.326,0,7499.555
16-12 16:50:48,3.750,3.000,92.488,0,0,1076000,5051244,37680,1235444,3968.502,2544.680,0,31.996
16-12 16:50:49,53.993,4.749,36.745,0,0,1114376,5012828,37680,1235480,274.966,791.902,0,7.999
16-12 16:50:50,44.941,4.244,49.435,0,0,1142572,4984604,37692,1235492,1210.412,1945.448,0,183.759
16-12 16:50:51,47.317,4.757,47.317,0,0,1252548,4874492,37692,1235612,2089.960,5818.240,0,192.272
16-12 16:50:52,48.688,10.986,36.454,2.996,0,1770156,4356884,37692,1235612,1166.519,975.761,0,44847.064
16-12 16:50:53,46.879,1.995,50.869,0,0,1825092,4301948,37692,1235612,286.261,756.048,0,3.990
16-12 16:50:54,35.131,0.502,63.488,0,0,1825092,4301948,37692,1235612,530.987,2715.158,0,0
16-12 16:50:55,24.508,2.251,72.273,0,0,1827808,4269468,37692,1264572,20898.649,6977.220,0,4.001
16-12 16:50:56,2.750,2.250,94.252,0,0,1093908,5003480,37708,1264460,9172.157,10147.173,0,180.003
16-12 16:50:57,53.592,4.736,39.882,0,0,1148592,4948796,37708,1264460,810.604,8999.394,0,0
16-12 16:50:58,47.136,3.259,48.640,0,0,1163420,4933960,37708,1264468,1286.706,1945.604,0,0
16-12 16:50:59,47.729,3.998,46.480,0,0,1178888,4918336,37708,1264592,623.729,1201.478,0,0
16-12 16:51:00,35.479,3.248,57.965,1.749,0,1214808,4862152,37708,1284300,1161.309,3602.855,0,27887.400
16-12 16:51:01,77.075,5.756,16.016,0,0,1316076,4757156,37720,1287920,25532.936,3784222.691,0,380.371
16-12 16:51:02,25.496,2.250,68.490,0,0,1337584,4760436,37720,1263780,35054.027,3794991.593,0,3.999
16-12 16:51:03,2.998,1.749,94.925,0.250,0,1117256,4980940,37720,1263636,4157.716,3648.118,0,151.880
16-12 16:51:04,39.485,5.498,51.730,0,0,1143936,4954228,37720,1263668,226.912,749.709,0,3.998
16-12 16:51:05,45.558,3.004,49.313,0,0,1167596,4930540,37720,1263680,1446.855,4269.474,0,0
16-12 16:51:06,63.235,3.499,29.993,0,0,1182080,4915924,37732,1263800,526.873,2567.382,0,187.955
16-12 16:51:07,47.229,4.748,45.730,0,0,1224628,4862512,37732,1274436,688.700,1888.178,0,28867.426
16-12 16:51:08,58.043,5.004,34.275,0,0,1246188,4821268,37736,1293508,14205.442,921888.646,0,0
16-12 16:51:09,70.915,6.492,20.226,0,0,1324444,4739508,37736,1296940,17059.584,3518592.132,0,0
16-12 16:51:10,19.271,3.504,75.833,0,0,1377204,4713144,37736,1271164,24232.652,3125891.014,0,0
16-12 16:51:11,1.750,1.500,94.523,1.500,0,1115772,4974700,37748,1271024,8405.035,9642.334,0,14891.605
16-12 16:51:12,54.991,5.499,38.494,0,0,1125568,4964872,37748,1271056,392.935,1279.789,0,0
16-12 16:51:13,53.659,2.496,40.182,1.248,0,1137656,4952776,37748,1271064,1400.634,4272.784,0,14783.033
16-12 16:51:14,52.314,4.756,41.550,0,0,1166856,4935148,37748,1259780,749.911,3084.746,0,15667.024
16-12 16:51:15,43.989,2.749,52.237,0,0,1200828,4870664,37748,1289524,6709.377,3717.101,0,0
16-12 16:51:16,70.812,5.755,22.270,0,0,1291064,4776892,37760,1292956,19204.853,3657243.407,0,212.186
16-12 16:51:17,23.496,3.499,71.989,0,0,1336864,4757856,37760,1266864,242781.331,3951156.672,0,0
16-12 16:51:18,0.750,0.750,98.251,0,0,1054840,5040096,37760,1266664,380.004,1639.017,0,32.000
16-12 16:51:19,1.497,1.497,95.317,0,0,1051544,5030540,37760,1279324,13720983.140,34093.420,0,7.985
16-12 16:51:20,2.004,2.505,92.943,0,0,1047608,5001496,37760,1311372,34209124.703,199510.423,0,0
16-12 16:51:21,0.500,0.250,99.007,0,0,1080612,5014488,37760,1266480,452.031,1174.080,0,12.001
16-12 16:51:22,0.250,0.250,99.229,0,0,1078196,5016892,37772,1266480,226.953,713.851,0,183.962
16-12 16:51:23,0,0,99.019,0,0,1069896,5025192,37772,1266480,297.305,1234.655,0,0
16-12 16:51:24,0.506,0.506,99.257,0,0,1062632,5032456,37772,1266480,276.502,1189.059,0,0
16-12 16:51:25,0.250,0.750,98.749,0,0,1032316,5177268,37772,1154868,219.998,693.995,0,8.000
16-12 16:51:26,0.250,0,99.229,0,0,1032568,5177016,37772,1154868,226.952,784.834,0,0
16-12 16:51:27,1.000,0,99.268,0,0,1032316,5177268,37772,1154868,273.051,1174.218,0,0
16-12 16:51:28,0,0,98.980,0,0,1032304,5177268,37784,1154868,226.953,705.855,0,119.975
16-12 16:51:29,0.250,0,99.250,0,0,1032636,5176812,37784,1154992,124316.062,2521.001,0,0
16-12 16:51:30,0.500,0,99.243,0,0,1032632,5176816,37784,1154992,611.959,1653.889,0,0
16-12 16:51:31,34.234,6.997,55.224,0,0,1068288,5095464,37784,1199732,6361.958,2970.580,0,19.990
16-12 16:51:32,46.509,4.501,45.259,0,0,1091060,5072532,37784,1199784,287.058,750.151,0,0
16-12 16:51:33,52.700,3.247,41.711,0,0,1121172,5042292,37784,1199912,1596.494,6006.333,0,0
16-12 16:51:34,28.784,10.012,60.070,0,0,1632436,4530984,37796,1199912,1803.107,1786.087,0,232.271
16-12 16:51:35,66.708,4.497,27.233,0,0,1754908,4408512,37796,1199912,1269.207,1072.330,0,0
16-12 16:51:36,44.530,2.252,52.786,0,0,1810348,4353072,37796,1199912,380.259,1851.263,0,264.180
16-12 16:51:37,30.951,0.499,66.644,0,0,1810348,4353072,37796,1199912,23906.094,13925.919,0,7.987
16-12 16:51:38,23.787,1.252,72.613,1.002,0,1813320,4320816,37796,1228476,24794.681,11619.126,0,8825.769
16-12 16:51:39,8.484,3.244,87.586,1.248,0,1066092,5068160,37804,1228364,3893.726,2663.025,0,7761.500
16-12 16:51:40,57.568,4.756,36.293,0,0,1104644,5029604,37804,1228368,287.337,3047.574,0,0
16-12 16:51:41,54.548,3.003,40.536,0,0,1125288,5008940,37804,1228372,1380.210,3272.869,0,0
16-12 16:51:42,41.753,3.250,51.754,1.500,0,1166928,4967164,37804,1228492,1907.156,2306.189,0,25102.056
16-12 16:51:43,43.652,10.227,45.897,0,0,1739220,4394872,37804,1228492,10858.570,1252.183,0,3.991
16-12 16:51:44,62.916,3.495,30.459,1.498,0,1803212,4330864,37816,1228496,14810.199,11024.260,0,36219.574
16-12 16:51:45,44.894,0.752,51.666,0,0,1804176,4329868,37816,1228528,548.765,2188.036,0,8.026
16-12 16:51:46,32.262,1.501,65.525,0,0,1799216,4305676,37820,1256952,14112.319,14554.485,0,0
16-12 16:51:47,6.495,3.497,84.931,4.247,0,1041580,5063440,37820,1256840,3799.891,1959.397,0,48520.297
16-12 16:51:48,59.268,3.751,35.011,0,0,1105580,4999432,37820,1256848,333.103,1280.397,0,0
16-12 16:51:49,46.019,3.001,46.770,0,0,1141320,4963676,37832,1256848,1392.583,5438.277,0,208.087
16-12 16:51:50,40.497,5.250,52.246,0,0,1287340,4817516,37832,1256968,1860.842,1845.843,0,0
16-12 16:51:51,49.906,9.732,38.927,0,0,1768908,4335944,37832,1256972,6254.256,1691.823,0,43.918
16-12 16:51:52,61.865,2.254,35.566,0,0,1804188,4300664,37832,1256972,9524.636,6126.344,0,0
16-12 16:51:53,37.243,0.750,61.738,0,0,1822584,4282268,37832,1256972,4895.085,6336.815,0,0
16-12 16:51:54,31.002,1.750,66.755,0,0,1827552,4250264,37844,1283300,5078.369,1318.096,0,84.006
16-12 16:51:55,11.752,3.251,84.015,0,0,1102008,4973816,37844,1285256,19299.481,15804.851,0,36.006
16-12 16:51:56,52.862,4.738,40.395,0,0,1145420,4930404,37844,1285256,274.284,789.938,0,3.990
16-12 16:51:57,48.286,2.752,46.785,0,0,1165812,4909992,37856,1285264,1510.114,4813.551,0,192.142
16-12 16:51:58,52.343,3.757,42.826,0,0,1218240,4858360,37856,1284460,643.147,2356.202,0,0
16-12 16:51:59,49.460,2.748,44.714,1.249,0,1205980,4842484,37856,1311856,1718.622,3708.026,0,20463.588
16-12 16:52:00,61.313,5.005,31.532,0,0,1316332,4727404,37860,1316460,36201.109,4774735.424,0,0
16-12 16:52:01,17.995,2.249,79.229,0,0,1310908,4758036,37860,1291852,23663.848,2831373.871,0,3.999
16-12 16:52:02,5.495,2.248,91.170,0.250,0,1148336,4920744,37872,1291740,3884.601,1573.623,0,203.822
16-12 16:52:03,47.507,4.001,45.256,0,0,1171000,4898076,37872,1291744,453.063,3612.506,0,0
16-12 16:52:04,47.248,3.250,47.248,0,0,1177764,4891304,37872,1291752,1402.943,4283.826,0,0
16-12 16:52:05,51.044,3.253,41.286,0,0,1189980,4878968,37872,1291872,287.248,742.642,0,0
16-12 16:52:06,37.625,2.990,57.807,0.498,0,1228644,4814548,37872,1316948,11271.433,4376.414,0,21021.936
16-12 16:52:07,81.397,5.510,12.773,0,0,1270664,4769972,37884,1319428,21528.999,2560226.710,0,180.327
16-12 16:52:08,33.290,4.255,59.821,0,0,1362596,4702016,37884,1296016,17522.931,5039872.188,0,8.010
16-12 16:52:09,10.003,2.751,86.523,0,0,1071796,4992992,37884,1295872,15080.059,10390.797,0,32.009
16-12 16:52:10,53.800,4.483,39.104,0.498,0,1113356,4951412,37884,1295908,166.380,693.416,0,14768.964
16-12 16:52:11,56.610,3.256,37.573,0,0,1151404,4913360,37884,1295912,1465.847,5482.648,0,0
16-12 16:52:12,51.333,4.507,40.566,2.003,0,1198364,4869616,37896,1292848,838.357,2448.965,0,15457.026
16-12 16:52:13,47.516,2.751,48.517,0,0,1227528,4813336,37900,1319196,3687.257,525746.259,0,56.019
16-12 16:52:14,50.230,4.498,44.232,0,0,1297912,4738464,37900,1323580,16402.494,4558438.945,0,3.998
16-12 16:52:15,18.006,2.251,78.525,0,0,1341232,4722672,37900,1296688,239123.038,2537487.893,0,4.001
16-12 16:52:16,0.750,1.000,97.746,0,0,1118096,4946020,37900,1296492,526.981,9194.664,0,31.999
16-12 16:52:17,1.750,2.500,93.008,0,0,1073236,4944980,37900,1341204,47887669.753,161353.753,0,0
16-12 16:52:18,0.250,0.250,98.737,0.250,0,1063272,5000944,37912,1296308,451.941,1173.848,0,167.978
16-12 16:52:19,0.250,0,99.486,0,0,1054604,5009608,37916,1296308,166.977,659.910,0,7.999
16-12 16:52:20,0.250,0,99.269,0,0,1048112,5016100,37916,1296308,167.031,660.123,0,8.001
16-12 16:52:21,0.250,0,99.019,0,0,1043292,5020920,37916,1296308,363.069,1826.348,0,0
16-12 16:52:22,0.500,0.250,99.239,0,0,1039048,5025164,37916,1296308,208.977,693.924,0,0
16-12 16:52:23,0.500,0.750,98.241,0,0,999912,5186188,37928,1177424,177.985,651.944,0,307.973
16-12 16:52:24,0.250,0.500,99.259,0,0,1000164,5185936,37928,1177424,459.043,1361.128,0,0
16-12 16:52:25,0.500,0,98.979,0,0,1000164,5185936,37928,1177424,166.965,651.864,0,0
16-12 16:52:26,0.250,0,99.275,0,0,1000516,5185460,37928,1177548,124345.194,2447.614,0,0
16-12 16:52:27,0.250,0,99.251,0,0,1000516,5185460,37928,1177548,315.003,1216.012,0,0
16-12 16:52:28,26.482,6.745,66.705,0,0,1034788,5105244,37940,1222336,6903.331,3533.610,0,239.838
16-12 16:52:29,49.497,3.500,44.998,0,0,1070824,5069208,37940,1222336,166.991,695.962,0,0
16-12 16:52:30,46.352,3.240,49.343,0,0,1119948,5020068,37940,1222352,1413.499,4786.758,0,0
16-12 16:52:31,39.648,4.266,54.955,0,0,1223692,4916272,37940,1222460,1867.955,2950.987,0,0
16-12 16:52:32,45.313,10.016,41.974,0,0,1735252,4404712,37940,1222460,1331.715,1067.471,0,0
16-12 16:52:33,54.380,2.627,42.033,0,0,1801264,4338688,37952,1222460,10495.662,1441.735,0,142.912
16-12 16:52:34,32.250,0.500,64.750,0,0,1801264,4338688,37952,1222460,14410.031,11293.025,0,0
16-12 16:52:35,30.250,1.000,65.750,2.250,0,1811272,4306432,37952,1244192,4688.007,8570.013,0,20280.032
16-12 16:52:36,9.248,2.999,86.730,0,0,1072412,5038244,37952,1251056,24161.405,8820.957,0,31.993
16-12 16:52:37,56.544,5.185,36.297,0,0,1090776,5019848,37952,1251088,265.685,728.904,0,0
16-12 16:52:38,45.576,4.051,45.829,2.785,0,1123476,4987116,37964,1251100,1597.188,5720.303,0,17132.551
16-12 16:52:39,48.497,3.500,44.997,0,0,1154620,4955868,37964,1251220,2125.855,2938.799,0,0
16-12 16:52:40,35.247,11.999,50.496,1.500,0,1751608,4358880,37964,1251220,1167.902,968.919,0,17230.555
16-12 16:52:41,58.012,3.001,38.258,0,0,1780336,4330152,37964,1251220,14254.838,8695.731,0,14970.981
16-12 16:52:42,36.246,0.500,61.243,0,0,1799236,4311252,37964,1251220,9770.863,6921.195,0,0
16-12 16:52:43,36.756,2.000,61.760,0,0,1801884,4279248,37976,1279816,13917.257,8057.307,0,152.025
16-12 16:52:44,1.250,2.500,88.985,6.249,0,1027908,5053392,37976,1279664,4067.300,4984.142,0,57114.165
16-12 16:52:45,51.236,5.249,42.488,0,0,1104136,4977064,37976,1279732,338.907,1279.647,0,0
16-12 16:52:46,50.019,3.251,45.767,0,0,1116224,4964968,37976,1279740,1332.503,4281.616,0,0
16-12 16:52:47,54.220,3.748,38.728,0,0,1163680,4917368,37976,1279860,2563.567,3513.036,0,3.998
16-12 16:52:48,35.504,11.251,52.506,0,0,1738236,4342808,37976,1279864,1397.165,1733.204,0,0
16-12 16:52:49,65.753,2.250,30.002,0,0,1804244,4276784,37988,1279864,5154.263,892.046,0,192.010
16-12 16:52:50,39.518,1.751,58.527,0,0,1844564,4236464,37988,1279864,5018.304,7037.231,0,4.002
16-12 16:52:51,31.985,1.000,65.718,0,0,1839168,4212524,37988,1308428,19086.755,14356.046,0,43.979
16-12 16:52:52,3.001,2.001,94.779,0,0,1084880,4967004,37988,1308236,14627.462,7628.327,0,40.012
16-12 16:52:53,44.389,5.985,48.629,0,0,1097132,4954656,37996,1308320,226.435,748.134,0,0
16-12 16:52:54,54.830,3.755,39.057,0,0,1130640,4921140,37996,1308328,1553.264,4851.069,0,0
16-12 16:52:55,47.288,3.002,48.789,0,0,1140312,4911312,38008,1308448,227.182,1873.499,0,176.141
16-12 16:52:56,32.203,3.245,61.911,1.498,0,1169464,4858432,38008,1331516,1468.878,3558.859,0,20542.327
16-12 16:52:57,63.846,4.757,29.294,0,0,1246572,4777904,38008,1334884,9546.394,3459655.517,0,0
16-12 16:52:58,25.508,2.501,71.273,0,0,1310196,4738312,38008,1311412,35332.598,4174887.373,0,0
16-12 16:52:59,0.750,1.250,98.003,0,0,1065772,4982952,38008,1311216,13383.460,9678.333,0,40.001
16-12 16:53:00,52.426,4.993,39.445,0.250,0,1125848,4922768,38032,1311300,584.181,5480.314,0,191.731
16-12 16:53:01,47.501,3.250,48.251,0,0,1141540,4907068,38032,1311308,1343.031,2002.047,0,0
16-12 16:53:02,51.871,3.990,41.148,0,0,1187492,4860972,38032,1311432,346.139,4201.547,0,0
16-12 16:53:03,36.202,4.244,56.675,0.999,0,1180496,4852008,38032,1327032,1700.753,4215.431,0,21176.024
16-12 16:53:04,74.368,5.527,17.084,0,0,1234532,4795028,38036,1329892,13699.727,3079706.019,0,0
16-12 16:53:05,30.001,4.000,66.002,0,0,1319440,4734632,38048,1305964,17691.462,4555334.017,0,112.003
16-12 16:53:06,1.501,0.750,97.034,0,0,1110224,4944048,38048,1305764,14832.191,5820.037,0,32.011
16-12 16:53:07,45.222,4.747,46.971,0.999,0,1153476,4900704,38052,1305852,9047.322,10105.658,0,14906.645
16-12 16:53:08,48.492,3.749,47.492,0,0,1167272,4886900,38052,1305860,1402.758,4311.257,0,0
16-12 16:53:09,55.500,4.500,37.250,0,0,1219140,4834912,38052,1305980,398.997,2603.978,0,0
16-12 16:53:10,35.776,4.253,58.542,0.751,0,1187848,4845076,38064,1326600,731.530,1924.395,0,15615.323
16-12 16:53:11,55.722,4.748,37.481,0,0,1209132,4818920,38064,1331308,14100.805,1050800.845,0,0
16-12 16:53:12,72.016,5.251,20.504,0,0,1288552,4735268,38064,1335440,29945.503,4313157.684,0,0
16-12 16:53:13,54.767,5.502,38.512,0,0,1368884,4683048,38064,1308004,99588.477,2308216.372,0,0
16-12 16:53:14,1.000,2.000,96.744,0,0,1057104,4994948,38064,1307928,124360.493,2703.837,0,31.998
16-12 16:53:15,0.499,0.749,98.090,0.250,0,1052056,4999984,38076,1307928,392.361,1233.992,0,455.259
16-12 16:53:16,3.756,3.756,88.144,0,0,1026352,4979808,38076,1352640,48102855.264,46062945.836,0,0
16-12 16:53:17,25.239,6.247,67.721,0,0,1066280,4893700,38148,1397444,8620.331,4294.173,0,0
16-12 16:53:18,51.735,3.749,42.738,0,0,1093464,4866520,38148,1397440,452.869,4704.640,0,3.999
16-12 16:53:19,47.266,3.001,47.516,0,0,1103540,4856440,38148,1397444,167.057,1240.420,0,0
16-12 16:53:20,50.976,2.749,44.979,0,0,1139280,4820684,38160,1397444,1580.258,3140.526,0,231.891
16-12 16:53:21,57.099,5.486,35.905,0,0,1223144,4893128,38160,1244904,7966.973,4168.997,0,7.979
16-12 16:53:22,71.223,5.016,20.815,0,0,1282612,4833656,38164,1244904,14355.886,5676.749,0,0
16-12 16:53:23,68.478,3.249,26.741,0,0,1302716,4813552,38164,1244904,9134.053,13366.688,0,0
16-12 16:53:24,46.272,2.751,50.024,0,0,1328208,4787932,38164,1245032,4180.016,124462.040,0,0
16-12 16:53:25,2.500,0.250,97.019,0,0,1331724,4784404,38176,1245032,858.169,2026.399,0,236.047
16-12 16:53:26,21.496,1.250,76.735,0,0,1332476,4783648,38176,1245036,3370.343,6794.675,0,0
