"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output giraph_roadNet_fair_worker1_4G.csv 1",,,,"Date:","17 Dec 2025 16:33:51 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
17-12 16:34:26,0.750,0.500,97.743,0,0,1116208,4384228,38884,1867068,26972.011,13849911.888,14334.943,4.000
17-12 16:34:27,1.000,1.250,96.497,0,0,1114160,4371908,38884,1881404,33533.089,16045168.908,14335.610,1155.969
17-12 16:34:28,1.500,1.250,94.017,1.500,0,1105840,4367904,38888,1893692,136777.659,58358827.221,12290.216,43455.834
17-12 16:34:29,1.000,0.500,98.001,0,0,1105820,4367904,38900,1893696,340.005,2411.032,0,72.001
17-12 16:34:30,0.250,0.500,98.486,0.500,0,1107552,4364124,38900,1895744,4761.337,2304060.038,2047.715,4847.325
17-12 16:34:31,6.747,1.250,91.466,0,0,1107868,4359588,38900,1899964,22162.707,8052211.040,4214.423,0
17-12 16:34:32,0.250,0,98.552,0,0,1107864,4359588,38900,1899968,316.166,940.495,0,0
17-12 16:34:33,0.500,0,98.992,0,0,1107864,4359588,38900,1899968,333.974,1116.913,0,171.987
17-12 16:34:34,2.250,1.000,96.487,0,0,1108104,4359336,38900,1899980,4855.349,4835.352,0,0
17-12 16:34:35,2.000,1.000,96.995,0,0,1108096,4359336,38908,1899980,405.977,2549.858,0,111.994
17-12 16:34:36,1.000,0,94.485,3.499,0,1108088,4359336,38912,1899984,363.941,1160.811,0,40141.478
17-12 16:34:37,0.500,0.250,98.787,0,0,1108088,4359336,38912,1899984,209.077,589.218,0,0
17-12 16:34:38,2.000,0.500,97.252,0,0,1108340,4359084,38912,1899984,340.005,2476.039,0,0
17-12 16:34:39,0.500,0.250,98.709,0,0,1108340,4359084,38912,1899984,273.886,1070.556,0,3.998
17-12 16:34:40,0.750,0,99.274,0,0,1108340,4359084,38912,1899984,233.057,605.147,0,0
17-12 16:34:41,0.500,0.250,98.757,0,0,1108328,4359084,38924,1899984,274.019,890.062,0,48.003
17-12 16:34:42,0.500,0,98.982,0,0,1108580,4358832,38924,1899984,393.927,1116.794,0,263.951
17-12 16:34:43,0.250,0.250,98.774,0,0,1108580,4358832,38924,1899984,389.094,689.167,0,20.005
17-12 16:34:44,5.500,2.000,91.751,0,0,1109080,4358328,38924,1899988,6387.082,6926.089,0,0
17-12 16:34:45,0.750,0.250,99.006,0,0,1109072,4358328,38924,1899996,274.017,1071.067,0,4.000
17-12 16:34:46,0.500,0,98.988,0,0,1109072,4358328,38924,1899996,256.970,628.926,0,0
17-12 16:34:47,1.250,0.250,98.003,0.250,0,1116624,4350768,38932,1899996,340.010,2517.071,0,24.001
17-12 16:34:48,0.250,0.250,99.259,0,0,1116624,4350768,38932,1899996,394.035,1117.099,0,0
17-12 16:34:49,0.750,0.250,98.741,0,0,1116624,4350768,38932,1899996,298.973,670.939,0,0
17-12 16:34:50,0.500,0.250,98.471,0,0,1116624,4350768,38932,1899996,273.919,1217.640,0,0
17-12 16:34:51,4.744,0.499,93.387,0,0,1117120,4350264,38932,1900004,6788.761,7250.201,0,3.995
17-12 16:34:52,0.500,0.250,99.248,0,0,1117112,4350264,38932,1900012,166.997,538.990,0,4.000
17-12 16:34:53,0.501,0,98.362,0,0,1117100,4350264,38944,1900012,274.312,891.015,0,48.055
17-12 16:34:54,0.500,0,99.295,0,0,1117100,4350264,38944,1900012,316.144,1105.503,0,0
17-12 16:34:55,3.499,1.000,94.732,0,0,1117856,4349508,38944,1900012,6556.781,6601.772,0,0
17-12 16:34:56,0.750,0.750,98.264,0,0,1124900,4342452,38944,1900024,340.050,2608.383,0,0
17-12 16:34:57,0.250,0,98.997,0,0,1124900,4342452,38944,1900024,273.993,1070.973,0,8.000
17-12 16:34:58,0.750,0.250,99.002,0,0,1124900,4342452,38944,1900024,167.004,539.013,0,24.001
17-12 16:34:59,0.750,0.500,98.747,0,0,1132956,4334388,38952,1900024,381.988,2641.916,0,27.999
17-12 16:35:00,0,0,98.972,0,0,1132956,4334388,38952,1900024,273.924,1062.704,0,0
17-12 16:35:01,0.750,0,98.530,0,0,1132956,4334388,38952,1900024,407.124,4940.499,0,0
17-12 16:35:02,1.000,0.500,98.484,0,0,1132952,4334388,38952,1900028,273.954,889.852,0,107.982
17-12 16:35:03,3.751,1.500,94.019,0,0,1132940,4334352,38952,1900072,6666.344,7030.418,0,4.001
17-12 16:35:04,0.750,0,98.734,0,0,1130964,4336328,38952,1900072,208.965,588.902,0,3.999
17-12 16:35:05,0.250,0,99.263,0,0,1130384,4336900,38960,1900072,274.037,890.120,0,72.010
17-12 16:35:06,0.500,0.250,98.749,0,0,1130384,4336900,38960,1900072,273.998,1062.994,0,0
17-12 16:35:07,0.500,0.500,98.993,0,0,1130384,4336900,38960,1900072,226.984,592.957,0,7.999
17-12 16:35:08,1.250,0.250,97.724,0,0,1140212,4327072,38960,1900072,166.956,538.859,0,0
17-12 16:35:09,5.752,1.000,92.530,0,0,1148084,4319008,38960,1900080,6797.224,9212.014,0,4.001
17-12 16:35:10,0,0,99.004,0,0,1148052,4319008,38960,1900088,241.009,601.023,0,48.002
17-12 16:35:11,0.250,0.500,98.997,0,0,1148044,4319008,38968,1900088,346.990,2884.914,0,31.999
17-12 16:35:12,0.750,0.250,98.735,0,0,1148044,4319008,38968,1900088,380.944,1413.791,0,0
17-12 16:35:13,0.500,0,99.017,0,0,1147392,4319660,38968,1900088,287.048,647.108,0,0
17-12 16:35:14,0,0,99.249,0,0,1145908,4321140,38968,1900092,208.999,580.996,0,12.000
17-12 16:35:15,2.500,0.750,96.742,0,0,1145908,4321140,38968,1900092,506.958,3259.732,0,7.999
17-12 16:35:16,3.250,0.250,95.510,0,0,1145904,4321140,38968,1900096,6214.665,6397.685,0,16.002
17-12 16:35:17,0,0.500,99.237,0.250,0,1145888,4321140,38976,1900104,166.978,538.930,0,31.996
17-12 16:35:18,0.750,0.250,98.750,0,0,1145888,4321140,38976,1900104,381.001,1414.002,0,0
17-12 16:35:19,0,0,99.245,0,0,1145884,4321140,38976,1900108,268.986,962.950,0,0
17-12 16:35:20,2.750,0.250,96.263,0,0,1145884,4321140,38976,1900108,6154.853,6389.886,0,0
17-12 16:35:21,1.500,0.500,97.497,0,0,1145868,4321140,38976,1900124,446.988,3287.913,0,4.000
17-12 16:35:22,0.250,0.500,98.998,0,0,1145868,4321140,38976,1900124,226.994,592.985,0,12.000
17-12 16:35:23,0.250,0,99.007,0,0,1145860,4321140,38984,1900124,227.016,593.041,0,20.001
17-12 16:35:24,1.000,0.500,98.253,0,0,1145860,4321140,38984,1900124,447.012,3288.088,0,0
17-12 16:35:25,0.250,0,99.245,0,0,1145860,4321140,38984,1900124,268.987,1752.918,0,0
17-12 16:35:26,0.500,0.250,99.248,0,0,1145860,4321140,38984,1900124,166.997,538.990,0,0
17-12 16:35:27,3.000,0.500,95.504,0,0,1145860,4321140,38984,1900124,6368.271,7264.309,0,4.000
17-12 16:35:28,1.250,0.250,98.980,0,0,1145844,4321140,38984,1900140,166.966,546.889,0,3.999
17-12 16:35:29,0,0,99.156,0,0,1145836,4321140,38992,1900140,166.841,538.488,0,23.977
17-12 16:35:30,0.250,0.500,98.835,0,0,1145836,4321140,38992,1900140,423.366,1457.260,0,0
17-12 16:35:31,8.502,1.000,90.271,0,0,1145836,4321140,38992,1900140,6633.566,6608.561,0,0
17-12 16:35:32,0.500,0.500,98.746,0,0,1145824,4321140,38992,1900152,1055.955,1398.940,0,207.991
17-12 16:35:33,2.750,0,96.009,0,0,1145812,4321140,38992,1900164,4857.473,7287.709,0,4.000
17-12 16:35:34,0.500,0.250,99.233,0,0,1145812,4321140,39000,1900156,166.971,538.905,0,131.977
17-12 16:35:35,0,0.250,99.274,0,0,1145804,4321140,39000,1900164,209.050,581.140,0,0
17-12 16:35:36,1.250,0.500,97.743,0,0,1145804,4321140,39000,1900164,446.967,3408.750,0,0
17-12 16:35:37,0,0.250,98.988,0,0,1145804,4321140,39000,1900164,166.979,538.932,0,147.981
17-12 16:35:38,0.750,0,99.271,0,0,1145804,4321140,39000,1900164,167.036,539.116,0,0
17-12 16:35:39,1.000,0.250,97.747,0,0,1145804,4321140,39000,1900164,446.987,3408.904,0,8.000
17-12 16:35:40,0.250,0,99.245,0,0,1151484,4315452,39008,1900164,208.989,580.969,0,47.997
17-12 16:35:41,2.749,0.750,96.232,0,0,1149320,4317608,39008,1900172,3768.308,3365.382,0,0
17-12 16:35:42,0.500,0,98.508,0,0,1147496,4319432,39008,1900172,561.044,1530.119,0,0
17-12 16:35:43,1.500,1.000,97.744,0,0,1146136,4320792,39008,1900172,346.979,646.960,0,0
17-12 16:35:44,0.500,0.250,99.022,0,0,1146136,4320792,39008,1900172,167.038,547.123,0,0
17-12 16:35:45,1.250,0.250,97.750,0,0,1146136,4320792,39016,1900164,447.000,3409.000,0,40.000
17-12 16:35:46,0.500,0.500,98.502,0,0,1146128,4320792,39016,1900172,209.004,581.011,0,0
17-12 16:35:47,2.492,0.748,95.704,0,0,1145956,4320964,39016,1900172,1093.613,4068.400,0,0
17-12 16:35:48,10.780,2.006,86.237,0,0,908164,4559076,39016,1900076,176867.080,13203.361,0,0
17-12 16:35:49,0.250,0.500,99.027,0,0,908164,4559076,39016,1900076,167.045,511.139,0,0
17-12 16:35:50,0.500,0,98.986,0,0,908164,4559076,39016,1900076,286.960,556.922,0,0
17-12 16:35:51,0.500,0,99.023,0.250,0,908148,4559076,39028,1900076,316.074,1069.251,0,156.037
