"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu02",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_stanford_capacity_02.csv 1",,,,"Date:","16 Dec 2025 18:13:22 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 18:14:02,47.733,4.748,43.484,0.500,0,888332,5248072,45384,1216216,166.940,618.777,0,8193.043
16-12 18:14:03,44.208,3.497,50.952,0,0,903604,5232728,45384,1216224,902.148,4995.283,0,20816.344
16-12 18:14:04,56.326,2.754,37.550,0,0,932716,5203496,45384,1216344,815.095,1510.029,0,8.011
16-12 18:14:05,40.509,3.751,54.512,0.250,0,971844,5158164,45384,1222512,1383.297,2623.564,0,15743.385
16-12 18:14:06,68.185,5.745,23.977,0,0,1046796,5078448,45396,1227056,15096.586,3258343.071,0,203.805
16-12 18:14:07,49.058,5.506,44.803,0,0,1100704,5035940,45396,1215640,36035.356,4430086.074,0,0
16-12 18:14:08,2.998,0.500,92.676,2.748,0,914376,5222656,45396,1215444,8841.955,6053.177,0,48597.276
16-12 18:14:09,49.536,4.753,44.783,0,0,954988,5181960,45396,1215528,513.376,5406.965,0,8.006
16-12 18:14:10,51.249,4.000,43.499,0,0,981692,5155248,45396,1215536,1342.974,1870.964,0,4.000
16-12 18:14:11,53.719,3.748,41.226,0,0,1025928,5110896,45408,1215656,328.809,2999.258,0,231.865
16-12 18:14:12,42.208,3.247,52.948,0,0,1037696,5088720,45408,1225816,2101.925,5606.465,0,0
16-12 18:14:13,61.062,6.256,31.532,0,0,1117188,5003288,45408,1231644,16260.639,6064494.713,0,0
16-12 18:14:14,15.999,3.000,79.496,0,0,916956,5218500,45408,1216968,19110.122,1612471.934,0,31.999
16-12 18:14:15,43.520,5.753,49.773,0,0,931232,5204140,45408,1217052,15640.305,16782.838,0,20.009
16-12 18:14:16,48.234,3.499,45.985,0,0,953420,5181964,45420,1217060,467.844,4921.363,0,335.888
16-12 18:14:17,63.965,3.498,30.733,0,0,984800,5150464,45420,1217180,1323.274,3025.341,0,0
16-12 18:14:18,38.786,3.003,57.553,0,0,1005724,5126032,45420,1220632,9999.176,8241.563,0,0
16-12 18:14:19,75.410,6.492,13.983,0,0,1086388,5041740,45420,1224172,11291.594,3710960.285,0,0
16-12 18:14:20,28.762,4.002,67.028,0,0,1142412,4998580,45420,1211580,217929.969,3994159.921,0,280.116
16-12 18:14:21,0.500,1.501,97.788,0.250,0,884816,5256376,45432,1211384,9722.754,6463.495,0,176.068
16-12 18:14:22,0.750,0.250,98.793,0,0,884816,5256376,45432,1211384,635.275,8146.529,0,4.002
16-12 18:14:23,3.500,3.250,89.496,0,0,873036,5222368,45432,1256092,48052548.423,45907949.285,0,0
16-12 18:14:24,0.750,0.500,98.764,0,0,877608,5262688,45432,1211200,547.075,1159.160,0,0
16-12 18:14:25,0.500,0,99.502,0,0,877608,5262688,45432,1211200,167.004,583.014,0,0
16-12 18:14:26,0.250,0.250,96.001,2.750,0,877596,5262688,45444,1211200,227.002,637.005,0,17440.124
16-12 18:14:27,0.250,0,99.002,0,0,877596,5262688,45444,1211200,315.007,1147.024,0,4.000
16-12 18:14:28,30.732,8.245,59.466,0,0,890292,5272140,45452,1190164,8541.102,4224.577,0,3.998
16-12 18:14:29,42.771,4.502,50.275,1.000,0,939688,5222748,45452,1190160,227.111,1855.909,0,25200.346
16-12 18:14:30,52.613,3.242,42.888,0,0,969840,5192508,45452,1190168,511.664,3587.631,0,0
16-12 18:14:31,49.074,3.756,41.813,4.256,0,1008376,5153952,45472,1190168,1189.799,3444.207,0,50508.362
16-12 18:14:32,48.575,3.661,43.937,0,0,1058016,5104308,45472,1190172,1890.284,2270.099,0,0
16-12 18:14:33,67.111,4.867,25.871,0,0,1140168,5022156,45472,1190172,10213.208,1279.725,0,12.295
16-12 18:14:34,48.767,4.001,44.766,0.750,0,1157556,5004768,45472,1190172,18603.559,18144.397,0,19678.938
16-12 18:14:35,73.297,2.001,24.015,0,0,1166344,4995976,45472,1190176,865.550,1684.070,0,8.005
16-12 18:14:36,26.253,1.500,70.759,0,0,1178524,4983656,45484,1190304,3606.463,123910.903,0,168.022
16-12 18:14:37,2.751,0.500,96.526,0,0,1186588,4975592,45484,1190304,1216.328,2104.568,0,0
16-12 18:14:38,26.499,1.250,71.497,0,0,1210776,4951400,45484,1190308,3056.885,6327.762,0,4.000
16-12 18:14:39,0.500,0.250,98.254,0,0,1210776,4951400,45484,1190308,1093.048,2248.099,0,4.000
16-12 18:14:40,1.250,0,98.237,0,0,1210776,4951400,45484,1190308,1046.860,1685.775,0,3.999
16-12 18:14:41,0.500,0.250,98.731,0,0,1210776,4951400,45484,1190308,1100.783,1739.657,0,0
16-12 18:14:42,1.500,0,98.031,0,0,1210764,4951400,45492,1190312,2507.781,3276.021,0,24.007
16-12 18:14:43,1.500,0.250,98.001,0,0,1210764,4951400,45492,1190312,987.013,1632.021,0,0
16-12 18:14:44,0.750,0.250,98.491,0,0,1210764,4951400,45492,1190312,1106.902,1685.851,0,0
16-12 18:14:45,1.499,0.250,98.409,0,0,1210728,4951400,45492,1190348,1091.993,1816.324,0,0
16-12 18:14:46,0.500,0,99.066,0,0,1210728,4951400,45492,1190348,341.227,1197.796,0,8.005
16-12 18:14:47,2.000,0.250,96.758,0.250,0,1210720,4951400,45500,1190348,1930.165,1888.161,0,32.003
16-12 18:14:48,0.750,0,99.004,0,0,1210720,4951400,45500,1190348,1159.051,2286.102,0,0
16-12 18:14:49,4.251,0.750,94.264,0,0,1210916,4951176,45500,1190376,4710.718,21973.351,0,0
16-12 18:14:50,1.750,0.500,97.746,0,0,1210912,4951176,45500,1190380,2174.908,5548.766,0,0
16-12 18:14:51,0.250,0.500,98.483,0,0,1210912,4951176,45500,1190380,1191.795,2810.517,0,35.994
16-12 18:14:52,5.751,0,93.762,0,0,1210904,4951176,45508,1190380,2058.272,2398.317,0,380.050
16-12 18:14:53,0,0.250,99.004,0,0,1210904,4951176,45508,1190380,1584.059,2221.082,0,0
16-12 18:14:54,1.000,0.250,98.745,0,0,1210900,4951176,45508,1190384,1182.937,2243.880,0,0
16-12 18:14:55,0.750,0.500,98.250,0,0,1210900,4951176,45508,1190384,1233.005,1794.007,0,0
16-12 18:14:56,1.000,0,98.743,0,0,1210900,4951176,45508,1190384,986.933,1631.890,0,0
16-12 18:14:57,0.750,0,98.512,0,0,1210900,4951176,45508,1190384,2036.239,2410.283,0,20.002
16-12 18:14:58,1.500,0,98.249,0,0,1210892,4951176,45516,1190384,986.990,1631.984,0,28.000
16-12 18:14:59,3.000,0.750,95.739,0,0,1220712,4941348,45516,1190392,3277.610,10533.747,0,0
16-12 18:15:00,2.250,0.250,97.512,0,0,1220708,4941348,45516,1190396,2305.288,5679.708,0,84.010
16-12 18:15:01,1.000,0.500,98.241,0,0,1220704,4941348,45516,1190400,1862.830,2608.762,0,0
16-12 18:15:02,0.750,0.250,98.196,0,0,1221712,4940340,45516,1190400,2333.719,5309.085,0,0
16-12 18:15:03,0.750,0,98.563,0,0,1221704,4940340,45524,1190400,1249.797,2245.433,0,84.054
16-12 18:15:04,1.000,0.750,98.251,0,0,1221704,4940340,45524,1190400,1061.006,1686.009,0,4.000
16-12 18:15:05,0.750,0,98.963,0,0,1221704,4940340,45524,1190400,1060.608,1685.378,0,3.999
16-12 18:15:06,1.250,0.250,98.286,0,0,1221704,4940340,45524,1190400,1773.644,3021.098,0,0
16-12 18:15:07,1.496,0.748,97.499,0,0,1221704,4940340,45524,1190400,1925.049,1883.156,0,135.651
16-12 18:15:08,0.752,0.251,98.234,0,0,1221704,4940340,45524,1190400,2049.879,2021.812,0,0
16-12 18:15:09,2.501,0.250,96.777,0,0,1221908,4940116,45532,1190412,2426.678,12222.413,0,52.015
16-12 18:15:10,1.499,0.250,97.465,0,0,1221904,4940116,45532,1190416,2108.238,5201.120,0,3.999
16-12 18:15:11,0.250,0.250,99.255,0,0,1221904,4940116,45532,1190416,1107.056,1705.086,0,0
16-12 18:15:12,0.750,0.250,98.529,0,0,1221856,4940116,45532,1190416,2453.728,3348.993,0,0
16-12 18:15:13,1.000,0.500,98.499,0,0,1229920,4932052,45532,1190416,1046.988,3068.964,0,0
16-12 18:15:14,0.500,0,98.242,0.250,0,1229908,4932052,45540,1190420,2836.761,2154.818,0,27.998
16-12 18:15:15,1.250,0.250,98.479,0,0,1229268,4932052,45540,1191060,681655.167,4683.991,0,7.998
16-12 18:15:16,0.750,0.250,97.777,0,0,1226352,4932052,45540,1193976,3198984.563,9035.453,0,4.001
16-12 18:15:17,1.250,0.500,96.981,0,0,1226324,4928272,45540,1197784,4006837.853,12528.598,0,0
16-12 18:15:18,2.000,1.000,97.006,0,0,1226324,4928272,45540,1197784,3834.246,12385.795,0,0
16-12 18:15:19,1.750,0.250,97.223,0,0,1226300,4928272,45548,1197800,2168.405,5794.411,0,63.982
16-12 18:15:20,0.500,0,98.535,0,0,1226300,4928272,45548,1197800,1201.430,1813.648,0,0
16-12 18:15:21,0.500,0.250,98.507,0,0,1226300,4928272,45548,1197800,2411.177,3306.242,0,0
16-12 18:15:22,0.750,0,99.001,0,0,1226300,4928272,45548,1197800,1029.015,1675.025,0,4.000
16-12 18:15:23,0.750,0.250,98.238,0,0,1226300,4928272,45548,1197800,2902.631,2261.712,0,147.981
16-12 18:15:24,0.750,0.500,98.509,0,0,1226156,4926760,45556,1199448,1838559.503,7477.714,0,44.004
16-12 18:15:25,1.749,0.999,95.927,0,0,1227504,4919704,45556,1205156,6037610.617,15097.569,0,0
16-12 18:15:26,1.751,1.001,96.819,0,0,1227496,4919704,45556,1205164,4336.101,11531.246,0,0
16-12 18:15:27,1.498,0,98.149,0,0,1227492,4919704,45556,1205168,2254.690,5763.096,0,0
16-12 18:15:28,1.501,0.250,97.806,0,0,1227492,4919704,45556,1205168,1144.651,1796.021,0,20.011
16-12 18:15:29,0.999,0.250,98.198,0,0,1227492,4919704,45556,1205168,2298.789,2782.534,0,0
16-12 18:15:30,0.500,0,98.581,0.250,0,1227480,4919704,45564,1205172,1154.944,3321.714,0,116.095
16-12 18:15:31,1.250,0.500,97.970,0,0,1227480,4919704,45564,1205172,2180.337,2154.345,0,0
16-12 18:15:32,0.999,0.499,98.142,0,0,1226860,4918948,45564,1206548,1497049.425,5860.570,0,7.991
16-12 18:15:33,1.001,0.501,96.890,0,0,1229508,4911892,45564,1210956,4769461.463,12962.765,0,172.249
16-12 18:15:34,10.751,2.250,86.255,0,0,1228128,4911444,45564,1212784,1668061.137,231071.872,0,8.000
16-12 18:15:35,1.000,0,97.989,0,0,1216920,4922652,45572,1212776,1080.879,2000.776,0,91.990
16-12 18:15:36,4.747,3.998,87.951,0,0,1214136,4889032,45572,1248400,38347602.515,36719040.279,0,0
16-12 18:15:37,2.501,1.501,95.537,0,0,1213884,4879932,45572,1257500,9661626.286,9277006.947,0,0
16-12 18:15:38,0.250,0.250,99.033,0,0,1213884,4879932,45572,1257500,167.056,619.207,0,0
16-12 18:15:39,1.000,0,98.749,0,0,1213884,4879932,45572,1257500,438.998,1296.993,0,0
16-12 18:15:40,1.250,0.750,97.747,0,0,1211120,4882692,45580,1257496,232.993,684.979,0,55.998
16-12 18:15:41,2.750,1.750,94.497,0,0,899592,5194376,45580,1257420,1607.954,5382.845,0,4.000
16-12 18:15:42,0.250,0.750,98.011,0,0,913476,5271124,45580,1167820,482.052,1105.120,0,0
16-12 18:15:43,1.000,0.250,98.988,0,0,909672,5274964,45580,1167816,346.958,3838.531,0,0
16-12 18:15:44,0,0.500,99.004,0,0,906380,5278256,45580,1167816,209.007,625.022,0,0
16-12 18:15:45,0.750,0,98.479,0.250,0,903724,5280900,45592,1167816,346.925,1158.748,0,235.949
16-12 18:15:46,0.250,0.250,99.017,0,0,901364,5283228,45592,1167848,233.040,649.110,0,4.001
16-12 18:15:47,1.000,0,98.758,0,0,899100,5285492,45592,1167848,167.013,583.047,0,0
16-12 18:15:48,0.250,0.250,98.734,0,0,897560,5287032,45592,1167848,272.956,1488.760,0,7374.813
16-12 18:15:49,0.250,0.250,98.985,0,0,896932,5287660,45592,1167848,208.968,624.903,0,0
16-12 18:15:50,0.250,0,98.515,0.250,0,896932,5287660,45600,1167840,167.025,583.087,0,88.013
16-12 18:15:51,0.750,0.250,98.744,0,0,897024,5287436,45600,1167972,124554.617,3097.816,0,8.000
16-12 18:15:52,0.750,0,99.025,0,0,897024,5287436,45600,1167972,167.042,583.146,0,4.001
16-12 18:15:53,24.998,7.249,65.495,0,0,903484,5236172,45600,1212760,6578.534,3340.763,0,0
16-12 18:15:54,52.986,4.749,39.990,0,0,940284,5199380,45600,1212752,374.903,1236.680,0,0
16-12 18:15:55,34.011,3.001,58.268,0,0,951556,5188068,45612,1212764,287.090,2959.931,0,348.110
16-12 18:15:56,50.924,3.478,40.242,0,0,972632,5166900,45612,1212856,1303.649,3061.389,0,0
16-12 18:15:57,42.941,4.018,47.964,0,0,1019356,5120068,45612,1212884,1975.811,2301.262,0,0
16-12 18:15:58,25.720,13.235,57.683,0,0,1566448,4572976,45612,1212884,20600.908,6067.904,0,3.995
16-12 18:15:59,76.121,3.506,17.528,0,0,1622388,4517032,45612,1212888,4011.362,1578.504,0,7387.717
16-12 18:16:00,35.535,1.501,59.809,0,0,1678332,4461088,45612,1212888,5800.717,13804.606,0,8.008
16-12 18:16:01,34.989,1.250,58.481,2.249,0,1678320,4461088,45624,1212888,226.927,618.800,0,25395.808
16-12 18:16:02,30.842,2.337,64.022,0,0,1684456,4425808,45624,1241428,19548.523,7581.642,0,0
16-12 18:16:03,8.042,2.949,87.924,0,0,911400,5199000,45624,1241260,4420.883,3469.798,0,0
16-12 18:16:04,44.373,4.238,44.871,0.499,0,955416,5154900,45624,1241340,208.402,659.110,0,7366.872
16-12 18:16:05,51.285,4.525,37.709,0,0,977096,5133228,45624,1241348,549.050,7388.037,0,0
16-12 18:16:06,52.266,4.001,37.762,1.250,0,1030356,5079832,45636,1241468,1358.415,2447.747,0,20002.108
16-12 18:16:07,41.674,5.240,49.909,0,0,1164184,4946020,45636,1241468,1857.605,1773.758,0,0
16-12 18:16:08,56.568,9.512,27.784,0,0,1625316,4484888,45636,1241468,6319.641,1117.351,0,0
16-12 18:16:09,58.316,3.987,25.669,2.243,0,1650516,4459688,45636,1241468,18855.522,13839.345,0,44762.801
16-12 18:16:10,39.646,5.018,49.181,0,0,1704692,4405508,45636,1241472,4806.707,5748.175,0,12.044
16-12 18:16:11,37.603,0.742,59.372,0,0,1704944,4405256,45636,1241472,330.506,1210.208,0,0
16-12 18:16:12,32.600,1.011,64.441,0.253,0,1717364,4363676,45644,1269896,518.563,1262.545,0,97.041
16-12 18:16:13,9.000,4.250,84.252,0,0,950112,5131072,45644,1269752,13158.345,7870.207,0,32.001
16-12 18:16:14,44.744,4.499,50.744,0,0,1000980,5080168,45644,1269788,282.964,714.910,0,0
16-12 18:16:15,50.682,3.495,42.443,0,0,1010780,5070340,45644,1269800,591.202,7440.952,0,3.995
16-12 18:16:16,58.739,3.499,30.994,0,0,1040140,5040856,45648,1269920,1252.767,3026.436,0,7.999
16-12 18:16:17,33.064,7.264,57.361,0,0,1267700,4813300,45660,1269920,1864.620,2255.379,0,196.381
16-12 18:16:18,53.741,8.249,36.994,0,0,1615180,4465820,45660,1269920,15416.410,6385.927,0,0
16-12 18:16:19,50.727,3.498,42.730,0,0,1705144,4375856,45660,1269920,14062.549,13192.948,0,0
16-12 18:16:20,32.761,0.250,66.273,0,0,1705144,4375856,45660,1269920,381.134,1520.534,0,4.001
16-12 18:16:21,32.144,1.744,65.036,0,0,1715848,4336040,45660,1298304,272.105,1137.259,0,0
16-12 18:16:22,7.772,3.259,88.752,0,0,974184,5077788,45660,1298140,14570.348,8126.060,0,32.091
16-12 18:16:23,49.537,4.253,44.533,0.250,0,1015180,5036712,45672,1298200,167.123,619.457,0,188.139
16-12 18:16:24,50.673,3.495,44.183,0,0,1053696,4998184,45672,1298212,1686.433,7976.857,0,0
16-12 18:16:25,51.828,4.757,41.062,1.252,0,1100584,4951152,45672,1298336,792.199,3014.561,0,22389.876
16-12 18:16:26,45.618,2.742,50.355,0,0,1106368,4917280,45672,1325732,1608.362,2920.577,0,5157.127
16-12 18:16:27,64.694,5.517,27.081,0,0,1172532,4847672,45672,1329100,14962.963,3530437.881,0,0
16-12 18:16:28,24.741,3.499,70.975,0,0,1237476,4806648,45684,1305728,36542.367,4067265.910,0,147.949
16-12 18:16:29,1.749,0.750,96.714,0,0,963608,5080720,45684,1305556,8750.722,13741.852,0,39.985
16-12 18:16:30,51.952,5.745,39.463,0,0,1002100,5042168,45684,1305616,434.597,2398.778,0,19.981
16-12 18:16:31,51.549,3.503,43.041,0,0,1022224,5022036,45684,1305624,1284.216,1872.774,0,0
16-12 18:16:32,46.588,4.734,43.848,0.997,0,1063216,4982780,45688,1303908,865.993,5289.635,0,40220.356
16-12 18:16:33,39.903,4.517,53.454,0.251,0,1112204,4914488,45700,1322728,1785.831,3452.204,0,2646.121
16-12 18:16:34,68.254,5.250,22.501,0,0,1195932,4827200,45700,1326220,10384.650,3650367.418,0,0
16-12 18:16:35,34.761,2.751,60.019,1.000,0,1228124,4820016,45700,1301796,26507.604,3931795.182,0,13868.501
16-12 18:16:36,2.235,1.242,96.366,0,0,973300,5075120,45700,1301600,13216.065,7226.465,0,31.791
16-12 18:16:37,47.964,5.022,44.951,0,0,1022072,5026260,45700,1301688,5657.288,11789.700,0,140.629
16-12 18:16:38,49.318,3.755,45.813,0,0,1046304,5002008,45712,1301696,1404.943,4306.956,0,224.310
16-12 18:16:39,50.740,3.499,43.741,0,0,1099028,4949132,45712,1301816,332.935,2702.469,0,0
16-12 18:16:40,39.014,3.501,55.770,0.750,0,1125888,4905020,45712,1318652,1513.541,3125.117,0,15237.444
16-12 18:16:41,76.241,4.749,17.998,0,0,1219872,4807680,45712,1321956,23391.150,3393346.558,0,0
16-12 18:16:42,32.511,3.251,62.772,0,0,1277916,4775756,45712,1296444,39342.513,4223367.596,0,0
16-12 18:16:43,1.000,1.000,97.033,0,0,1023924,5029736,45728,1296448,198417.994,9994.375,0,168.057
16-12 18:16:44,1.249,1.249,95.697,0,0,931184,5106652,45728,1312100,17120936.105,16250012.727,0,3.998
16-12 18:16:45,2.751,3.001,92.294,0,0,903292,5150256,45728,1296300,30897040.435,29656952.263,0,0
16-12 18:16:46,0,0.250,99.192,0,0,903380,5150328,45728,1296300,166.902,1064.376,0,0
16-12 18:16:47,0.250,0.250,99.067,0,0,903380,5150328,45728,1296300,167.112,583.392,0,16.011
16-12 18:16:48,0.250,0.500,99.206,0,0,903368,5150328,45740,1296300,272.880,1104.514,0,211.907
16-12 18:16:49,0.250,0,99.029,0,0,903368,5150328,45740,1296300,233.069,637.188,0,0
16-12 18:16:50,13.502,6.251,79.759,0,0,910932,5205508,45784,1235008,8589.004,4269.499,0,4.000
16-12 18:16:51,43.735,3.999,49.983,0,0,959892,5156368,45784,1235204,332.887,1266.570,0,39.986
16-12 18:16:52,55.759,3.251,40.007,0,0,993908,5122348,45784,1235208,287.048,2959.496,0,0
16-12 18:16:53,48.721,3.498,45.223,0,0,1016840,5099416,45784,1235208,1640.024,4226.485,0,0
16-12 18:16:54,59.166,3.745,34.451,0,0,1084360,5031880,45796,1235212,1604.717,2058.072,0,299.574
16-12 18:16:55,77.802,4.253,17.011,0,0,1158952,4957288,45796,1235212,209.140,661.443,0,0
16-12 18:16:56,77.338,3.254,17.770,0,0,1195648,4920580,45796,1235224,20544.475,11038.613,0,0
16-12 18:16:57,27.008,1.500,70.020,0,0,1226716,4889388,45796,1235348,13145.833,133537.934,0,24.007
16-12 18:16:58,6.745,0.749,91.928,0,0,1242592,4873512,45796,1235348,1817.576,2498.043,0,0
16-12 18:16:59,17.265,1.001,81.321,0,0,1251652,4864440,45804,1235352,2154.887,5775.058,0,116.102
16-12 18:17:00,1.000,0,98.751,0,0,1251652,4864440,45804,1235352,1333.012,2394.022,0,0
16-12 18:17:01,0.750,0.500,98.501,0,0,1251648,4864440,45804,1235356,1806.020,2212.024,0,0
16-12 18:17:02,1.500,0.250,97.752,0,0,1251648,4864440,45804,1235356,1420.030,2077.045,0,4.000
16-12 18:17:03,0.750,0.250,98.747,0,0,1251648,4864440,45804,1235356,1218.960,2261.926,0,55.998
16-12 18:17:04,1.000,0.250,98.479,0,0,1251640,4864440,45812,1235356,986.792,1631.656,0,71.985
16-12 18:17:05,0.250,0.250,98.259,0,0,1251640,4864440,45812,1235356,1029.096,1674.156,0,0
16-12 18:17:06,2.500,0,97.252,0,0,1251640,4864440,45812,1235356,1994.035,2368.042,0,1012.018
16-12 18:17:07,3.500,0.750,94.749,0,0,1251860,4864216,45812,1235360,4007.952,18194.784,0,183.998
16-12 18:17:08,2.999,0.500,93.468,2.499,0,1251740,4864308,45812,1235388,2348.191,8406.104,0,20824.827
16-12 18:17:09,0.750,0.250,99.045,0,0,1249812,4866228,45820,1235388,1192.546,2812.288,0,80.037
16-12 18:17:10,0.500,0.250,98.733,0,0,1248888,4867152,45820,1235388,1028.819,1673.705,0,0
16-12 18:17:11,1.250,0.250,96.019,2.000,0,1254180,4861860,45820,1235388,2299.449,2711.530,0,16427.210
16-12 18:17:12,1.000,0.250,97.984,0,0,1254180,4861860,45820,1235388,1092.825,2153.656,0,0
16-12 18:17:13,0.750,0.500,95.764,2.750,0,1254180,4861860,45820,1235388,987.144,1632.238,0,24367.554
16-12 18:17:14,1.000,0.250,98.737,0,0,1257956,4858080,45820,1235392,986.870,1639.784,0,3.999
16-12 18:17:15,0.499,0.250,98.344,0,0,1258192,4857828,45836,1235392,1924.956,2738.670,0,307.514
16-12 18:17:16,1.753,0.501,94.913,3.005,0,1258028,4857992,45836,1235392,1096.889,1784.072,0,36114.181
16-12 18:17:17,1.750,0.250,97.499,0,0,1261804,4854212,45836,1235396,3211.970,10472.902,0,0
16-12 18:17:18,0.250,0,98.685,0,0,1261800,4854212,45836,1235400,1437.050,2273.498,0,7.995
16-12 18:17:19,2.252,0.500,96.816,0,0,1261952,4854060,45836,1235400,1724.180,4773.267,0,0
16-12 18:17:20,1.250,0.500,98.218,0,0,1265728,4850280,45836,1235404,987.674,1743.425,0,0
16-12 18:17:21,1.750,0.500,96.754,0,0,1265468,4850532,45844,1235404,3705.155,5040.211,0,52.002
16-12 18:17:22,1.000,0.250,98.520,0,0,1265468,4850532,45844,1235404,1017.209,1686.347,0,0
16-12 18:17:23,0.750,0.500,97.997,0,0,1269248,4846752,45844,1235404,1046.965,1685.944,0,0
16-12 18:17:24,0.750,0.250,98.997,0,0,1269248,4846752,45844,1235404,1244.965,2207.938,0,0
